卡牌的ID	卡牌名称	卡牌资源	卡牌头像资源	战斗资源	初始等级	等级上限	突破次数	突破效果	品质	职业	资质	说明	操作者	所属俱乐部	出售价格	吞噬经验	等级成长	生命值	物理攻击	物理防御	魔法攻击	魔法防御	物理抗暴击	魔法抗暴击	闪避率	物理暴击	魔法暴击	格挡率	格挡值	命中率	生命值成长率	物理攻击成长率	物理防御成长率	魔法攻击成长率	魔法防御成长率	物理抗暴击成长率	魔法抗暴击成长率	闪避率成长率	物理暴击成长率	魔法暴击成长率	格挡率成长率	格挡值成长率	命中率成长率	普通攻击	技能1	技能2	技能3	技能4	普通攻击权重	技能1权重	技能2权重	技能3权重	功能4	围绕最小距离	围绕最大距离	AI配置	起身技能概率	反击技能概率	跟随	卡牌ID	BOSS
12003020	迎风回浪	wMHP.png	card_wMHP.png	2001	100	100	0	0	1	20	1			0	0	0	10	1770210	0	78690	35272	82158	126242	126242	250	0	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000020	5:30021001:1	0	0	0	100	100	0	0	0	500	600	30022	0	0	500	12003	0
12102020	血污天使	wDLTS.png	card_wDLTS.png	2001	100	100	0	0	1	21	1			0	0	0	10	1770210	36746	78690	0	82158	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000021	5:30031001:1	0	0	0	100	100	0	0	0	500	600	30022	0	0	500	12102	0
14303020	情风醉梦	wZYQC.png	card_wZYQC.png	3016	100	100	0	0	1	43	1			0	0	0	10	1770210	36746	78690	35272	82158	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	30000043	1:30193000:1	0	0	0	100	100	200	300	0	100	150	30162	0	0	500	14303	0
21102020	蓝狂	gXF.png	card_gXF.png	1001	100	100	0	0	2	11	3			0	0	0	30	1770210	36746	78690	0	82158	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000011	4:30091001:1	15:30092001:2	0	0	100	100	200	0	0	100	150	30012	0	0	500	21102	0
21202020	极昼极夜	gBYHZ.png	card_gHYBZ.png	1001	100	100	0	0	2	12	2			0	0	0	20	1770210	36746	78690	35272	82158	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000012	4:30041001:1	15:30042001:2	0	0	100	100	200	0	0	100	150	30012	0	0	500	21202	0
21302020	伤怨刀	gLHJ.png	card_gLHJ.png	1001	100	100	0	0	2	13	2			0	0	0	20	1770210	36746	78690	35272	82158	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000013	4:30051001:1	15:30052001:2	0	0	100	100	200	0	0	100	150	30012	0	0	500	21302	0
21303020	银白色	gHHS.png	card_gHHS.png	1001	100	100	0	0	2	13	2			0	0	0	20	1770210	36746	78690	35272	82158	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000013	4:30061001:1	15:30062001:2	0	0	100	100	200	0	0	100	150	30012	0	0	500	21303	0
22004020	垂杨蘸绿	gFLYM.png	card_gFSYM.png	2001	100	100	0	0	2	20	2			0	0	0	20	1770210	0	78690	35272	82158	126242	126242	250	0	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000020	4:30071001:1	15:30072001:2	0	0	100	100	200	0	0	500	600	30022	0	0	500	22004	0
22103020	悔不觉	gZBY.png	card_gZBY.png	2001	100	100	0	0	2	21	2			0	0	0	20	1770210	36746	78690	0	82158	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000021	4:30081001:1	15:30082001:2	0	0	100	100	200	0	0	500	600	30022	0	0	500	22103	0
24004020	惊鹤	gQC.png	card_gQC.png	3016	100	100	0	0	2	40	3			0	0	0	6	1770210	36746	78690	0	82158	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000040	5:30531001:1	20:30532001:2	0	0	100	100	200	300	0	100	150	30162	0	0	500	24004	0
24304020	平车前	gCQZ.png	card_gCQZ.png	3016	100	100	5	0	2	43	3			0	0	0	90	1770210	36746	78690	35272	82158	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000040	1:30531001:1	15:30532001:2	0	0	100	100	200	300	0	100	150	30162	0	0	500	24304	0
31002020	河木	bLM.png	card_bLM.png	1001	100	100	3	0	3	10	5			0	0	0	50	1770210	36746	78690	0	82158	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000010	3:30131001:1	15:30132001:2	0	0	100	100	200	0	0	100	150	30142	0	0	500	31002	0
31008020	岚溪	bLH.png	card_bLH.png	3015	100	100	5	0	3	10	5			0	0	0	50	1770210	36746	78690	0	82158	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40520010	15:30521001:1	20:30522001:2	80:30523001:3	0	100	100	200	0	0	100	150	30152	0	0	500	31008	0
31304020	白如霜	bRQY.png	card_bRQY.png	1001	100	100	3	0	3	13	4			0	0	0	40	1770210	36746	78690	35272	82158	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000013	3:30121001:1	15:30122001:2	0	0	100	100	200	0	0	100	150	30012	0	0	500	31304	0
32005020	拂枪	bXQ.png	card_bXQ.png	2001	100	100	3	0	3	20	5			0	0	0	50	1770210	0	78690	35272	82158	126242	126242	250	0	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000020	3:30141001:1	15:30142001:2	0	0	100	100	200	0	0	500	600	30022	0	0	500	32005	0
32104020	花下绿	bLXH.png	card_bYXH.png	2001	100	100	3	0	3	21	4			0	0	0	40	1770210	36746	78690	0	82158	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000021	3:30101001:1	15:30102001:2	0	0	100	100	200	0	0	500	600	30022	0	0	500	32104	0
32202020	深林疑人	bQHMR.png	card_bQHMR.png	2001	100	100	3	0	3	22	4			0	0	0	40	1770210	36746	78690	35272	82158	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000022	3:30111001:1	15:30112001:2	0	0	100	100	200	0	0	500	600	30022	0	0	500	32202	0
34305020	烈日光灭	bLHYJ.png	card_bLHYJ.png	3016	100	100	5	0	3	43	4			0	0	0	90	1770210	36746	78690	35272	82158	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000040	1:30531001:1	15:30532001:2	0	0	100	100	200	300	0	100	150	30162	0	0	500	34305	0
41103020	又眠一冬	pZSYX.png	card_pZSYX.png	3012	100	100	5	0	4	11	8			0	0	0	80	1770210	36746	78690	0	82158	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40027011	5:30271001:1	20:30272001:2	35:30273001:3	0	100	100	200	300	0	100	150	30122	0	0	500	41103	0
41203020	神雕	pGK.png	card_pGK.png	3010	100	100	5	0	4	12	6			0	0	0	60	1770210	36746	78690	35272	82158	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40016012	6:30161001:1	15:30162001:2	35:30163001:3	0	100	100	200	300	0	100	150	30102	0	0	500	41203	0
42006020	瞿雾施	pZYX.png	card_pZYX.png	3004	100	100	5	0	4	20	6			0	0	0	60	1770210	0	78690	35272	82158	126242	126242	250	0	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40019020	11:30191001:1	15:30192001:2	20:30193001:3	0	100	100	200	300	0	500	600	30042	0	0	500	42006	0
43102020	包子	pBZRQ.png	card_pBZRQ.png	3008	100	100	5	0	4	31	9			0	0	0	90	1770210	36746	78690	35272	82158	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40032031	4:30321001:1	15:30322001:2	25:30323001:3	0	100	100	200	300	0	100	100	30082	0	0	500	43102	0
43202020	气吞山河	pQCYS.png	card_pQCYS.png	3013	100	100	5	0	4	32	8			0	0	0	80	1770210	36746	78690	35272	82158	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40290032	5:30291001:1	15:30292001:2	25:30293001:3	0	100	100	200	300	0	100	100	30132	0	0	500	43202	0
44003020	冷雾柔	pHYR.png	card_pHYR.png	3007	100	100	5	0	4	40	9			0	0	0	90	1770210	36746	78690	0	82158	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40510040	9:30511001:1	15:30512001:2	20:30513001:3	0	100	100	200	300	0	100	150	30072	0	0	500	44003	0
51005020	寂寞无言	oYYSF.png	card_oYYSF.png	3014	100	100	5	0	5	10	12			0	0	0	120	1770210	36746	78690	0	82158	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40330010	1:30331001:1	15:30332001:2	25:30333001:3	0	100	100	200	300	0	100	150	30142	0	0	500	51005	0
51006020	潭剑	oFDJ.png	card_oFDJ.png	3006	100	100	5	0	5	10	10			0	0	0	100	1770210	36746	78690	0	82158	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40034010	1:30341001:1	15:30342001:2	30:30343001:3	0	100	100	200	300	0	100	150	30062	0	0	500	51006	0
52205020	千叶纷飞	oBHLL.png	card_oBHLL.png	3011	100	100	5	0	5	22	12			0	0	0	120	1770210	36746	78690	35272	82158	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40420022	1:30421001:1	20:30422001:2	35:30423001:3	0	100	100	200	300	0	500	600	30112	0	0	500	52205	0
53002020	孤漠如雪	oDMGY.png	card_oDMGY.png	3005	100	100	5	0	5	30	12			0	0	0	120	1770210	36746	78690	0	82158	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40430030	6:30431001:1	15:30432001:2	20:30433001:3	0	100	100	200	300	0	100	100	30052	0	0	500	53002	0
54002020	一叶知秋	oYYZQ.png	card_oYYZQ.png	3003	100	100	5	0	5	40	12			0	0	0	120	1770210	36746	78690	0	82158	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40480040	1:30481001:1	15:30482001:2	25:30483001:3	0	100	100	200	300	0	100	150	30032	0	0	500	54002	0
54102020	鸳飘霜飒	oLLYC.png	card_oLLYC.png	3009	100	100	5	0	5	41	10			0	0	0	100	1770210	0	78690	35272	82158	126242	126242	250	0	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40035041	1:30351001:1	15:30352001:2	30:30353001:3	0	100	100	200	300	0	600	900	30092	0	0	500	54102	0
31002120	河木	bLM.png	card_bLM.png	1001	100	100	3	0	3	10	5			0	0	0	50	1770210	46325	93715	0	96027	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000010	3:30131001:1	15:30132001:2	0	0	100	100	200	0	0	100	150	30142	0	0	500	31002	1
31008120	岚溪	bLH.png	card_bLH.png	3015	100	100	5	0	3	10	5			0	0	0	50	1770210	46325	93715	0	96027	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40520010	15:30521001:1	20:30522001:2	80:30523001:3	0	100	100	200	0	0	100	150	30152	0	0	500	31008	1
31304120	白如霜	bRQY.png	card_bRQY.png	1001	100	100	3	0	3	13	4			0	0	0	40	1770210	46325	93715	44115	96027	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000013	3:30121001:1	15:30122001:2	0	0	100	100	200	0	0	100	150	30012	0	0	500	31304	1
32005120	拂枪	bXQ.png	card_bXQ.png	2001	100	100	3	0	3	20	5			0	0	0	50	1770210	0	93715	44115	96027	126242	126242	250	0	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000020	3:30141001:1	15:30142001:2	0	0	100	100	200	0	0	500	600	30022	0	0	500	32005	1
32104120	花下绿	bLXH.png	card_bYXH.png	2001	100	100	3	0	3	21	4			0	0	0	40	1770210	46325	93715	0	96027	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000021	3:30101001:1	15:30102001:2	0	0	100	100	200	0	0	500	600	30022	0	0	500	32104	1
32202120	深林疑人	bQHMR.png	card_bQHMR.png	2001	100	100	3	0	3	22	4			0	0	0	40	1770210	46325	93715	44115	96027	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000022	3:30111001:1	15:30112001:2	0	0	100	100	200	0	0	500	600	30022	0	0	500	32202	1
34305120	烈日光灭	bLHYJ.png	card_bLHYJ.png	3016	100	100	5	0	3	43	4			0	0	0	90	1770210	46325	93715	44115	96027	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40000040	1:30531001:1	15:30532001:2	0	0	100	100	200	300	0	100	150	30162	0	0	500	34305	1
41103120	又眠一冬	pZSYX.png	card_pZSYX.png	3012	100	100	5	0	4	11	8			0	0	0	80	1770210	46325	93715	0	96027	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40027011	5:30271001:1	20:30272001:2	35:30273001:3	0	100	100	200	300	0	100	150	30122	0	0	500	41103	1
41203120	神雕	pGK.png	card_pGK.png	3010	100	100	5	0	4	12	6			0	0	0	60	1770210	46325	93715	44115	96027	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40016012	6:30161001:1	15:30162001:2	35:30163001:3	0	100	100	200	300	0	100	150	30102	0	0	500	41203	1
42006120	瞿雾施	pZYX.png	card_pZYX.png	3004	100	100	5	0	4	20	6			0	0	0	60	1770210	0	93715	44115	96027	126242	126242	250	0	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40019020	11:30191001:1	15:30192001:2	20:30193001:3	0	100	100	200	300	0	500	600	30042	0	0	500	42006	1
43102120	包子	pBZRQ.png	card_pBZRQ.png	3008	100	100	5	0	4	31	9			0	0	0	90	1770210	46325	93715	44115	96027	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40032031	4:30321001:1	15:30322001:2	25:30323001:3	0	100	100	200	300	0	100	100	30082	0	0	500	43102	1
43202120	气吞山河	pQCYS.png	card_pQCYS.png	3013	100	100	5	0	4	32	8			0	0	0	80	1770210	46325	93715	44115	96027	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40290032	5:30291001:1	15:30292001:2	25:30293001:3	0	100	100	200	300	0	100	100	30132	0	0	500	43202	1
44003120	冷雾柔	pHYR.png	card_pHYR.png	3007	100	100	5	0	4	40	9			0	0	0	90	1770210	46325	93715	0	96027	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40510040	9:30511001:1	15:30512001:2	20:30513001:3	0	100	100	200	300	0	100	150	30072	0	0	500	44003	1
51005120	寂寞无言	oYYSF.png	card_oYYSF.png	3014	100	100	5	0	5	10	12			0	0	0	120	1770210	46325	93715	0	96027	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40330010	1:30331001:1	15:30332001:2	25:30333001:3	0	100	100	200	300	0	100	150	30142	0	0	500	51005	1
51006120	潭剑	oFDJ.png	card_oFDJ.png	3006	100	100	5	0	5	10	10			0	0	0	100	1770210	46325	93715	0	96027	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40034010	1:30341001:1	15:30342001:2	30:30343001:3	0	100	100	200	300	0	100	150	30062	0	0	500	51006	1
52205120	千叶纷飞	oBHLL.png	card_oBHLL.png	3011	100	100	5	0	5	22	12			0	0	0	120	1770210	46325	93715	44115	96027	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40420022	1:30421001:1	20:30422001:2	35:30423001:3	0	100	100	200	300	0	500	600	30112	0	0	500	52205	1
53002120	孤漠如雪	oDMGY.png	card_oDMGY.png	3005	100	100	5	0	5	30	12			0	0	0	120	1770210	46325	93715	0	96027	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40430030	6:30431001:1	15:30432001:2	20:30433001:3	0	100	100	200	300	0	100	100	30052	0	0	500	53002	1
54002120	一叶知秋	oYYZQ.png	card_oYYZQ.png	3003	100	100	5	0	5	40	12			0	0	0	120	1770210	46325	93715	0	96027	126242	126242	250	20622	0	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40480040	1:30481001:1	15:30482001:2	25:30483001:3	0	100	100	200	300	0	100	150	30032	0	0	500	54002	1
54102120	鸳飘霜飒	oLLYC.png	card_oLLYC.png	3009	100	100	5	0	5	41	10			0	0	0	100	1770210	0	93715	44115	96027	126242	126242	250	0	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40035041	1:30351001:1	15:30352001:2	30:30353001:3	0	100	100	200	300	0	600	900	30092	0	0	500	54102	1
10000001	冷雾柔	pHYR.png	card_pHYR.png	3007	10	100	0	0	4	40	9			999999	0	0	0	3780	150	112	0	114	50	50	0	0	0	0	8000	129	0	0	0	0	0	0	0	0	0	0	0	0	0	40510040	9:30511001:1	0	0	0	100	100	200	300	0	100	150	30072	0	0	500	44003	0
10000002	瞿雾施	pZYX.png	card_pZYX.png	3004	10	100	0	0	4	20	6			999999	0	0	0	3780	0	112	120	114	50	50	0	0	0	0	8000	129	0	0	0	0	0	0	0	0	0	0	0	0	0	40019020	11:30191001:1	0	0	0	100	100	200	300	0	500	600	30042	0	0	500	42006	0
10000003	包子	pBZRQ.png	card_pBZRQ.png	3008	10	100	0	0	4	31	9			999999	0	0	0	3780	31.6	123	143.45	125	50	50	0	0	0	0	8000	129	0	0	0	0	0	0	0	0	0	0	0	0	0	40032031	4:30321001:1	0	0	0	100	100	200	300	0	100	100	30082	0	0	500	43102	1
42203001	全清晰	pQTM.png	card_pQTM.png	3019	5	100	5	10	4	22	6			0	100	300	75	3150	113	62	108	63	3	3	250	13	13	0	8000	114	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203002	全清晰	pQTM.png	card_pQTM.png	3019	10	100	5	10	4	22	6			0	100	300	75	6480	235	109	225	112	284	284	250	41	41	0	8000	215.25	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203003	全清晰	pQTM.png	card_pQTM.png	3019	15	100	5	10	4	22	6			0	100	300	75	14940	453	181	433	190	711	711	250	102	102	0	8000	408.65625	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203004	全清晰	pQTM.png	card_pQTM.png	3019	20	100	5	10	4	22	6			0	100	300	75	25020	760	262	730	280	1172	1172	250	197	197	0	8000	721.15625	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203005	全清晰	pQTM.png	card_pQTM.png	3019	25	100	5	10	4	22	6			0	100	300	75	36810	1132	456	1087	487	1794	1794	250	357	357	0	8000	1060.5625	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203006	全清晰	pQTM.png	card_pQTM.png	3019	30	100	5	10	4	22	6			0	100	300	75	57240	1702	735	1635	785	3574	3574	250	648	648	0	8000	1585	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203007	全清晰	pQTM.png	card_pQTM.png	3019	35	100	5	10	4	22	6			0	100	300	75	121410	2257	914	2168	1028	5666	5666	250	1061	1061	0	8000	2258.75	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203008	全清晰	pQTM.png	card_pQTM.png	3019	40	100	5	10	4	22	6			0	100	300	75	190080	3220	1242	3094	1428	9045	9045	250	1866	1866	0	8000	3245	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203009	全清晰	pQTM.png	card_pQTM.png	3019	45	100	5	10	4	22	6			0	100	300	75	281790	4283	2422	4115	2710	13851	13851	250	2859	2859	0	8000	4734.875	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203010	全清晰	pQTM.png	card_pQTM.png	3019	50	100	5	10	4	22	6			0	100	300	75	373320	5528	3897	5311	4296	18884	18884	250	3940	3940	0	8000	6383.5	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203011	全清晰	pQTM.png	card_pQTM.png	3019	55	100	5	10	4	22	6			0	100	300	75	465120	6966	8874	6692	9412	27759	27759	250	4845	4845	0	8000	9341.875	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203012	全清晰	pQTM.png	card_pQTM.png	3019	60	100	5	10	4	22	6			0	100	300	75	763920	9541	11200	9165	12152	38286	38286	250	6458	6458	0	8000	12852	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203013	全清晰	pQTM.png	card_pQTM.png	3019	65	100	5	10	4	22	6			0	100	300	75	889650	11639	13403	11179	14592	44240	44240	250	7675	7675	0	8000	14835.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203014	全清晰	pQTM.png	card_pQTM.png	3019	70	100	5	10	4	22	6			0	100	300	75	1015380	13971	17920	13418	19367	52456	52456	250	8996	8996	0	8000	17575.25	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203015	全清晰	pQTM.png	card_pQTM.png	3019	75	100	5	10	4	22	6			0	100	300	75	1141110	17158	23578	16477	25305	62338	62338	250	10784	10784	0	8000	20870.25	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203016	全清晰	pQTM.png	card_pQTM.png	3019	80	100	5	10	4	22	6			0	100	300	75	1267020	20753	30553	19928	32584	73234	73234	250	12737	12737	0	8000	24503.25	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203017	全清晰	pQTM.png	card_pQTM.png	3019	85	100	5	10	4	22	6			0	100	300	75	1392840	24041	39049	23083	41405	84158	84158	250	14424	14424	0	8000	28145.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203018	全清晰	pQTM.png	card_pQTM.png	3019	90	100	5	10	4	22	6			0	100	300	75	1518480	28434	49796	27299	52500	97558	97558	250	16675	16675	0	8000	32613.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203019	全清晰	pQTM.png	card_pQTM.png	3019	95	100	5	10	4	22	6			0	100	300	75	1644390	32420	63077	31123	66151	111348	111348	250	18597	18597	0	8000	37211	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203020	全清晰	pQTM.png	card_pQTM.png	3019	100	100	5	10	4	22	6			0	100	300	75	1770210	36746	78690	35272	82158	126242	126242	250	20622	20622	0	8000	42178.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	0
42203101	全清晰	pQTM.png	card_pQTM.png	3019	5	100	5	10	4	22	6			0	100	300	75	3150	142	68	136	69	3	3	250	13	13	0	8000	114	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	1
42203102	全清晰	pQTM.png	card_pQTM.png	3019	10	100	5	10	4	22	6			0	100	300	75	6480	303	121	287	123	284	284	250	41	41	0	8000	215.25	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	1
42203103	全清晰	pQTM.png	card_pQTM.png	3019	15	100	5	10	4	22	6			0	100	300	75	14940	586	219	555	224	711	711	250	102	102	0	8000	408.65625	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	1
42203104	全清晰	pQTM.png	card_pQTM.png	3019	20	100	5	10	4	22	6			0	100	300	75	25020	960	340	914	351	1172	1172	250	197	197	0	8000	721.15625	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	1
42203105	全清晰	pQTM.png	card_pQTM.png	3019	25	100	5	10	4	22	6			0	100	300	75	36810	1427	591	1359	612	1794	1794	250	357	357	0	8000	1060.5625	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	1
42203106	全清晰	pQTM.png	card_pQTM.png	3019	30	100	5	10	4	22	6			0	100	300	75	57240	2141	955	2039	989	3574	3574	250	648	648	0	8000	1585	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	1
42203107	全清晰	pQTM.png	card_pQTM.png	3019	35	100	5	10	4	22	6			0	100	300	75	121410	2834	1406	2700	1482	5666	5666	250	1061	1061	0	8000	2258.75	0	0	0	0	0	0	0	0	0	0	0	0	0	40230022	6:30231001:1	15:30232001:2	25:30233001:3	0	100	100	200	300	0	500	600	30192	0	0	500	42203	1
