道具组id	道具id	道具名称	道具数量	道具权重	需求货币类型	需求货币数量
39007	43303007	#N/A	1	10	0	98500
39007	43403007	#N/A	1	10	0	98500
39007	43503007	#N/A	1	0	0	98500
39007	43603007	#N/A	1	0	0	98500
39007	44103007	#N/A	1	10	0	160200
39007	44203007	#N/A	1	10	0	160200
39007	44303007	#N/A	1	10	0	160200
39007	44403007	#N/A	1	10	0	160200
39007	44503007	#N/A	1	0	0	160200
39007	44603007	#N/A	1	0	0	160200
39007	41104007	#N/A	1	10	0	72000
39007	41204007	#N/A	1	10	0	72000
39007	41304007	#N/A	1	10	0	72000
39007	41404007	#N/A	1	10	0	72000
39007	41504007	#N/A	1	0	0	72000
39007	41604007	#N/A	1	0	0	72000
39007	42104007	#N/A	1	10	0	80800
39007	42204007	#N/A	1	10	0	80800
39007	42304007	#N/A	1	10	0	80800
39007	42404007	#N/A	1	10	0	80800
39007	42504007	#N/A	1	0	0	80800
39007	42604007	#N/A	1	0	0	80800
39007	43104007	#N/A	1	10	0	98500
39007	43204007	#N/A	1	10	0	98500
39007	43304007	#N/A	1	10	0	98500
39007	43404007	#N/A	1	10	0	98500
39007	43504007	#N/A	1	0	0	98500
39007	43604007	#N/A	1	0	0	98500
39007	44104007	#N/A	1	10	0	160200
39007	44204007	#N/A	1	10	0	160200
39007	44304007	#N/A	1	10	0	160200
39007	44404007	#N/A	1	10	0	160200
39007	44504007	#N/A	1	0	0	160200
39007	44604007	#N/A	1	0	0	160200
39007	41105007	#N/A	1	10	0	72000
39007	41205007	#N/A	1	10	0	72000
39007	41305007	#N/A	1	10	0	72000
39007	41405007	#N/A	1	10	0	72000
39007	41505007	#N/A	1	0	0	72000
39007	41605007	#N/A	1	0	0	72000
39007	42105007	#N/A	1	10	0	80800
39007	42205007	#N/A	1	10	0	80800
39007	42305007	#N/A	1	10	0	80800
39007	42405007	#N/A	1	10	0	80800
39007	42505007	#N/A	1	0	0	80800
39007	42605007	#N/A	1	0	0	80800
39007	43105007	#N/A	1	10	0	98500
39007	43205007	#N/A	1	10	0	98500
39007	43305007	#N/A	1	10	0	98500
39007	43405007	#N/A	1	10	0	98500
39007	43505007	#N/A	1	0	0	98500
39007	43605007	#N/A	1	0	0	98500
39007	44105007	#N/A	1	10	0	160200
39007	44205007	#N/A	1	10	0	160200
39007	44305007	#N/A	1	10	0	160200
39007	44405007	#N/A	1	10	0	160200
39007	44505007	#N/A	1	0	0	160200
39007	44605007	#N/A	1	0	0	160200
39008	41006108	#N/A	1	10	0	84600
39008	42006108	#N/A	1	10	0	93400
39008	43006108	#N/A	1	10	0	111000
39008	44006108	#N/A	1	10	0	172800
39008	41006508	#N/A	1	10	0	84600
39008	42006508	#N/A	1	10	0	93400
39008	43006508	#N/A	1	10	0	111000
39008	44006508	#N/A	1	10	0	172800
39008	41102008	紫衫螺纹上衣	1	10	0	84600
39008	41202008	烟雾弹皮衣	1	10	0	84600
39008	41302008	贤者短衫	1	10	0	84600
39008	41402008	神圣魔能长袍	1	10	0	84600
39008	41502008	神圣惩罚外套	1	0	0	84600
39008	41602008	光之阴影马甲	1	0	0	84600
39008	42102008	#N/A	1	10	0	93400
39008	42202008	#N/A	1	10	0	93400
39008	42302008	#N/A	1	10	0	93400
39008	42402008	#N/A	1	10	0	93400
39008	42502008	#N/A	1	0	0	93400
39008	42602008	#N/A	1	0	0	93400
39008	43102008	#N/A	1	10	0	111000
39008	43202008	#N/A	1	10	0	111000
39008	43302008	#N/A	1	10	0	111000
39008	43402008	#N/A	1	10	0	111000
39008	43502008	#N/A	1	0	0	111000
39008	43602008	#N/A	1	0	0	111000
39008	44102008	#N/A	1	10	0	172800
39008	44202008	#N/A	1	10	0	172800
39008	44302008	#N/A	1	10	0	172800
39008	44402008	#N/A	1	10	0	172800
39008	44502008	#N/A	1	0	0	172800
39008	44602008	#N/A	1	0	0	172800
39008	41103008	#N/A	1	10	0	84600
39008	41203008	#N/A	1	10	0	84600
39008	41303008	#N/A	1	10	0	84600
39008	41403008	#N/A	1	10	0	84600
39008	41503008	#N/A	1	0	0	84600
39008	41603008	#N/A	1	0	0	84600
39008	42103008	#N/A	1	10	0	93400
39008	42203008	#N/A	1	10	0	93400
39008	42303008	#N/A	1	10	0	93400
39008	42403008	#N/A	1	10	0	93400
39008	42503008	#N/A	1	0	0	93400
39008	42603008	#N/A	1	0	0	93400
39008	43103008	#N/A	1	10	0	111000
39008	43203008	#N/A	1	10	0	111000
39008	43303008	#N/A	1	10	0	111000
39008	43403008	#N/A	1	10	0	111000
39008	43503008	#N/A	1	0	0	111000
39008	43603008	#N/A	1	0	0	111000
39008	44103008	#N/A	1	10	0	172800
39008	44203008	#N/A	1	10	0	172800
39008	44303008	#N/A	1	10	0	172800
39008	44403008	#N/A	1	10	0	172800
39008	44503008	#N/A	1	0	0	172800
39008	44603008	#N/A	1	0	0	172800
39008	41104008	#N/A	1	10	0	84600
39008	41204008	#N/A	1	10	0	84600
39008	41304008	#N/A	1	10	0	84600
39008	41404008	#N/A	1	10	0	84600
39008	41504008	#N/A	1	0	0	84600
39008	41604008	#N/A	1	0	0	84600
39008	42104008	#N/A	1	10	0	93400
39008	42204008	#N/A	1	10	0	93400
39008	42304008	#N/A	1	10	0	93400
39008	42404008	#N/A	1	10	0	93400
39008	42504008	#N/A	1	0	0	93400
39008	42604008	#N/A	1	0	0	93400
39008	43104008	#N/A	1	10	0	111000
39008	43204008	#N/A	1	10	0	111000
39008	43304008	#N/A	1	10	0	111000
39008	43404008	#N/A	1	10	0	111000
39008	43504008	#N/A	1	0	0	111000
39008	43604008	#N/A	1	0	0	111000
39008	44104008	#N/A	1	10	0	172800
39008	44204008	#N/A	1	10	0	172800
39008	44304008	#N/A	1	10	0	172800
39008	44404008	#N/A	1	10	0	172800
39008	44504008	#N/A	1	0	0	172800
39008	44604008	#N/A	1	0	0	172800
39008	41105008	#N/A	1	10	0	84600
39008	41205008	#N/A	1	10	0	84600
39008	41305008	#N/A	1	10	0	84600
39008	41405008	#N/A	1	10	0	84600
39008	41505008	#N/A	1	0	0	84600
39008	41605008	#N/A	1	0	0	84600
39008	42105008	#N/A	1	10	0	93400
39008	42205008	#N/A	1	10	0	93400
39008	42305008	#N/A	1	10	0	93400
39008	42405008	#N/A	1	10	0	93400
39008	42505008	#N/A	1	0	0	93400
39008	42605008	#N/A	1	0	0	93400
39008	43105008	#N/A	1	10	0	111000
39008	43205008	#N/A	1	10	0	111000
39008	43305008	#N/A	1	10	0	111000
39008	43405008	#N/A	1	10	0	111000
39008	43505008	#N/A	1	0	0	111000
39008	43605008	#N/A	1	0	0	111000
39008	44105008	#N/A	1	10	0	172800
39008	44205008	#N/A	1	10	0	172800
39008	44305008	#N/A	1	10	0	172800
39008	44405008	#N/A	1	10	0	172800
39008	44505008	#N/A	1	0	0	172800
39008	44605008	#N/A	1	0	0	172800
39009	41006109	#N/A	1	10	0	98200
39009	42006109	#N/A	1	10	0	107000
39009	43006109	#N/A	1	10	0	124600
39009	44006109	#N/A	1	10	0	186400
39009	41006509	#N/A	1	10	0	98200
39009	42006509	#N/A	1	10	0	107000
39009	43006509	#N/A	1	10	0	124600
39009	44006509	#N/A	1	10	0	186400
39009	41102009	一剑倾城胸甲	1	10	0	98200
39009	41202009	血之阵地皮衣	1	10	0	98200
39009	41302009	惩戒反击上衣	1	10	0	98200
39009	41402009	守护者狼皮袍	1	10	0	98200
39009	41502009	天使守护外套	1	0	0	98200
39009	41602009	黄昏暗迹外套	1	0	0	98200
39009	42102009	#N/A	1	10	0	107000
39009	42202009	#N/A	1	10	0	107000
39009	42302009	#N/A	1	10	0	107000
39009	42402009	#N/A	1	10	0	107000
39009	42502009	#N/A	1	0	0	107000
39009	42602009	#N/A	1	0	0	107000
39009	43102009	#N/A	1	10	0	124600
39009	43202009	#N/A	1	10	0	124600
39009	43302009	#N/A	1	10	0	124600
39009	43402009	#N/A	1	10	0	124600
39009	43502009	#N/A	1	0	0	124600
39009	43602009	#N/A	1	0	0	124600
39009	44102009	#N/A	1	10	0	186400
39009	44202009	#N/A	1	10	0	186400
39009	44302009	#N/A	1	10	0	186400
39009	44402009	#N/A	1	10	0	186400
39009	44502009	#N/A	1	0	0	186400
39009	44602009	#N/A	1	0	0	186400
39009	41103009	#N/A	1	10	0	98200
39009	41203009	#N/A	1	10	0	98200
39009	41303009	#N/A	1	10	0	98200
39009	41403009	#N/A	1	10	0	98200
39009	41503009	#N/A	1	0	0	98200
39009	41603009	#N/A	1	0	0	98200
39009	42103009	#N/A	1	10	0	107000
39009	42203009	#N/A	1	10	0	107000
39009	42303009	#N/A	1	10	0	107000
39009	42403009	#N/A	1	10	0	107000
39009	42503009	#N/A	1	0	0	107000
39009	42603009	#N/A	1	0	0	107000
39009	43103009	#N/A	1	10	0	124600
39009	43203009	#N/A	1	10	0	124600
39009	43303009	#N/A	1	10	0	124600
39009	43403009	#N/A	1	10	0	124600
39009	43503009	#N/A	1	0	0	124600
39009	43603009	#N/A	1	0	0	124600
39009	44103009	#N/A	1	10	0	186400
39009	44203009	#N/A	1	10	0	186400
39009	44303009	#N/A	1	10	0	186400
39009	44403009	#N/A	1	10	0	186400
39009	44503009	#N/A	1	0	0	186400
39009	44603009	#N/A	1	0	0	186400
39009	41104009	#N/A	1	10	0	98200
39009	41204009	#N/A	1	10	0	98200
39009	41304009	#N/A	1	10	0	98200
39009	41404009	#N/A	1	10	0	98200
39009	41504009	#N/A	1	0	0	98200
39009	41604009	#N/A	1	0	0	98200
39009	42104009	#N/A	1	10	0	107000
39009	42204009	#N/A	1	10	0	107000
39009	42304009	#N/A	1	10	0	107000
39009	42404009	#N/A	1	10	0	107000
39009	42504009	#N/A	1	0	0	107000
39009	42604009	#N/A	1	0	0	107000
39009	43104009	#N/A	1	10	0	124600
39009	43204009	#N/A	1	10	0	124600
39009	43304009	#N/A	1	10	0	124600
39009	43404009	#N/A	1	10	0	124600
39009	43504009	#N/A	1	0	0	124600
39009	43604009	#N/A	1	0	0	124600
39009	44104009	#N/A	1	10	0	186400
39009	44204009	#N/A	1	10	0	186400
39009	44304009	#N/A	1	10	0	186400
39009	44404009	#N/A	1	10	0	186400
39009	44504009	#N/A	1	0	0	186400
39009	44604009	#N/A	1	0	0	186400
39009	41105009	#N/A	1	10	0	98200
39009	41205009	#N/A	1	10	0	98200
39009	41305009	#N/A	1	10	0	98200
39009	41405009	#N/A	1	10	0	98200
39009	41505009	#N/A	1	0	0	98200
39009	41605009	#N/A	1	0	0	98200
39009	42105009	#N/A	1	10	0	107000
39009	42205009	#N/A	1	10	0	107000
39009	42305009	#N/A	1	10	0	107000
39009	42405009	#N/A	1	10	0	107000
39009	42505009	#N/A	1	0	0	107000
39009	42605009	#N/A	1	0	0	107000
39009	43105009	#N/A	1	10	0	124600
39009	43205009	#N/A	1	10	0	124600
39009	43305009	#N/A	1	10	0	124600
39009	43405009	#N/A	1	10	0	124600
39009	43505009	#N/A	1	0	0	124600
39009	43605009	#N/A	1	0	0	124600
39009	44105009	#N/A	1	10	0	186400
39009	44205009	#N/A	1	10	0	186400
39009	44305009	#N/A	1	10	0	186400
39009	44405009	#N/A	1	10	0	186400
39009	44505009	#N/A	1	0	0	186400
39009	44605009	#N/A	1	0	0	186400
39010	41006110	#N/A	1	10	0	113000
39010	42006110	#N/A	1	10	0	121800
39010	43006110	#N/A	1	10	0	139400
39010	44006110	#N/A	1	10	0	201200
39010	41006510	#N/A	1	10	0	113000
39010	42006510	#N/A	1	10	0	121800
39010	43006510	#N/A	1	10	0	139400
39010	44006510	#N/A	1	10	0	201200
39010	41102010	剑影掠燕短衫	1	10	0	113000
39010	41202010	璀璨辉煌风衣	1	10	0	113000
39010	41302010	潮涌念气长袍	1	10	0	113000
39010	41402010	雪山圣灵长袍	1	10	0	113000
39010	41502010	四季物语外套	1	0	0	113000
39010	41602010	刺杀之王外套	1	0	0	113000
39010	42102010	#N/A	1	10	0	121800
39010	42202010	#N/A	1	10	0	121800
39010	42302010	#N/A	1	10	0	121800
39010	42402010	#N/A	1	10	0	121800
39010	42502010	#N/A	1	0	0	121800
39010	42602010	#N/A	1	0	0	121800
39010	43102010	#N/A	1	10	0	139400
39010	43202010	#N/A	1	10	0	139400
39010	43302010	#N/A	1	10	0	139400
39010	43402010	#N/A	1	10	0	139400
39010	43502010	#N/A	1	0	0	139400
39010	43602010	#N/A	1	0	0	139400
39010	44102010	#N/A	1	10	0	201200
39010	44202010	#N/A	1	10	0	201200
39010	44302010	#N/A	1	10	0	201200
39010	44402010	#N/A	1	10	0	201200
39010	44502010	#N/A	1	0	0	201200
39010	44602010	#N/A	1	0	0	201200
39010	41103010	#N/A	1	10	0	113000
39010	41203010	#N/A	1	10	0	113000
39010	41303010	#N/A	1	10	0	113000
39010	41403010	#N/A	1	10	0	113000
39010	41503010	#N/A	1	0	0	113000
39010	41603010	#N/A	1	0	0	113000
39010	42103010	#N/A	1	10	0	121800
39010	42203010	#N/A	1	10	0	121800
39010	42303010	#N/A	1	10	0	121800
39010	42403010	#N/A	1	10	0	121800
39010	42503010	#N/A	1	0	0	121800
39010	42603010	#N/A	1	0	0	121800
39010	43103010	#N/A	1	10	0	139400
39010	43203010	#N/A	1	10	0	139400
39010	43303010	#N/A	1	10	0	139400
39010	43403010	#N/A	1	10	0	139400
39010	43503010	#N/A	1	0	0	139400
39010	43603010	#N/A	1	0	0	139400
39010	44103010	#N/A	1	10	0	201200
39010	44203010	#N/A	1	10	0	201200
39010	44303010	#N/A	1	10	0	201200
39010	44403010	#N/A	1	10	0	201200
39010	44503010	#N/A	1	0	0	201200
39010	44603010	#N/A	1	0	0	201200
39010	41104010	#N/A	1	10	0	113000
39010	41204010	#N/A	1	10	0	113000
39010	41304010	#N/A	1	10	0	113000
39010	41404010	#N/A	1	10	0	113000
39010	41504010	#N/A	1	0	0	113000
39010	41604010	#N/A	1	0	0	113000
39010	42104010	#N/A	1	10	0	121800
39010	42204010	#N/A	1	10	0	121800
39010	42304010	#N/A	1	10	0	121800
39010	42404010	#N/A	1	10	0	121800
39010	42504010	#N/A	1	0	0	121800
39010	42604010	#N/A	1	0	0	121800
39010	43104010	#N/A	1	10	0	139400
39010	43204010	#N/A	1	10	0	139400
39010	43304010	#N/A	1	10	0	139400
39010	43404010	#N/A	1	10	0	139400
39010	43504010	#N/A	1	0	0	139400
39010	43604010	#N/A	1	0	0	139400
39010	44104010	#N/A	1	10	0	201200
39010	44204010	#N/A	1	10	0	201200
39010	44304010	#N/A	1	10	0	201200
39010	44404010	#N/A	1	10	0	201200
39010	44504010	#N/A	1	0	0	201200
39010	44604010	#N/A	1	0	0	201200
39010	41105010	#N/A	1	10	0	113000
39010	41205010	#N/A	1	10	0	113000
39010	41305010	#N/A	1	10	0	113000
39010	41405010	#N/A	1	10	0	113000
39010	41505010	#N/A	1	0	0	113000
39010	41605010	#N/A	1	0	0	113000
39010	42105010	#N/A	1	10	0	121800
39010	42205010	#N/A	1	10	0	121800
39010	42305010	#N/A	1	10	0	121800
39010	42405010	#N/A	1	10	0	121800
39010	42505010	#N/A	1	0	0	121800
39010	42605010	#N/A	1	0	0	121800
39010	43105010	#N/A	1	10	0	139400
39010	43205010	#N/A	1	10	0	139400
39010	43305010	#N/A	1	10	0	139400
39010	43405010	#N/A	1	10	0	139400
39010	43505010	#N/A	1	0	0	139400
39010	43605010	#N/A	1	0	0	139400
39010	44105010	#N/A	1	10	0	201200
39010	44205010	#N/A	1	10	0	201200
39010	44305010	#N/A	1	10	0	201200
39010	44405010	#N/A	1	10	0	201200
39010	44505010	#N/A	1	0	0	201200
39010	44605010	#N/A	1	0	0	201200
39011	41006111	#N/A	1	10	0	129100
39011	42006111	#N/A	1	10	0	137900
39011	43006111	#N/A	1	10	0	155600
39011	44006111	#N/A	1	10	0	217300
39011	41006511	#N/A	1	10	0	129100
39011	42006511	#N/A	1	10	0	137900
39011	43006511	#N/A	1	10	0	155600
39011	44006511	#N/A	1	10	0	217300
39011	41102011	流云惊月长衫	1	10	0	129100
39011	41202011	暗纹莽皮马甲	1	10	0	129100
39011	41302011	暴动者布衫	1	10	0	129100
39011	41402011	魔动天流胸甲	1	10	0	129100
39011	41502011	战地英雄外套	1	0	0	129100
39011	41602011	悲鸣外套	1	0	0	129100
39011	42102011	#N/A	1	10	0	137900
39011	42202011	#N/A	1	10	0	137900
39011	42302011	#N/A	1	10	0	137900
39011	42402011	#N/A	1	10	0	137900
39011	42502011	#N/A	1	0	0	137900
39011	42602011	#N/A	1	0	0	137900
39011	43102011	#N/A	1	10	0	155600
39011	43202011	#N/A	1	10	0	155600
39011	43302011	#N/A	1	10	0	155600
39011	43402011	#N/A	1	10	0	155600
39011	43502011	#N/A	1	0	0	155600
39011	43602011	#N/A	1	0	0	155600
39011	44102011	#N/A	1	10	0	217300
39011	44202011	#N/A	1	10	0	217300
39011	44302011	#N/A	1	10	0	217300
39011	44402011	#N/A	1	10	0	217300
39011	44502011	#N/A	1	0	0	217300
39011	44602011	#N/A	1	0	0	217300
39011	41103011	#N/A	1	10	0	129100
39011	41203011	#N/A	1	10	0	129100
39011	41303011	#N/A	1	10	0	129100
39011	41403011	#N/A	1	10	0	129100
39011	41503011	#N/A	1	0	0	129100
39011	41603011	#N/A	1	0	0	129100
39011	42103011	#N/A	1	10	0	137900
39011	42203011	#N/A	1	10	0	137900
39011	42303011	#N/A	1	10	0	137900
39011	42403011	#N/A	1	10	0	137900
39011	42503011	#N/A	1	0	0	137900
39011	42603011	#N/A	1	0	0	137900
39011	43103011	#N/A	1	10	0	155600
39011	43203011	#N/A	1	10	0	155600
39011	43303011	#N/A	1	10	0	155600
39011	43403011	#N/A	1	10	0	155600
39011	43503011	#N/A	1	0	0	155600
39011	43603011	#N/A	1	0	0	155600
39011	44103011	#N/A	1	10	0	217300
39011	44203011	#N/A	1	10	0	217300
39011	44303011	#N/A	1	10	0	217300
39011	44403011	#N/A	1	10	0	217300
39011	44503011	#N/A	1	0	0	217300
39011	44603011	#N/A	1	0	0	217300
39011	41104011	#N/A	1	10	0	129100
39011	41204011	#N/A	1	10	0	129100
39011	41304011	#N/A	1	10	0	129100
39011	41404011	#N/A	1	10	0	129100
39011	41504011	#N/A	1	0	0	129100
39011	41604011	#N/A	1	0	0	129100
39011	42104011	#N/A	1	10	0	137900
39011	42204011	#N/A	1	10	0	137900
39011	42304011	#N/A	1	10	0	137900
39011	42404011	#N/A	1	10	0	137900
39011	42504011	#N/A	1	0	0	137900
39011	42604011	#N/A	1	0	0	137900
39011	43104011	#N/A	1	10	0	155600
39011	43204011	#N/A	1	10	0	155600
39011	43304011	#N/A	1	10	0	155600
39011	43404011	#N/A	1	10	0	155600
39011	43504011	#N/A	1	0	0	155600
39011	43604011	#N/A	1	0	0	155600
39011	44104011	#N/A	1	10	0	217300
39011	44204011	#N/A	1	10	0	217300
39011	44304011	#N/A	1	10	0	217300
39011	44404011	#N/A	1	10	0	217300
39011	44504011	#N/A	1	0	0	217300
39011	44604011	#N/A	1	0	0	217300
39011	41105011	#N/A	1	10	0	129100
39011	41205011	#N/A	1	10	0	129100
39011	41305011	#N/A	1	10	0	129100
39011	41405011	#N/A	1	10	0	129100
39011	41505011	#N/A	1	0	0	129100
39011	41605011	#N/A	1	0	0	129100
39011	42105011	#N/A	1	10	0	137900
39011	42205011	#N/A	1	10	0	137900
39011	42305011	#N/A	1	10	0	137900
39011	42405011	#N/A	1	10	0	137900
39011	42505011	#N/A	1	0	0	137900
39011	42605011	#N/A	1	0	0	137900
39011	43105011	#N/A	1	10	0	155600
39011	43205011	#N/A	1	10	0	155600
39011	43305011	#N/A	1	10	0	155600
39011	43405011	#N/A	1	10	0	155600
39011	43505011	#N/A	1	0	0	155600
39011	43605011	#N/A	1	0	0	155600
39011	44105011	#N/A	1	10	0	217300
39011	44205011	#N/A	1	10	0	217300
39011	44305011	#N/A	1	10	0	217300
39011	44405011	#N/A	1	10	0	217300
39011	44505011	#N/A	1	0	0	217300
39011	44605011	#N/A	1	0	0	217300
39012	41006112	#N/A	1	10	0	146700
39012	42006112	#N/A	1	10	0	155500
39012	43006112	#N/A	1	10	0	173100
39012	44006112	#N/A	1	10	0	234900
39012	41006512	#N/A	1	10	0	146700
39012	42006512	#N/A	1	10	0	155500
39012	43006512	#N/A	1	10	0	173100
39012	44006512	#N/A	1	10	0	234900
39012	41102012	天火流心胸甲	1	10	0	146700
39012	41202012	终结者风衣	1	10	0	146700
39012	41302012	貂皮轻裘	1	10	0	146700
39012	41402012	林地之王长袍	1	10	0	146700
39012	41502012	最佳救护外套	1	0	0	146700
39012	41602012	地狱问候马甲	1	0	0	146700
39012	42102012	#N/A	1	10	0	155500
39012	42202012	#N/A	1	10	0	155500
39012	42302012	#N/A	1	10	0	155500
39012	42402012	#N/A	1	10	0	155500
39012	42502012	#N/A	1	0	0	155500
39012	42602012	#N/A	1	0	0	155500
39012	43102012	#N/A	1	10	0	173100
39012	43202012	#N/A	1	10	0	173100
39012	43302012	#N/A	1	10	0	173100
39012	43402012	#N/A	1	10	0	173100
39012	43502012	#N/A	1	0	0	173100
39012	43602012	#N/A	1	0	0	173100
39012	44102012	#N/A	1	10	0	234900
39012	44202012	#N/A	1	10	0	234900
39012	44302012	#N/A	1	10	0	234900
39012	44402012	#N/A	1	10	0	234900
39012	44502012	#N/A	1	0	0	234900
39012	44602012	#N/A	1	0	0	234900
39012	41103012	#N/A	1	10	0	146700
39012	41203012	#N/A	1	10	0	146700
39012	41303012	#N/A	1	10	0	146700
39012	41403012	#N/A	1	10	0	146700
39012	41503012	#N/A	1	0	0	146700
39012	41603012	#N/A	1	0	0	146700
39012	42103012	#N/A	1	10	0	155500
39012	42203012	#N/A	1	10	0	155500
39012	42303012	#N/A	1	10	0	155500
39012	42403012	#N/A	1	10	0	155500
39012	42503012	#N/A	1	0	0	155500
39012	42603012	#N/A	1	0	0	155500
39012	43103012	#N/A	1	10	0	173100
39012	43203012	#N/A	1	10	0	173100
39012	43303012	#N/A	1	10	0	173100
39012	43403012	#N/A	1	10	0	173100
39012	43503012	#N/A	1	0	0	173100
39012	43603012	#N/A	1	0	0	173100
39012	44103012	#N/A	1	10	0	234900
39012	44203012	#N/A	1	10	0	234900
39012	44303012	#N/A	1	10	0	234900
39012	44403012	#N/A	1	10	0	234900
39012	44503012	#N/A	1	0	0	234900
39012	44603012	#N/A	1	0	0	234900
39012	41104012	#N/A	1	10	0	146700
39012	41204012	#N/A	1	10	0	146700
39012	41304012	#N/A	1	10	0	146700
39012	41404012	#N/A	1	10	0	146700
39012	41504012	#N/A	1	0	0	146700
39012	41604012	#N/A	1	0	0	146700
39012	42104012	#N/A	1	10	0	155500
39012	42204012	#N/A	1	10	0	155500
39012	42304012	#N/A	1	10	0	155500
39012	42404012	#N/A	1	10	0	155500
39012	42504012	#N/A	1	0	0	155500
39012	42604012	#N/A	1	0	0	155500
39012	43104012	#N/A	1	10	0	173100
39012	43204012	#N/A	1	10	0	173100
39012	43304012	#N/A	1	10	0	173100
39012	43404012	#N/A	1	10	0	173100
39012	43504012	#N/A	1	0	0	173100
39012	43604012	#N/A	1	0	0	173100
39012	44104012	#N/A	1	10	0	234900
39012	44204012	#N/A	1	10	0	234900
39012	44304012	#N/A	1	10	0	234900
39012	44404012	#N/A	1	10	0	234900
39012	44504012	#N/A	1	0	0	234900
39012	44604012	#N/A	1	0	0	234900
39012	41105012	#N/A	1	10	0	146700
39012	41205012	#N/A	1	10	0	146700
39012	41305012	#N/A	1	10	0	146700
39012	41405012	#N/A	1	10	0	146700
39012	41505012	#N/A	1	0	0	146700
39012	41605012	#N/A	1	0	0	146700
39012	42105012	#N/A	1	10	0	155500
39012	42205012	#N/A	1	10	0	155500
39012	42305012	#N/A	1	10	0	155500
39012	42405012	#N/A	1	10	0	155500
39012	42505012	#N/A	1	0	0	155500
39012	42605012	#N/A	1	0	0	155500
39012	43105012	#N/A	1	10	0	173100
39012	43205012	#N/A	1	10	0	173100
39012	43305012	#N/A	1	10	0	173100
39012	43405012	#N/A	1	10	0	173100
39012	43505012	#N/A	1	0	0	173100
39012	43605012	#N/A	1	0	0	173100
39012	44105012	#N/A	1	10	0	234900
39012	44205012	#N/A	1	10	0	234900
39012	44305012	#N/A	1	10	0	234900
39012	44405012	#N/A	1	10	0	234900
39012	44505012	#N/A	1	0	0	234900
39012	44605012	#N/A	1	0	0	234900
39013	41006113	#N/A	1	10	0	165800
39013	42006113	#N/A	1	10	0	174600
39013	43006113	#N/A	1	10	0	192300
39013	44006113	#N/A	1	10	0	254000
39013	41006513	#N/A	1	10	0	165800
39013	42006513	#N/A	1	10	0	174600
39013	43006513	#N/A	1	10	0	192300
39013	44006513	#N/A	1	10	0	254000
39013	41102013	红莲天舞胸甲	1	10	0	165800
39013	41202013	流浪者长衫	1	10	0	165800
39013	41302013	斗者专用皮甲	1	10	0	165800
39013	41402013	远征女神法袍	1	10	0	165800
39013	41502013	无尽守护外套	1	0	0	165800
39013	41602013	毒龙之牙马甲	1	0	0	165800
39013	42102013	#N/A	1	10	0	174600
39013	42202013	#N/A	1	10	0	174600
39013	42302013	#N/A	1	10	0	174600
39013	42402013	#N/A	1	10	0	174600
39013	42502013	#N/A	1	0	0	174600
39013	42602013	#N/A	1	0	0	174600
39013	43102013	#N/A	1	10	0	192300
39013	43202013	#N/A	1	10	0	192300
39013	43302013	#N/A	1	10	0	192300
39013	43402013	#N/A	1	10	0	192300
39013	43502013	#N/A	1	0	0	192300
39013	43602013	#N/A	1	0	0	192300
39013	44102013	#N/A	1	10	0	254000
39013	44202013	#N/A	1	10	0	254000
39013	44302013	#N/A	1	10	0	254000
39013	44402013	#N/A	1	10	0	254000
39013	44502013	#N/A	1	0	0	254000
39013	44602013	#N/A	1	0	0	254000
39013	41103013	#N/A	1	10	0	165800
39013	41203013	#N/A	1	10	0	165800
39013	41303013	#N/A	1	10	0	165800
39013	41403013	#N/A	1	10	0	165800
39013	41503013	#N/A	1	0	0	165800
39013	41603013	#N/A	1	0	0	165800
39013	42103013	#N/A	1	10	0	174600
39013	42203013	#N/A	1	10	0	174600
39013	42303013	#N/A	1	10	0	174600
39013	42403013	#N/A	1	10	0	174600
39013	42503013	#N/A	1	0	0	174600
39013	42603013	#N/A	1	0	0	174600
39013	43103013	#N/A	1	10	0	192300
39013	43203013	#N/A	1	10	0	192300
39013	43303013	#N/A	1	10	0	192300
39013	43403013	#N/A	1	10	0	192300
39013	43503013	#N/A	1	0	0	192300
39013	43603013	#N/A	1	0	0	192300
39013	44103013	#N/A	1	10	0	254000
39013	44203013	#N/A	1	10	0	254000
39013	44303013	#N/A	1	10	0	254000
39013	44403013	#N/A	1	10	0	254000
39013	44503013	#N/A	1	0	0	254000
39013	44603013	#N/A	1	0	0	254000
39013	41104013	#N/A	1	10	0	165800
39013	41204013	#N/A	1	10	0	165800
39013	41304013	#N/A	1	10	0	165800
39013	41404013	#N/A	1	10	0	165800
39013	41504013	#N/A	1	0	0	165800
39013	41604013	#N/A	1	0	0	165800
39013	42104013	#N/A	1	10	0	174600
39013	42204013	#N/A	1	10	0	174600
39013	42304013	#N/A	1	10	0	174600
39013	42404013	#N/A	1	10	0	174600
39013	42504013	#N/A	1	0	0	174600
39013	42604013	#N/A	1	0	0	174600
39013	43104013	#N/A	1	10	0	192300
39013	43204013	#N/A	1	10	0	192300
39013	43304013	#N/A	1	10	0	192300
39013	43404013	#N/A	1	10	0	192300
39013	43504013	#N/A	1	0	0	192300
39013	43604013	#N/A	1	0	0	192300
39013	44104013	#N/A	1	10	0	254000
39013	44204013	#N/A	1	10	0	254000
39013	44304013	#N/A	1	10	0	254000
39013	44404013	#N/A	1	10	0	254000
39013	44504013	#N/A	1	0	0	254000
