兑换码批次id	兑换码类型	兑换码数据	礼包组	使用等级上限	使用日期区间	数量
30602041	1		30010:1	100	2016/08/03:2026/08/31	1
30602042	1		30010:1	100	2016/08/03:2026/08/31	1
30602043	1		30010:1	100	2016/08/03:2026/08/31	1
30602044	1		30010:1	100	2016/08/03:2026/08/31	1
30602045	1		30010:1	100	2016/08/03:2026/08/31	1
30602046	1		30010:1	100	2016/08/03:2026/08/31	1
30602047	1		30010:1	100	2016/08/03:2026/08/31	1
30602048	1		30010:1	100	2016/08/03:2026/08/31	1
30602049	1		30010:1	100	2016/08/03:2026/08/31	1
30602050	1		30010:1	100	2016/08/03:2026/08/31	1
30602051	1		30010:1	100	2016/08/03:2026/08/31	1
30602052	1		30010:1	100	2016/08/03:2026/08/31	1
30602053	1		30010:1	100	2016/08/03:2026/08/31	1
30602054	1		30010:1	100	2016/08/03:2026/08/31	1
30602055	1		30010:1	100	2016/08/03:2026/08/31	1
30602056	1		30010:1	100	2016/08/03:2026/08/31	1
30602057	1		30010:1	100	2016/08/03:2026/08/31	1
30602058	1		30010:1	100	2016/08/03:2026/08/31	1
30602059	1		30010:1	100	2016/08/03:2026/08/31	1
30602060	1		30010:1	100	2016/08/03:2026/08/31	1
30602061	1		30010:1	100	2016/08/03:2026/08/31	1
30602062	1		30010:1	100	2016/08/03:2026/08/31	1
30602063	1		30010:1	100	2016/08/03:2026/08/31	1
30602064	1		30010:1	100	2016/08/03:2026/08/31	1
30602065	1		30010:1	100	2016/08/03:2026/08/31	1
30602066	1		30010:1	100	2016/08/03:2026/08/31	1
30602067	1		30010:1	100	2016/08/03:2026/08/31	1
30602068	1		30010:1	100	2016/08/03:2026/08/31	1
30602069	1		30010:1	100	2016/08/03:2026/08/31	1
30602070	1		30010:1	100	2016/08/03:2026/08/31	1
30602071	1		30010:1	100	2016/08/03:2026/08/31	1
30602072	1		30010:1	100	2016/08/03:2026/08/31	1
30602073	1		30010:1	100	2016/08/03:2026/08/31	1
30602074	1		30010:1	100	2016/08/03:2026/08/31	1
30602075	1		30010:1	100	2016/08/03:2026/08/31	1
30602076	1		30010:1	100	2016/08/03:2026/08/31	1
30602077	1		30010:1	100	2016/08/03:2026/08/31	1
30602078	1		30010:1	100	2016/08/03:2026/08/31	1
30602079	1		30010:1	100	2016/08/03:2026/08/31	1
30602080	1		30010:1	100	2016/08/03:2026/08/31	1
30602081	1		30010:1	100	2016/08/03:2026/08/31	1
30602082	1		30010:1	100	2016/08/03:2026/08/31	1
30602083	1		30010:1	100	2016/08/03:2026/08/31	1
30602084	1		30010:1	100	2016/08/03:2026/08/31	1
30602085	1		30010:1	100	2016/08/03:2026/08/31	1
30602086	1		30010:1	100	2016/08/03:2026/08/31	1
30602087	1		30010:1	100	2016/08/03:2026/08/31	1
30602088	1		30010:1	100	2016/08/03:2026/08/31	1
30602089	1		30010:1	100	2016/08/03:2026/08/31	1
30602090	1		30010:1	100	2016/08/03:2026/08/31	1
30602091	1		30010:1	100	2016/08/03:2026/08/31	1
30602092	1		30010:1	100	2016/08/03:2026/08/31	1
30602093	1		30010:1	100	2016/08/03:2026/08/31	1
30602094	1		30010:1	100	2016/08/03:2026/08/31	1
30602095	1		30010:1	100	2016/08/03:2026/08/31	1
30602096	1		30010:1	100	2016/08/03:2026/08/31	1
30602097	1		30010:1	100	2016/08/03:2026/08/31	1
30602098	1		30010:1	100	2016/08/03:2026/08/31	1
30602099	1		30010:1	100	2016/08/03:2026/08/31	1
30602100	1		30010:1	100	2016/08/03:2026/08/31	1
30602101	1		30010:1	100	2016/08/03:2026/08/31	1
30602102	1		30010:1	100	2016/08/03:2026/08/31	1
30602103	1		30010:1	100	2016/08/03:2026/08/31	1
30602104	1		30010:1	100	2016/08/03:2026/08/31	1
30602105	1		30010:1	100	2016/08/03:2026/08/31	1
30602106	1		30010:1	100	2016/08/03:2026/08/31	1
30602107	1		30010:1	100	2016/08/03:2026/08/31	1
30602108	1		30010:1	100	2016/08/03:2026/08/31	1
30602109	1		30010:1	100	2016/08/03:2026/08/31	1
30602110	1		30010:1	100	2016/08/03:2026/08/31	1
30602111	1		30010:1	100	2016/08/03:2026/08/31	1
30602112	1		30010:1	100	2016/08/03:2026/08/31	1
30602113	1		30010:1	100	2016/08/03:2026/08/31	1
30602114	1		30010:1	100	2016/08/03:2026/08/31	1
30602115	1		30010:1	100	2016/08/03:2026/08/31	1
30602116	1		30010:1	100	2016/08/03:2026/08/31	1
30602117	1		30010:1	100	2016/08/03:2026/08/31	1
30602118	1		30010:1	100	2016/08/03:2026/08/31	1
30602119	1		30010:1	100	2016/08/03:2026/08/31	1
30602120	1		30010:1	100	2016/08/03:2026/08/31	1
30602121	1		30010:1	100	2016/08/03:2026/08/31	1
30602122	1		30010:1	100	2016/08/03:2026/08/31	1
30602123	1		30010:1	100	2016/08/03:2026/08/31	1
30602124	1		30010:1	100	2016/08/03:2026/08/31	1
30602125	1		30010:1	100	2016/08/03:2026/08/31	1
30602126	1		30010:1	100	2016/08/03:2026/08/31	1
30602127	1		30010:1	100	2016/08/03:2026/08/31	1
30602128	1		30010:1	100	2016/08/03:2026/08/31	1
30602129	1		30010:1	100	2016/08/03:2026/08/31	1
30602130	1		30010:1	100	2016/08/03:2026/08/31	1
30602131	1		30010:1	100	2016/08/03:2026/08/31	1
30602132	1		30010:1	100	2016/08/03:2026/08/31	1
30602133	1		30010:1	100	2016/08/03:2026/08/31	1
30602134	1		30010:1	100	2016/08/03:2026/08/31	1
30602135	1		30010:1	100	2016/08/03:2026/08/31	1
30602136	1		30010:1	100	2016/08/03:2026/08/31	1
30602137	1		30010:1	100	2016/08/03:2026/08/31	1
30602138	1		30010:1	100	2016/08/03:2026/08/31	1
30602139	1		30010:1	100	2016/08/03:2026/08/31	1
30602140	1		30010:1	100	2016/08/03:2026/08/31	1
30602141	1		30010:1	100	2016/08/03:2026/08/31	1
30602142	1		30010:1	100	2016/08/03:2026/08/31	1
30602143	1		30010:1	100	2016/08/03:2026/08/31	1
30602144	1		30010:1	100	2016/08/03:2026/08/31	1
30602145	1		30010:1	100	2016/08/03:2026/08/31	1
30602146	1		30010:1	100	2016/08/03:2026/08/31	1
30602147	1		30010:1	100	2016/08/03:2026/08/31	1
30602148	1		30010:1	100	2016/08/03:2026/08/31	1
30602149	1		30010:1	100	2016/08/03:2026/08/31	1
30602150	1		30010:1	100	2016/08/03:2026/08/31	1
30602151	1		30010:1	100	2016/08/03:2026/08/31	1
30602152	1		30010:1	100	2016/08/03:2026/08/31	1
30602153	1		30010:1	100	2016/08/03:2026/08/31	1
30602154	1		30010:1	100	2016/08/03:2026/08/31	1
30602155	1		30010:1	100	2016/08/03:2026/08/31	1
30602156	1		30010:1	100	2016/08/03:2026/08/31	1
30602157	1		30010:1	100	2016/08/03:2026/08/31	1
30602158	1		30010:1	100	2016/08/03:2026/08/31	1
30602159	1		30010:1	100	2016/08/03:2026/08/31	1
30602160	1		30010:1	100	2016/08/03:2026/08/31	1
30602161	1		30010:1	100	2016/08/03:2026/08/31	1
30602162	1		30010:1	100	2016/08/03:2026/08/31	1
30602163	1		30010:1	100	2016/08/03:2026/08/31	1
30602164	1		30010:1	100	2016/08/03:2026/08/31	1
30602165	1		30010:1	100	2016/08/03:2026/08/31	1
30602166	1		30010:1	100	2016/08/03:2026/08/31	1
30602167	1		30010:1	100	2016/08/03:2026/08/31	1
30602168	1		30010:1	100	2016/08/03:2026/08/31	1
30602169	1		30010:1	100	2016/08/03:2026/08/31	1
30602170	1		30010:1	100	2016/08/03:2026/08/31	1
30602171	1		30010:1	100	2016/08/03:2026/08/31	1
30602172	1		30010:1	100	2016/08/03:2026/08/31	1
30602173	1		30010:1	100	2016/08/03:2026/08/31	1
30602174	1		30010:1	100	2016/08/03:2026/08/31	1
30602175	1		30010:1	100	2016/08/03:2026/08/31	1
30602176	1		30010:1	100	2016/08/03:2026/08/31	1
30602177	1		30010:1	100	2016/08/03:2026/08/31	1
30602178	1		30010:1	100	2016/08/03:2026/08/31	1
30602179	1		30010:1	100	2016/08/03:2026/08/31	1
30602180	1		30010:1	100	2016/08/03:2026/08/31	1
30602181	1		30010:1	100	2016/08/03:2026/08/31	1
30602182	1		30010:1	100	2016/08/03:2026/08/31	1
30602183	1		30010:1	100	2016/08/03:2026/08/31	1
30602184	1		30010:1	100	2016/08/03:2026/08/31	1
30602185	1		30010:1	100	2016/08/03:2026/08/31	1
30602186	1		30010:1	100	2016/08/03:2026/08/31	1
30602187	1		30010:1	100	2016/08/03:2026/08/31	1
30602188	1		30010:1	100	2016/08/03:2026/08/31	1
30602189	1		30010:1	100	2016/08/03:2026/08/31	1
30602190	1		30010:1	100	2016/08/03:2026/08/31	1
30602191	1		30010:1	100	2016/08/03:2026/08/31	1
30602192	1		30010:1	100	2016/08/03:2026/08/31	1
30602193	1		30010:1	100	2016/08/03:2026/08/31	1
30602194	1		30010:1	100	2016/08/03:2026/08/31	1
30602195	1		30010:1	100	2016/08/03:2026/08/31	1
30602196	1		30010:1	100	2016/08/03:2026/08/31	1
30602197	1		30010:1	100	2016/08/03:2026/08/31	1
30602198	1		30010:1	100	2016/08/03:2026/08/31	1
30602199	1		30010:1	100	2016/08/03:2026/08/31	1
30602200	1		30010:1	100	2016/08/03:2026/08/31	1
30602201	1		30010:1	100	2016/08/03:2026/08/31	1
30602202	1		30010:1	100	2016/08/03:2026/08/31	1
30602203	1		30010:1	100	2016/08/03:2026/08/31	1
30602204	1		30010:1	100	2016/08/03:2026/08/31	1
30602205	1		30010:1	100	2016/08/03:2026/08/31	1
30602206	1		30010:1	100	2016/08/03:2026/08/31	1
30602207	1		30010:1	100	2016/08/03:2026/08/31	1
30602208	1		30010:1	100	2016/08/03:2026/08/31	1
30602209	1		30010:1	100	2016/08/03:2026/08/31	1
30602210	1		30010:1	100	2016/08/03:2026/08/31	1
30602211	1		30010:1	100	2016/08/03:2026/08/31	1
30602212	1		30010:1	100	2016/08/03:2026/08/31	1
30602213	1		30010:1	100	2016/08/03:2026/08/31	1
30602214	1		30010:1	100	2016/08/03:2026/08/31	1
30602215	1		30010:1	100	2016/08/03:2026/08/31	1
30602216	1		30010:1	100	2016/08/03:2026/08/31	1
30602217	1		30010:1	100	2016/08/03:2026/08/31	1
30602218	1		30010:1	100	2016/08/03:2026/08/31	1
30602219	1		30010:1	100	2016/08/03:2026/08/31	1
30602220	1		30010:1	100	2016/08/03:2026/08/31	1
30602221	1		30010:1	100	2016/08/03:2026/08/31	1
30602222	1		30010:1	100	2016/08/03:2026/08/31	1
30602223	1		30010:1	100	2016/08/03:2026/08/31	1
30602224	1		30010:1	100	2016/08/03:2026/08/31	1
30602225	1		30010:1	100	2016/08/03:2026/08/31	1
30602226	1		30010:1	100	2016/08/03:2026/08/31	1
30602227	1		30010:1	100	2016/08/03:2026/08/31	1
30602228	1		30010:1	100	2016/08/03:2026/08/31	1
30602229	1		30010:1	100	2016/08/03:2026/08/31	1
30602230	1		30010:1	100	2016/08/03:2026/08/31	1
30602231	1		30010:1	100	2016/08/03:2026/08/31	1
30602232	1		30010:1	100	2016/08/03:2026/08/31	1
30602233	1		30010:1	100	2016/08/03:2026/08/31	1
30602234	1		30010:1	100	2016/08/03:2026/08/31	1
30602235	1		30010:1	100	2016/08/03:2026/08/31	1
30602236	1		30010:1	100	2016/08/03:2026/08/31	1
30602237	1		30010:1	100	2016/08/03:2026/08/31	1
30602238	1		30010:1	100	2016/08/03:2026/08/31	1
30602239	1		30010:1	100	2016/08/03:2026/08/31	1
30602240	1		30010:1	100	2016/08/03:2026/08/31	1
30602241	1		30010:1	100	2016/08/03:2026/08/31	1
30602242	1		30010:1	100	2016/08/03:2026/08/31	1
30602243	1		30010:1	100	2016/08/03:2026/08/31	1
30602244	1		30010:1	100	2016/08/03:2026/08/31	1
30602245	1		30010:1	100	2016/08/03:2026/08/31	1
30602246	1		30010:1	100	2016/08/03:2026/08/31	1
30602247	1		30010:1	100	2016/08/03:2026/08/31	1
30602248	1		30010:1	100	2016/08/03:2026/08/31	1
30602249	1		30010:1	100	2016/08/03:2026/08/31	1
30602250	1		30010:1	100	2016/08/03:2026/08/31	1
30602251	1		30010:1	100	2016/08/03:2026/08/31	1
30602252	1		30010:1	100	2016/08/03:2026/08/31	1
30602253	1		30010:1	100	2016/08/03:2026/08/31	1
30602254	1		30010:1	100	2016/08/03:2026/08/31	1
30602255	1		30010:1	100	2016/08/03:2026/08/31	1
30602256	1		30010:1	100	2016/08/03:2026/08/31	1
30602257	1		30010:1	100	2016/08/03:2026/08/31	1
30602258	1		30010:1	100	2016/08/03:2026/08/31	1
30602259	1		30010:1	100	2016/08/03:2026/08/31	1
30602260	1		30010:1	100	2016/08/03:2026/08/31	1
30602261	1		30010:1	100	2016/08/03:2026/08/31	1
30602262	1		30010:1	100	2016/08/03:2026/08/31	1
30602263	1		30010:1	100	2016/08/03:2026/08/31	1
30602264	1		30010:1	100	2016/08/03:2026/08/31	1
30602265	1		30010:1	100	2016/08/03:2026/08/31	1
30602266	1		30010:1	100	2016/08/03:2026/08/31	1
30602267	1		30010:1	100	2016/08/03:2026/08/31	1
30602268	1		30010:1	100	2016/08/03:2026/08/31	1
30602269	1		30010:1	100	2016/08/03:2026/08/31	1
30602270	1		30010:1	100	2016/08/03:2026/08/31	1
30602271	1		30010:1	100	2016/08/03:2026/08/31	1
30602272	1		30010:1	100	2016/08/03:2026/08/31	1
30602273	1		30010:1	100	2016/08/03:2026/08/31	1
30602274	1		30010:1	100	2016/08/03:2026/08/31	1
30602275	1		30010:1	100	2016/08/03:2026/08/31	1
30602276	1		30010:1	100	2016/08/03:2026/08/31	1
30602277	1		30010:1	100	2016/08/03:2026/08/31	1
30602278	1		30010:1	100	2016/08/03:2026/08/31	1
30602279	1		30010:1	100	2016/08/03:2026/08/31	1
30602280	1		30010:1	100	2016/08/03:2026/08/31	1
30602281	1		30010:1	100	2016/08/03:2026/08/31	1
30602282	1		30010:1	100	2016/08/03:2026/08/31	1
30602283	1		30010:1	100	2016/08/03:2026/08/31	1
30602284	1		30010:1	100	2016/08/03:2026/08/31	1
30602285	1		30010:1	100	2016/08/03:2026/08/31	1
30602286	1		30010:1	100	2016/08/03:2026/08/31	1
30602287	1		30010:1	100	2016/08/03:2026/08/31	1
30602288	1		30010:1	100	2016/08/03:2026/08/31	1
30602289	1		30010:1	100	2016/08/03:2026/08/31	1
30602290	1		30010:1	100	2016/08/03:2026/08/31	1
30602291	1		30010:1	100	2016/08/03:2026/08/31	1
30602292	1		30010:1	100	2016/08/03:2026/08/31	1
30602293	1		30010:1	100	2016/08/03:2026/08/31	1
30602294	1		30010:1	100	2016/08/03:2026/08/31	1
30602295	1		30010:1	100	2016/08/03:2026/08/31	1
30602296	1		30010:1	100	2016/08/03:2026/08/31	1
30602297	1		30010:1	100	2016/08/03:2026/08/31	1
30602298	1		30010:1	100	2016/08/03:2026/08/31	1
30602299	1		30010:1	100	2016/08/03:2026/08/31	1
30602300	1		30010:1	100	2016/08/03:2026/08/31	1
30602301	1		30010:1	100	2016/08/03:2026/08/31	1
30602302	1		30010:1	100	2016/08/03:2026/08/31	1
30602303	1		30010:1	100	2016/08/03:2026/08/31	1
30602304	1		30010:1	100	2016/08/03:2026/08/31	1
30602305	1		30010:1	100	2016/08/03:2026/08/31	1
30602306	1		30010:1	100	2016/08/03:2026/08/31	1
30602307	1		30010:1	100	2016/08/03:2026/08/31	1
30602308	1		30010:1	100	2016/08/03:2026/08/31	1
30602309	1		30010:1	100	2016/08/03:2026/08/31	1
30602310	1		30010:1	100	2016/08/03:2026/08/31	1
30602311	1		30010:1	100	2016/08/03:2026/08/31	1
30602312	1		30010:1	100	2016/08/03:2026/08/31	1
30602313	1		30010:1	100	2016/08/03:2026/08/31	1
30602314	1		30010:1	100	2016/08/03:2026/08/31	1
30602315	1		30010:1	100	2016/08/03:2026/08/31	1
30602316	1		30010:1	100	2016/08/03:2026/08/31	1
30602317	1		30010:1	100	2016/08/03:2026/08/31	1
30602318	1		30010:1	100	2016/08/03:2026/08/31	1
30602319	1		30010:1	100	2016/08/03:2026/08/31	1
30602320	1		30010:1	100	2016/08/03:2026/08/31	1
30602321	1		30010:1	100	2016/08/03:2026/08/31	1
30602322	1		30010:1	100	2016/08/03:2026/08/31	1
30602323	1		30010:1	100	2016/08/03:2026/08/31	1
30602324	1		30010:1	100	2016/08/03:2026/08/31	1
30602325	1		30010:1	100	2016/08/03:2026/08/31	1
30602326	1		30010:1	100	2016/08/03:2026/08/31	1
30602327	1		30010:1	100	2016/08/03:2026/08/31	1
30602328	1		30010:1	100	2016/08/03:2026/08/31	1
30602329	1		30010:1	100	2016/08/03:2026/08/31	1
30602330	1		30010:1	100	2016/08/03:2026/08/31	1
30602331	1		30010:1	100	2016/08/03:2026/08/31	1
30602332	1		30010:1	100	2016/08/03:2026/08/31	1
30602333	1		30010:1	100	2016/08/03:2026/08/31	1
30602334	1		30010:1	100	2016/08/03:2026/08/31	1
30602335	1		30010:1	100	2016/08/03:2026/08/31	1
30602336	1		30010:1	100	2016/08/03:2026/08/31	1
30602337	1		30010:1	100	2016/08/03:2026/08/31	1
30602338	1		30010:1	100	2016/08/03:2026/08/31	1
30602339	1		30010:1	100	2016/08/03:2026/08/31	1
30602340	1		30010:1	100	2016/08/03:2026/08/31	1
30602341	1		30010:1	100	2016/08/03:2026/08/31	1
30602342	1		30010:1	100	2016/08/03:2026/08/31	1
30602343	1		30010:1	100	2016/08/03:2026/08/31	1
30602344	1		30010:1	100	2016/08/03:2026/08/31	1
30602345	1		30010:1	100	2016/08/03:2026/08/31	1
30602346	1		30010:1	100	2016/08/03:2026/08/31	1
30602347	1		30010:1	100	2016/08/03:2026/08/31	1
30602348	1		30010:1	100	2016/08/03:2026/08/31	1
30602349	1		30010:1	100	2016/08/03:2026/08/31	1
30602350	1		30010:1	100	2016/08/03:2026/08/31	1
30602351	1		30010:1	100	2016/08/03:2026/08/31	1
30602352	1		30010:1	100	2016/08/03:2026/08/31	1
30602353	1		30010:1	100	2016/08/03:2026/08/31	1
30602354	1		30010:1	100	2016/08/03:2026/08/31	1
30602355	1		30010:1	100	2016/08/03:2026/08/31	1
30602356	1		30010:1	100	2016/08/03:2026/08/31	1
30602357	1		30010:1	100	2016/08/03:2026/08/31	1
30602358	1		30010:1	100	2016/08/03:2026/08/31	1
30602359	1		30010:1	100	2016/08/03:2026/08/31	1
30602360	1		30010:1	100	2016/08/03:2026/08/31	1
30602361	1		30010:1	100	2016/08/03:2026/08/31	1
30602362	1		30010:1	100	2016/08/03:2026/08/31	1
30602363	1		30010:1	100	2016/08/03:2026/08/31	1
30602364	1		30010:1	100	2016/08/03:2026/08/31	1
30602365	1		30010:1	100	2016/08/03:2026/08/31	1
30602366	1		30010:1	100	2016/08/03:2026/08/31	1
30602367	1		30010:1	100	2016/08/03:2026/08/31	1
30602368	1		30010:1	100	2016/08/03:2026/08/31	1
30602369	1		30010:1	100	2016/08/03:2026/08/31	1
30602370	1		30010:1	100	2016/08/03:2026/08/31	1
30602371	1		30010:1	100	2016/08/03:2026/08/31	1
30602372	1		30010:1	100	2016/08/03:2026/08/31	1
30602373	1		30010:1	100	2016/08/03:2026/08/31	1
30602374	1		30010:1	100	2016/08/03:2026/08/31	1
30602375	1		30010:1	100	2016/08/03:2026/08/31	1
30602376	1		30010:1	100	2016/08/03:2026/08/31	1
30602377	1		30010:1	100	2016/08/03:2026/08/31	1
30602378	1		30010:1	100	2016/08/03:2026/08/31	1
30602379	1		30010:1	100	2016/08/03:2026/08/31	1
30602380	1		30010:1	100	2016/08/03:2026/08/31	1
30602381	1		30010:1	100	2016/08/03:2026/08/31	1
30602382	1		30010:1	100	2016/08/03:2026/08/31	1
30602383	1		30010:1	100	2016/08/03:2026/08/31	1
30602384	1		30010:1	100	2016/08/03:2026/08/31	1
30602385	1		30010:1	100	2016/08/03:2026/08/31	1
30602386	1		30010:1	100	2016/08/03:2026/08/31	1
30602387	1		30010:1	100	2016/08/03:2026/08/31	1
30602388	1		30010:1	100	2016/08/03:2026/08/31	1
30602389	1		30010:1	100	2016/08/03:2026/08/31	1
30602390	1		30010:1	100	2016/08/03:2026/08/31	1
30602391	1		30010:1	100	2016/08/03:2026/08/31	1
30602392	1		30010:1	100	2016/08/03:2026/08/31	1
30602393	1		30010:1	100	2016/08/03:2026/08/31	1
30602394	1		30010:1	100	2016/08/03:2026/08/31	1
30602395	1		30010:1	100	2016/08/03:2026/08/31	1
30602396	1		30010:1	100	2016/08/03:2026/08/31	1
30602397	1		30010:1	100	2016/08/03:2026/08/31	1
30602398	1		30010:1	100	2016/08/03:2026/08/31	1
30602399	1		30010:1	100	2016/08/03:2026/08/31	1
30602400	1		30010:1	100	2016/08/03:2026/08/31	1
30602401	1		30010:1	100	2016/08/03:2026/08/31	1
30602402	1		30010:1	100	2016/08/03:2026/08/31	1
30602403	1		30010:1	100	2016/08/03:2026/08/31	1
30602404	1		30010:1	100	2016/08/03:2026/08/31	1
30602405	1		30010:1	100	2016/08/03:2026/08/31	1
30602406	1		30010:1	100	2016/08/03:2026/08/31	1
30602407	1		30010:1	100	2016/08/03:2026/08/31	1
30602408	1		30010:1	100	2016/08/03:2026/08/31	1
30602409	1		30010:1	100	2016/08/03:2026/08/31	1
30602410	1		30010:1	100	2016/08/03:2026/08/31	1
30602411	1		30010:1	100	2016/08/03:2026/08/31	1
30602412	1		30010:1	100	2016/08/03:2026/08/31	1
30602413	1		30010:1	100	2016/08/03:2026/08/31	1
30602414	1		30010:1	100	2016/08/03:2026/08/31	1
30602415	1		30010:1	100	2016/08/03:2026/08/31	1
30602416	1		30010:1	100	2016/08/03:2026/08/31	1
30602417	1		30010:1	100	2016/08/03:2026/08/31	1
30602418	1		30010:1	100	2016/08/03:2026/08/31	1
30602419	1		30010:1	100	2016/08/03:2026/08/31	1
30602420	1		30010:1	100	2016/08/03:2026/08/31	1
30602421	1		30010:1	100	2016/08/03:2026/08/31	1
30602422	1		30010:1	100	2016/08/03:2026/08/31	1
30602423	1		30010:1	100	2016/08/03:2026/08/31	1
30602424	1		30010:1	100	2016/08/03:2026/08/31	1
30602425	1		30010:1	100	2016/08/03:2026/08/31	1
30602426	1		30010:1	100	2016/08/03:2026/08/31	1
30602427	1		30010:1	100	2016/08/03:2026/08/31	1
30602428	1		30010:1	100	2016/08/03:2026/08/31	1
30602429	1		30010:1	100	2016/08/03:2026/08/31	1
30602430	1		30010:1	100	2016/08/03:2026/08/31	1
30602431	1		30010:1	100	2016/08/03:2026/08/31	1
30602432	1		30010:1	100	2016/08/03:2026/08/31	1
30602433	1		30010:1	100	2016/08/03:2026/08/31	1
30602434	1		30010:1	100	2016/08/03:2026/08/31	1
30602435	1		30010:1	100	2016/08/03:2026/08/31	1
30602436	1		30010:1	100	2016/08/03:2026/08/31	1
30602437	1		30010:1	100	2016/08/03:2026/08/31	1
30602438	1		30010:1	100	2016/08/03:2026/08/31	1
30602439	1		30010:1	100	2016/08/03:2026/08/31	1
30602440	1		30010:1	100	2016/08/03:2026/08/31	1
30602441	1		30010:1	100	2016/08/03:2026/08/31	1
30602442	1		30010:1	100	2016/08/03:2026/08/31	1
30602443	1		30010:1	100	2016/08/03:2026/08/31	1
30602444	1		30010:1	100	2016/08/03:2026/08/31	1
30602445	1		30010:1	100	2016/08/03:2026/08/31	1
30602446	1		30010:1	100	2016/08/03:2026/08/31	1
30602447	1		30010:1	100	2016/08/03:2026/08/31	1
30602448	1		30010:1	100	2016/08/03:2026/08/31	1
30602449	1		30010:1	100	2016/08/03:2026/08/31	1
30602450	1		30010:1	100	2016/08/03:2026/08/31	1
30602451	1		30010:1	100	2016/08/03:2026/08/31	1
30602452	1		30010:1	100	2016/08/03:2026/08/31	1
30602453	1		30010:1	100	2016/08/03:2026/08/31	1
30602454	1		30010:1	100	2016/08/03:2026/08/31	1
30602455	1		30010:1	100	2016/08/03:2026/08/31	1
30602456	1		30010:1	100	2016/08/03:2026/08/31	1
30602457	1		30010:1	100	2016/08/03:2026/08/31	1
30602458	1		30010:1	100	2016/08/03:2026/08/31	1
30602459	1		30010:1	100	2016/08/03:2026/08/31	1
30602460	1		30010:1	100	2016/08/03:2026/08/31	1
30602461	1		30010:1	100	2016/08/03:2026/08/31	1
30602462	1		30010:1	100	2016/08/03:2026/08/31	1
30602463	1		30010:1	100	2016/08/03:2026/08/31	1
30602464	1		30010:1	100	2016/08/03:2026/08/31	1
30602465	1		30010:1	100	2016/08/03:2026/08/31	1
30602466	1		30010:1	100	2016/08/03:2026/08/31	1
30602467	1		30010:1	100	2016/08/03:2026/08/31	1
30602468	1		30010:1	100	2016/08/03:2026/08/31	1
30602469	1		30010:1	100	2016/08/03:2026/08/31	1
30602470	1		30010:1	100	2016/08/03:2026/08/31	1
30602471	1		30010:1	100	2016/08/03:2026/08/31	1
30602472	1		30010:1	100	2016/08/03:2026/08/31	1
30602473	1		30010:1	100	2016/08/03:2026/08/31	1
30602474	1		30010:1	100	2016/08/03:2026/08/31	1
30602475	1		30010:1	100	2016/08/03:2026/08/31	1
30602476	1		30010:1	100	2016/08/03:2026/08/31	1
30602477	1		30010:1	100	2016/08/03:2026/08/31	1
30602478	1		30010:1	100	2016/08/03:2026/08/31	1
30602479	1		30010:1	100	2016/08/03:2026/08/31	1
30602480	1		30010:1	100	2016/08/03:2026/08/31	1
30602481	1		30010:1	100	2016/08/03:2026/08/31	1
30602482	1		30010:1	100	2016/08/03:2026/08/31	1
30602483	1		30010:1	100	2016/08/03:2026/08/31	1
30602484	1		30010:1	100	2016/08/03:2026/08/31	1
30602485	1		30010:1	100	2016/08/03:2026/08/31	1
30602486	1		30010:1	100	2016/08/03:2026/08/31	1
30602487	1		30010:1	100	2016/08/03:2026/08/31	1
30602488	1		30010:1	100	2016/08/03:2026/08/31	1
30602489	1		30010:1	100	2016/08/03:2026/08/31	1
30602490	1		30010:1	100	2016/08/03:2026/08/31	1
30602491	1		30010:1	100	2016/08/03:2026/08/31	1
30602492	1		30010:1	100	2016/08/03:2026/08/31	1
30602493	1		30010:1	100	2016/08/03:2026/08/31	1
30602494	1		30010:1	100	2016/08/03:2026/08/31	1
30602495	1		30010:1	100	2016/08/03:2026/08/31	1
30602496	1		30010:1	100	2016/08/03:2026/08/31	1
30602497	1		30010:1	100	2016/08/03:2026/08/31	1
30602498	1		30010:1	100	2016/08/03:2026/08/31	1
30602499	1		30010:1	100	2016/08/03:2026/08/31	1
30602500	1		30010:1	100	2016/08/03:2026/08/31	1
30602501	1		30010:1	100	2016/08/03:2026/08/31	1
30602502	1		30010:1	100	2016/08/03:2026/08/31	1
30602503	1		30010:1	100	2016/08/03:2026/08/31	1
30602504	1		30010:1	100	2016/08/03:2026/08/31	1
30602505	1		30010:1	100	2016/08/03:2026/08/31	1
30602506	1		30010:1	100	2016/08/03:2026/08/31	1
30602507	1		30010:1	100	2016/08/03:2026/08/31	1
30602508	1		30010:1	100	2016/08/03:2026/08/31	1
30602509	1		30010:1	100	2016/08/03:2026/08/31	1
30602510	1		30010:1	100	2016/08/03:2026/08/31	1
30602511	1		30010:1	100	2016/08/03:2026/08/31	1
30602512	1		30010:1	100	2016/08/03:2026/08/31	1
30602513	1		30010:1	100	2016/08/03:2026/08/31	1
30602514	1		30010:1	100	2016/08/03:2026/08/31	1
30602515	1		30010:1	100	2016/08/03:2026/08/31	1
30602516	1		30010:1	100	2016/08/03:2026/08/31	1
30602517	1		30010:1	100	2016/08/03:2026/08/31	1
30602518	1		30010:1	100	2016/08/03:2026/08/31	1
30602519	1		30010:1	100	2016/08/03:2026/08/31	1
30602520	1		30010:1	100	2016/08/03:2026/08/31	1
30602521	1		30010:1	100	2016/08/03:2026/08/31	1
