物品ID	物品图标	掉落模型	物品名字	物品类型名称	物品介绍	限制等级	职业限制	物品品质	物品类型	装备部件	打孔器位置	熔炼值	消耗类型	消耗数值	使用CD	购买货币	购买价格	出售价格	最大叠加数	是否可强化	打孔类型	是否可打孔	增加类型1	增加数值1	增加类型2	增加数值2	礼包物品	触发任务ID	装备外观	来源	最小物理攻击	最大物理攻击	最小物理防御	最大物理防御	最小魔法攻击	最大魔法攻击	最小魔法防御	最大魔法防御	最小生命值	最大生命值	最小物理暴击	最大物理暴击	最小魔法暴击	最大魔法暴击	最小物理抗暴击	最大物理抗暴击	最小魔法抗暴击	最大魔法抗暴击	最小格挡率	最大格挡率	最小闪避率	最大闪避率	最小魔法回复率	最大魔法回复率	最小格挡值	最大格挡值	最小命中率	最大命中率	最小血球回复率	最大血球回复率
41505012	item_pants_002.png		圣光骑士护腿	裤子	造型传统的沉重铁质护腿，走起路来会发出铁器碰撞的声音。	60	50:51:52:53	1	4	5		600	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41505013	item_pants_003.png		紫杉神木护腿	裤子	紫杉神木制成的护腿，气味很好闻。	65	50:51:52:53	1	4	5		650	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41505014	item_pants_004.png		黄金牧师长裤	裤子	黄金熔炼为金线后缝制的长裤，金光闪闪特别土豪。	70	50:51:52:53	1	4	5		700	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41505015	item_pants_005.png		封灵者长裤	裤子	封灵者穿的长裤，是达到一定等级后的身份象征。	75	50:51:52:53	1	4	5		750	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41505016	item_pants_000.png		坠落之尘长裤	裤子	蒙满尘埃的一条长裤，不要看它破旧，其实是很厉害的一个装备。	80	50:51:52:53	1	4	5		800	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41505017	item_pants_001.png		圣光残影长裤	裤子	圣光残影在这里交汇，非常稀有的一条长裤。	85	50:51:52:53	1	4	5		850	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41505018	item_pants_002.png		千月之迷长裤	裤子	月光织就得长裤，隐藏着神秘的力量。	90	50:51:52:53	1	4	5		900	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41505019	item_pants_003.png		真光女王长裤	裤子	特殊魔法材料织成的长裤，穿上后周身散发出神圣的光芒。	95	50:51:52:53	1	4	5		950	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41505020	item_pants_004.png		炎火天道护腿	裤子	各种能力都达到极致的一款护腿，表面燃烧着美丽的火焰纹理。	100	50:51:52:53	1	4	5		1000	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605005	item_pants_001.png		黑夜皮裤	裤子	旧物商店买来的不知道多少手的裤子，没钱的时候只能先凑合穿了。	25	60:61:62:63	1	4	5		250	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605006	item_pants_002.png		暗夜皮裤	裤子	用墨汁浸染的树皮软化后制成的长裤，可以在黑夜里帮你更好的伪装起来。	30	60:61:62:63	1	4	5		300	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605007	item_pants_003.png		极夜皮裤	裤子	暗黑之地捕获的神秘怪物皮革制成的皮裤，穿上总有种异样的感觉。	35	60:61:62:63	1	4	5		350	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605008	item_pants_004.png		迷雾之鳞皮裤	裤子	灰色不知名鳞片织成的皮裤，走起路来会擦擦作响。	40	60:61:62:63	1	4	5		400	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605009	item_pants_005.png		光速之刃护腿	裤子	钛合金打造的轻薄柔韧护腿。	45	60:61:62:63	1	4	5		450	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605010	item_pants_000.png		逆天无归护腿	裤子	玄铁打造的两段式护腿，可以很好地保护穿戴者的大腿和小腿部位。	50	60:61:62:63	1	4	5		500	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605011	item_pants_001.png		沾血魂灵长裤	裤子	血灵掌控的长裤，一件很危险的装备。	55	60:61:62:63	1	4	5		550	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605012	item_pants_002.png		黑暗契约护腿	裤子	暗夜使者高级护腿，黑暗中这条护腿发着幽光。	60	60:61:62:63	1	4	5		600	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605013	item_pants_003.png		异魔封神护腿	裤子	被魔鬼之力侵蚀的护腿，佩戴者要小心不要失去自我被异魔所操控。	65	60:61:62:63	1	4	5		650	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605014	item_pants_004.png		百鬼夜行长裤	裤子	穿上这条长裤，在夜里会听到百鬼哭号的声音。	70	60:61:62:63	1	4	5		700	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605015	item_pants_005.png		刺客信条护腿	裤子	兽皮制成的护腿，内部刻满了神秘的刺客信条	75	60:61:62:63	1	4	5		750	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605016	item_pants_000.png		术士之道护腿	裤子	术士之中的最强者打造的一件护腿。	80	60:61:62:63	1	4	5		800	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605017	item_pants_001.png		极影天玄护腿	裤子	稀有暗夜使者护腿，很难得到要珍惜。	85	60:61:62:63	1	4	5		850	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605018	item_pants_002.png		释魂之灵护腿	裤子	暗之魄附着的长裤，穿戴者有时会感觉到彻骨的寒意。	90	60:61:62:63	1	4	5		900	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605019	item_pants_003.png		暗语霜花长裤	裤子	从上至下缓慢开满暗之霜花的长裤，附加神秘属性。	95	60:61:62:63	1	4	5		950	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41605020	item_pants_004.png		死亡主宰长裤	裤子	死亡主宰长裤，逆转生命主宰死亡，强大的暗能让一些窥视者胆寒。	100	60:61:62:63	1	4	5		1000	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105005	item_pants_001.png		剑客长裤	裤子	破烂的粗布裤子，初级剑客只能穿这么惨的装备。	25	10:11:12:13	2	4	5		260	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0	1:1084;1:1097;	0	0	399	570	0	0	0	0	0	0	0	0	0	0	421	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105006	item_pants_002.png		剑神长裤	裤子	代代相传的剑神长裤，已经被穿的补丁摞补丁没一处好地方了。	30	10:11:12:13	2	4	5		310	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0	1:1109;1:1123;	0	0	612	874	0	0	0	0	0	0	0	0	0	0	646	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105007	item_pants_003.png		剑宗长裤	裤子	蛛丝材质镶嵌宝石碎片的长裤，走低路来会发出叮叮当当的撞击摩擦声。	35	10:11:12:13	2	4	5		360	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0	1:1137;1:1150;	0	0	868	1239	0	0	0	0	0	0	0	0	0	0	916	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105008	item_pants_004.png		龙跃长裤	裤子	用龙皮和龙鳞制成的坚硬长裤，很沉重。	40	10:11:12:13	2	4	5		410	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0	1:1162;1:1176;	0	0	1167	1666	0	0	0	0	0	0	0	0	0	0	1231	1759	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105009	item_pants_005.png		黑暗君主长裤	裤子	暗精灵在地底极深处打造的纯黑色长裤。	45	10:11:12:13	2	4	5		460	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0	1:1186;1:1198;	0	0	1509	2155	0	0	0	0	0	0	0	0	0	0	1592	2275	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105010	item_pants_000.png		天帝长裤	裤子	传说中用珍贵的鲛人丝绸制成的长裤，很稀有。	50	10:11:12:13	2	4	5		510	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	1894	2705	0	0	0	0	0	0	0	0	0	0	1999	2856	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105011	item_pants_001.png		织炎长裤	裤子	捕获森林中的红色哥布林后，用它的皮毛制成的长裤。	55	10:11:12:13	2	4	5		560	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	2322	3317	0	0	0	0	0	0	0	0	0	0	2451	3501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105012	item_pants_002.png		寒冰蛛丝长裤	裤子	冰蓝色泛着银光的长裤，用冰冷的蛛丝织成。	60	10:11:12:13	2	4	5		610	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	2793	3990	0	0	0	0	0	0	0	0	0	0	2948	4212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105013	item_pants_003.png		金线狼皮长裤	裤子	狼皮制成的长裤，绣有金线，保暖性能很好。	65	10:11:12:13	2	4	5		660	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	3307	4725	0	0	0	0	0	0	0	0	0	0	3491	4987	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105014	item_pants_004.png		武尊之血长裤	裤子	魔化武尊的鲜血溅在这条长裤上，赋予了它血腥的力量。	70	10:11:12:13	2	4	5		710	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	3865	5521	0	0	0	0	0	0	0	0	0	0	4079	5828	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105015	item_pants_005.png		雨落断尘长裤	裤子	雨过天晴蓝长裤，走过之处不染片尘。	75	10:11:12:13	2	4	5		760	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	4465	6379	0	0	0	0	0	0	0	0	0	0	4713	6733	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105016	item_pants_000.png		驭剑者长裤	裤子	驭剑者长裤，或许能帮助你更好的驾驭自己的力量。	80	10:11:12:13	2	4	5		810	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	5109	7298	0	0	0	0	0	0	0	0	0	0	5392	7703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105017	item_pants_001.png		血战英灵长裤	裤子	血战英灵长裤，穿上后会获得无上的勇气。	85	10:11:12:13	2	4	5		860	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	5795	8279	0	0	0	0	0	0	0	0	0	0	6117	8739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105018	item_pants_002.png		鬼影狂刀长裤	裤子	怪物皮革制成的长裤，上面点缀着魔化武尊狂刀的碎片。。	90	10:11:12:13	2	4	5		910	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	6525	9321	0	0	0	0	0	0	0	0	0	0	6887	9839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105019	item_pants_003.png		神隐剑宗长裤	裤子	宽松的长裤，穿上后缥缈潇洒如仙人，是否会获得仙人的力量就不得而知了。	95	10:11:12:13	2	4	5		960	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	7297	10425	0	0	0	0	0	0	0	0	0	0	7703	11004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42105020	item_pants_004.png		降魔诛心长裤	裤子	降魔者穿过的一件装备，纯黑色的裤子被魔鬼抓出了许多血红色的伤痕。	100	10:11:12:13	2	4	5		1010	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	8113	11590	0	0	0	0	0	0	0	0	0	0	8564	12234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205005	item_pants_001.png		飞鹰长裤	裤子	裤子两侧插着几个鹰的羽毛，穿起来很潇洒。	25	20:21:22:23	2	4	5		260	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0	1:1084;1:1097;	0	0	443	633	0	0	0	0	0	0	0	0	0	0	443	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205006	item_pants_002.png		山鹰长裤	裤子	裤脚和膝盖部位都缝有锋利的鹰爪，便于攻击敌人。	30	20:21:22:23	2	4	5		310	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0	1:1109;1:1123;	0	0	680	971	0	0	0	0	0	0	0	0	0	0	680	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205007	item_pants_003.png		神鹰长裤	裤子	非常稀有的红色神鹰的皮毛制成的长裤，快速移动时鹰的羽毛迎风飞扬。	35	20:21:22:23	2	4	5		360	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0	1:1137;1:1150;	0	0	964	1377	0	0	0	0	0	0	0	0	0	0	964	1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205008	item_pants_004.png		力敏长裤	裤子	这是一条绑着夸张造型的金属腰带，颜色斑斓的紧身皮裤。	40	20:21:22:23	2	4	5		410	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0	1:1162;1:1176;	0	0	1296	1852	0	0	0	0	0	0	0	0	0	0	1296	1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205009	item_pants_005.png		天界长裤	裤子	据说是天界人利用神秘的科技打造的一款长裤，造型很拉风。	45	20:21:22:23	2	4	5		460	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0	1:1186;1:1198;	0	0	1676	2395	0	0	0	0	0	0	0	0	0	0	1676	2395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205010	item_pants_000.png		射杀者长裤	裤子	取得一定数量的敌人首级后，你才有资格穿上这件装备。	50	20:21:22:23	2	4	5		510	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	2104	3006	0	0	0	0	0	0	0	0	0	0	2104	3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205011	item_pants_001.png		逐风者长裤	裤子	轻薄的纱织长裤，追风少年必备。	55	20:21:22:23	2	4	5		560	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	2580	3686	0	0	0	0	0	0	0	0	0	0	2580	3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205012	item_pants_002.png		雷霆之怒长裤	裤子	名字很狂暴的一条长裤，被穿着这条长裤的腿扫到会受重伤吧。	60	20:21:22:23	2	4	5		610	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	3103	4433	0	0	0	0	0	0	0	0	0	0	3103	4433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205013	item_pants_003.png		吞噬者长裤	裤子	从吞噬者肚子里呕吐出来的一条裤子，布满了粘稠的口水，看起来超恶心。	65	20:21:22:23	2	4	5		660	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	3675	5250	0	0	0	0	0	0	0	0	0	0	3675	5250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205014	item_pants_004.png		群星之变长裤	裤子	点缀着许多繁星的长裤，看起来真是酷炫极了。	70	20:21:22:23	2	4	5		710	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	4294	6134	0	0	0	0	0	0	0	0	0	0	4294	6134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205015	item_pants_005.png		悲哀猎人长裤	裤子	破烂的猎人长裤，没人知道它曾经的主人发生了什么。	75	20:21:22:23	2	4	5		760	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	4961	7088	0	0	0	0	0	0	0	0	0	0	4961	7088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205016	item_pants_000.png		涉猎传说长裤	裤子	很帅气的一条裤子，穿起来很男人很潇洒。	80	20:21:22:23	2	4	5		810	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	5676	8109	0	0	0	0	0	0	0	0	0	0	5676	8109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205017	item_pants_001.png		暮星龙王长裤	裤子	传说中在暮星陨落之时龙王将暮星的灵魂和自己融合，现在你还能在这条长裤上看到龙王的图腾。	85	20:21:22:23	2	4	5		860	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	6439	9199	0	0	0	0	0	0	0	0	0	0	6439	9199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205018	item_pants_002.png		上古守护长裤	裤子	上古守护长裤，赋予穿戴者无上的守护之力。	90	20:21:22:23	2	4	5		910	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	7250	10357	0	0	0	0	0	0	0	0	0	0	7250	10357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205019	item_pants_003.png		远古王者长裤	裤子	远古王者长裤，传说中的装备，能够得到它是你的荣幸。	95	20:21:22:23	2	4	5		960	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	8108	11583	0	0	0	0	0	0	0	0	0	0	8108	11583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42205020	item_pants_004.png		时光之枪长裤	裤子	击穿时空从过去走来，这就是时空之枪长裤。	100	20:21:22:23	2	4	5		1010	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	9014	12878	0	0	0	0	0	0	0	0	0	0	9014	12878	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305005	item_pants_001.png		斗者长裤	裤子	蛛丝和粗布混纺而成的长裤，很容易被撕破。	25	30:31:32:33	2	4	5		260	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0	1:1084;1:1097;	0	0	443	633	0	0	0	0	0	0	0	0	0	0	443	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305006	item_pants_002.png		斗灵长裤	裤子	纯蛛丝制成的长裤，轻飘飘的感觉穿上就会走光。	30	30:31:32:33	2	4	5		310	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0	1:1109;1:1123;	0	0	680	971	0	0	0	0	0	0	0	0	0	0	680	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305007	item_pants_003.png		斗神长裤	裤子	狼皮制成的长裤，里面全是湿哒哒的汗液。	35	30:31:32:33	2	4	5		360	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0	1:1137;1:1150;	0	0	964	1377	0	0	0	0	0	0	0	0	0	0	964	1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305008	item_pants_004.png		武圣长裤	裤子	武圣修炼时穿的练习长裤，对于你这个级别的年轻人来说，这个装备很不错了。	40	30:31:32:33	2	4	5		410	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0	1:1162;1:1176;	0	0	1296	1852	0	0	0	0	0	0	0	0	0	0	1296	1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305009	item_pants_005.png		极致武圣长裤	裤子	为了追求武道的极致而发狂的武圣曾穿过的长裤，上面还有他吐的血迹。	45	30:31:32:33	2	4	5		460	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0	1:1186;1:1198;	0	0	1676	2395	0	0	0	0	0	0	0	0	0	0	1676	2395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305010	item_pants_000.png		地下搏击长裤	裤子	地下搏击者专用长裤，防护厚实严密，和别人进行初级搏斗时很适合穿戴。	50	30:31:32:33	2	4	5		510	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0		0	0	2104	3006	0	0	0	0	0	0	0	0	0	0	2104	3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305011	item_pants_001.png		贤者长裤	裤子	专门为贤者制作的长裤。	55	30:31:32:33	2	4	5		560	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0		0	0	2580	3686	0	0	0	0	0	0	0	0	0	0	2580	3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305012	item_pants_002.png		囚徒长裤	裤子	失去自由的囚徒者曾穿过的长裤，充满了囚徒的绝望之力。	60	30:31:32:33	2	4	5		610	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0		0	0	3103	4433	0	0	0	0	0	0	0	0	0	0	3103	4433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305013	item_pants_003.png		黑色怒火长裤	裤子	被黑色怒火洗练过的长裤，离着很远就能感受到这件装备散发的愤怒。	65	30:31:32:33	2	4	5		660	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0		0	0	3675	5250	0	0	0	0	0	0	0	0	0	0	3675	5250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305014	item_pants_004.png		混乱暴风长裤	裤子	裤子上布满了青色旋风图案，不知道这些图案有什么特别的作用。	70	30:31:32:33	2	4	5		710	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0		0	0	4294	6134	0	0	0	0	0	0	0	0	0	0	4294	6134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305015	item_pants_005.png		深渊者长裤	裤子	深渊者长裤，充满了黑色的邪恶力量。	75	30:31:32:33	2	4	5		760	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0		0	0	4961	7088	0	0	0	0	0	0	0	0	0	0	4961	7088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305016	item_pants_000.png		血祭龙鳞长裤	裤子	镶嵌着带血龙鳞的长裤，坚硬且锐利。	80	30:31:32:33	2	4	5		810	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0		0	0	5676	8109	0	0	0	0	0	0	0	0	0	0	5676	8109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305017	item_pants_001.png		梦境之殇长裤	裤子	色彩迷幻的一条长裤，如果穿着它睡着可能再也醒不过来哦。	85	30:31:32:33	2	4	5		860	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0		0	0	6439	9199	0	0	0	0	0	0	0	0	0	0	6439	9199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305018	item_pants_002.png		武圣怜悯长裤	裤子	承载着武圣悲悯之心的长裤。	90	30:31:32:33	2	4	5		910	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0		0	0	7250	10357	0	0	0	0	0	0	0	0	0	0	7250	10357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305019	item_pants_003.png		强者寄魂长裤	裤子	死亡强者的灵魂寄托在这里，记住千万不要被它所控制。	95	30:31:32:33	2	4	5		960	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0		0	0	8108	11583	0	0	0	0	0	0	0	0	0	0	8108	11583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42305020	item_pants_004.png		天启灭灵长裤	裤子	远古时期天启者灭灵是穿的长裤，顶级装备。	100	30:31:32:33	2	4	5		1010	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0		0	0	9014	12878	0	0	0	0	0	0	0	0	0	0	9014	12878	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405005	item_pants_001.png		魔星长裤	裤子	法师学徒最常穿的裤子，灰色粗布制成，毫无美感可言。	25	40:41:42:43	2	4	5		260	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0	1:1084;1:1097;	0	0	443	633	0	0	0	0	0	0	0	0	0	0	443	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405006	item_pants_002.png		魔魂长裤	裤子	一条洗到褪色的裤子，看起来被许多人穿过无数次。	30	40:41:42:43	2	4	5		310	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0	1:1109;1:1123;	0	0	680	971	0	0	0	0	0	0	0	0	0	0	680	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405007	item_pants_003.png		魔灵长裤	裤子	被恶魔之灵杀死的法师留下的一条裤子。	35	40:41:42:43	2	4	5		360	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0	1:1137;1:1150;	0	0	964	1377	0	0	0	0	0	0	0	0	0	0	964	1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405008	item_pants_004.png		魔法学者短裤	裤子	短裤上覆盖有六角星芒的图案，看起来很可爱。	40	40:41:42:43	2	4	5		410	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0	1:1162;1:1176;	0	0	1296	1852	0	0	0	0	0	0	0	0	0	0	1296	1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405009	item_pants_005.png		惩戒者长裤	裤子	黄金哥布林皮毛制成的长裤。	45	40:41:42:43	2	4	5		460	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0	1:1186;1:1198;	0	0	1676	2395	0	0	0	0	0	0	0	0	0	0	1676	2395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
