场景ID	场景类型	对应副本ID	开放需求	场景名称	场景介绍	场景名称图片	场景小标题	消耗体力	副本显示物品列表	小怪掉落列表	小怪掉落数量最大限制	小怪概率	boss掉落列表	boss掉落数量限制	boss掉落概率	隐藏boss掉落列表	隐藏boss掉落数量限制	隐藏boss掉落概率	金币掉落数量	金币图标	单个图标数量	翻牌奖励1列表	翻牌奖励2列表	经验奖励	场景地图资源	地图图标	怪物半身像	复活方式	复活坐标X	复活坐标Y	复活朝向	复活倒计时	最低进入等级	最高进入等级	宝石孔位	洗练属性	是否携带小伙伴进入	公共副本	每日限制进入次数	通关次数限制	开启时间	关闭时间	背景音乐	特殊限制	角色尾巴类型	主角阴影类型	怪物阴影类型	场景天气特效	神秘商店出现几率	预防作弊	怪物数量	关卡脚本	大关卡	隐藏关卡进入条件	怪物动画1	缩放1	怪物动画2	缩放2	怪物动画3	缩放3	速度修正比	是否创建炫纹
1019	2	1	1018	关卡19	这哥布林似乎就是一只普通的哥布林……不是吗？	font_1.png	第19关	5	30000007;72000001;	72000001:5:1;30000003:10:1;10000004:2:1;	3:10000;	100							172	drop_money.png	2	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	430	1_19_mudi	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101002	23	copy_1019			monster_001_idle_naked	0.9	monster_004_idle	0.9	monster_012_idle	0.9	1	
1020	4	1	1019	关卡20	终点！穿越了终点，就突破了亚诺森林！只是，为甚这里会有牛头勇士的出没？	font_1.png	第20关	5	30000007;72000001;41005001;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;41005001:1:800;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				176	drop_money.png	2	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	75	1_20_mudi	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101101	23	copy_1020	monster_PTNTG		monster_011_idle	0.9	monster_012_idle	0.9	monster_008_idle	0.9	1	
1021	2	2	1020	关卡21	终于到达冷寂之窟！继续向着天空之城前进吧！	font_2.png	第21关	5	30000007;71000001;	71000001:5:1;30000004:10:1;	2:10000;	100							180	drop_money.png	2	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	430	2_1_mudi	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101102	30	copy_1021			monster_001_idle_naked	0.9	monster_001_idle_blue	0.9	monster_011_idle	0.9	1	
1022	2	2	1021	关卡22	冷寂之窟最为可怕的冰霜狼人袭来！迎接暴风般的攻势吧！	font_2.png	第22关	5	71000001;41003001;	71000001:5:1;41003001:1:1;	2:10000;	100							184	drop_money.png	2	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	430	2_2_mudi	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101103	18	copy_1022			monster_004_idle	0.9	monster_011_idle	0.9	monster_008_idle	0.9	1	
1023	2	2	1022	关卡23	冷寂之窟中的哥布林似乎与亚诺森林颇为不同，当心他们的攻击！	font_2.png	第23关	5	30000007;72000001;	72000001:5:1;30000005:10:1;	2:10000;	100							188	drop_money.png	2	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	430	2_3_mudi	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101201	19	copy_1023			monster_001_idle_blue	0.9	monster_001_idle_naked	0.9	monster_004_idle	0.9	1	
1024	4	2	1023	关卡24	又是一波难缠的怪物，但这真的能难倒冒险家吗？	font_2.png	第24关	5	30000007;72000001;42002002;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;41002002:1:500;42002002:1:300;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				192	drop_money.png	2	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	75	2_4_mudi	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101202	19	copy_1024	monster_BSLR		monster_011_idle	0.9	monster_001_idle_naked	0.9	monster_004_idle	0.9	1	
1025	2	2	1024	关卡25	愤怒的牛头勇士准备用它无坚不摧的拳头教训一下冒险家，当心了！	font_2.png	第25关	5	30000007;71000001;	71000001:5:1;30000006:10:1;	2:10000;	100							196	drop_money.png	2	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	430	2_5_mudi	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101301	7	copy_1025			monster_008_idle	0.9	monster_004_idle	0.9	monster_001_idle_blue	0.9	1	
1026	2	2	1025	关卡26	这只冰霜狼人，似乎与比平时所见的都要大呢，就只是身形变大了吗？	font_2.png	第26关	5	71000001;41003001;	71000001:5:1;41003001:1:1;	2:10000;	100							200	drop_money.png	2	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	430	2_6_mudi	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101302	20	copy_1026			monster_004_idle	0.9		0.9	monster_001_idle_blue	0.9	1	
1027	2	2	1026	关卡27	牛头勇士似乎与狼人一族携手了，冒险家们，加油吧！	font_2.png	第27关	5	30000007;72000001;	72000001:5:1;30000001:10:1;	2:10000;	100							204	drop_money.png	2	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	430	2_7_mudi	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101401	14	copy_1027			monster_011_idle	0.9	monster_004_idle	0.9	monster_008_idle	0.9	1	
1028	4	2	1027	关卡28	哥布林们又聚集在一起，准备向冒险家进攻了，去粉碎他们的阴谋吧！	font_2.png	第28关	5	30000007;72000001;42003002;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;41003002:1:500;42003002:1:300;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				208	drop_money.png	2	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	75	2_8_mudi	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101402	29	copy_1028	monster_LN		monster_011_idle	0.9	monster_001_idle_naked	0.9	monster_001_idle_blue	0.9	1	
1029	2	2	1028	关卡29	牛头勇士与狼人一族再次袭来，可别成为他们的刀下魂！	font_2.png	第29关	5	30000007;71000001;	71000001:5:1;30000002:10:1;	2:10000;	100							212	drop_money.png	2	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	430	2_9_zaoze	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101403	12	copy_1029			monster_008_idle	0.9		0.9	monster_004_idle	0.9	1	
1030	2	2	1029	关卡30	这只发狂的哥布林似乎成了这里的大哥？难道它有什么不同的招数吗？	font_2.png	第30关	5	71000001;41003001;	71000001:5:1;41003001:1:1;	2:10000;	100							216	drop_money.png	2	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	430	2_10_zaoze	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101501	9	copy_1030			monster_001_idle_blue	0.9	monster_011_idle	0.9	monster_001_idle_naked	0.9	1	
1031	2	2	1030	关卡31	冰霜狼人与牛头勇士又来挡路了，这次将他们彻底击垮吧！	font_2.png	第31关	5	30000007;72000001;	72000001:5:1;30000003:10:1;	2:10000;	100							220	drop_money.png	2	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:4000;71000001:1:4000;71000001:1:4000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	430	2_11_zaoze	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101502	18	copy_1031			monster_008_idle	0.9	monster_004_idle	0.9	monster_011_idle	0.9	1	
1032	4	2	1031	关卡32	令人生畏的狼人一族，他们是冷寂之窟最难对付的对手	font_2.png	第32关	5	30000007;72000001;42005002;	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;41005002:1:500;42005002:1:300;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				224	drop_money.png	2	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	75	2_12_zaoze	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101503	18	copy_1032	monster_BSLR		monster_004_idle	0.9	monster_001_idle_naked	0.9	monster_001_idle_blue	0.9	1	
1033	2	2	1032	关卡33	被伏击！趁着敌人还没有完全到来，坚持并活下去吧！	font_2.png	第33关	5	71000001;41004001;	71000001:5:1;41004001:1:1;	2:10000;	100							228	drop_money.png	2	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	430	2_13_zaoze	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101601	10	copy_1033			monster_004_idle	0.9	monster_006_idle	0.9	monster_011_idle	0.9	1	
1034	2	2	1033	关卡34	发狂的野猪可是很难对付的，当心他们的愤怒冲撞！	font_2.png	第34关	5	30000007;71000001;	71000001:5:1;30000004:10:1;	2:10000;	100							232	drop_money.png	2	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	430	2_14_zaoze	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101602	15	copy_1034			monster_004_idle	0.9	monster_006_idle	0.9	monster_001_idle_blue	0.9	1	
1035	2	2	1034	关卡35	哥布林商人！传说中冷寂之窟的野图BOSS登场！！	font_2.png	第35关	5	72000001;41002002;	72000001:5:1;41002002:1:1;	2:10000;	100							236	drop_money.png	2	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	430	2_15_zaoze	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101701	23	copy_1035			monster_001_idle_naked	0.9	monster_015_idle	0.9	monster_001_idle_blue	0.9	1	
1036	4	2	1035	关卡36	狼人旋风攻击和野猪的愤怒冲撞同时存在，这一关可不好过！	font_2.png	第36关	5	30000007;72000001;42004002;	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;41004002:1:500;42004002:1:300;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				240	drop_money.png	2	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	71000001:1:3000;71000001:1:3000;71000001:1:3000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;72000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;70000005:1:100;	75	2_16_tingyuan	0	0	0	240	120	0	0	1	100	0	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	101702	22	copy_1036	monster_YZ		monster_004_idle	0.9	monster_011_idle	0.9	monster_006_idle	0.9	1	
