怪物ID	对象类型	名称	怪物头像资源	二级名称	外观	血条	闲聊对话	地位	是否稀有	等级	类型	生命值	物理攻击	物理防御	魔法攻击	魔法防御	物理暴击	魔法暴击	物理暴击抵抗	魔法暴击抵抗	命中率	闪避率	格挡率	格挡值	职业	经验值	随身BUFF1	随身BUFF2	随身BUFF3	随身BUFF4	随身BUFF5	速度	AI	追踪频率	AI激活距离	出生动作	普通攻击	技能1	技能2	技能3	技能4	技能5	技能6	技能7	技能8	技能9	技能10	技能11	技能12	技能13	技能14	普通攻击权重	技能1权重	技能2权重	技能3权重	技能4权重	技能5权重	技能6权重	技能7权重	技能8权重	技能9权重	起身技能概率	反击技能概率	围绕最小距离	围绕最大距离	获得声望	金币掉落数量限制	道具掉落数量限制	阵营	刷新广播	击杀广播	不被击退	不被击飞	不被打断	攻击强制开始时间	模型大小比例	属性自适应
503601	3	炸弹哥布林	monster_ZDGBL.png	0	102001	50	0	2		95		1530000	0	13261	11860	23613	0	5936	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	110	102002	1000	500	monster_010_born_0	21010001	21010008									21010007					100	100	100	100							100	110	200	450		100	3	1			0	0	0	2000	1	0
503602	3	精灵射手	monster_JLSS.png	0	101001	50	0	2		95		1400000	11341	9302	13497	19960	0	5277	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	185	101002	400	1024	monster_boss_011_born_0	22011001	22011003														300	100	0								250	250	700	900		100	1	1			0	0	0	2000	1	0
503603	3	蜘蛛女王	monster_ZZNW.png	0	101201	50	0	2		95		2000000	8882	17573	0	28791	6596	0	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	180	101203	400	950	monster_boss_012_born_0	22012001	22012002	22012003	22012006												800	400	400	5000							100	110	150	1024		100	3	1			0	0	0	2000	0.9	0
504101	3	哥布林	monster_GBL.png	0	100105	1	0	2		20		10000	263	1007	0	1058	146	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	110	2001	2000	1024	monster_001_naked_born_0	21001016															100	0	0								100	110	150	650		100	3	1			0	0	0	2000	1	0
504102	3	冰霜哥布林	monster_GBL.png	0	100104	1	0	2		20		10000	332	840	0	904	146	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	140	2002	2000	1024	monster_001_blue_born_2	21001007															100	0	0								250	250	150	200		100	1	1			0	0	0	2000	0.9	0
504103	3	小精灵	monster_XJL.png	0	100201	1	0	2		20		12000	208	1007	0	1111	97	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	135	2001	2000	1500	monster_003_born_1	21003001	21003002	21003003								21003009	21003010				200	200	100								100	110	175	450		100	1	1			0	0	0	2000	1.1	0
504201	3	冰霜狼人	monster_BSLR.png	0	100701	5	0	2		35		30000	566	1746	434	1899	188	0	1205	1205	2532	0	0	8000	0	0	0	0	0	0	0	110	100702	1500	1024	monster_004_born_0	21004001	21004002									21004006	21004007	21004008	21004009	21004005	300	100	0								0	0	150	650		100	3	1			0	0	0	2000	1	0
504202	3	龙女	monster_LN.png	0	100401	5	0	2		35		30000	0	1313	679	1515	0	235	1205	1205	2785	0	0	8000	0	0	0	0	0	0	0	110	2001	1500	1024	monster_011_born_0	21011001	21011002	21011003								21011004	21011005	21011006			200	200	100								250	250	350	500		100	1	1			0	0	0	2000	1	0
504203	3	牛头人	monster_PTNTG.png	0	101901	5	0	2		35		52000	448	1604	0	1784	165	0	1205	1205	1772	0	0	8000	0	0	0	0	0	0	0	145	2001	1500	1024	monster_008_born_0	21008001	21008002														100	100	0								250	250	150	350		100	1	1			0	0	0	2000	1.1	0
504301	3	猫女	monster_MN.png	0	100301	10	0	2		50		100000	1314	6559	0	6527	690	0	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	220	100301	1100	2048	monster_012_born_1	21012001	21012002									21012005	21012006	21012007			100	100	0								250	250	250	450		100	1	1			0	0	0	2000	1.1	0
504302	3	蝎子男	monster_XZN.png	0	100801	10	0	2		50		95000	1653	4588	0	5258	690	0	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	130	2001	1100	2000	monster_002_born_0	21002002										21002004	21002005				100	0	0								250	250	750	850		100	1	1			0	0	0	2000	1	0
504303	3	投掷哥布林	monster_TZGBL.png	0	101601	10	0	2		50		117000	0	5352	1012	5963	0	690	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	110	2004	1100	1024	monster_007_born_0	21007001	21007002									21007005	21007006				100	100	0								250	250	650	900		100	1	1			0	0	0	2000	1	0
504401	3	女僵尸	monster_NVJS.png	0	100501	20	0	2		65		600000	3257	7084	0	10033	1624	0	7825	7043	20287	0	0	8000	0	0	0	0	0	0	0	90	2001	800	2000	monster_016_born_1	21016001										21016003	21016004	21016005			100	0	0								250	250	150	200		100	1	1			0	0	0	2000	1	0
504402	3	骷髅弓箭手	monster_KLGS.png	0	101701	20	0	2		65		400000	4306	7084	0	10033	2030	0	7825	7825	20287	0	0	8000	0	0	0	0	0	0	0	110	2004	800	1024	monster_013_born_0	21013010										21013007	21013008				100	100	0								250	250	180	750		100	1	1			0	0	0	2000	1	0
504403	3	男僵尸	monster_NANJS.png	0	100601	20	0	2		65		720000	2582	7084	0	10033	1624	0	7043	7825	20287	0	0	8000	0	0	0	0	0	0	0	145	2001	800	1024	monster_005_born_2	21005001	21005002														100	100	0								250	250	150	350		100	1	1			0	0	0	2000	1.1	0
504501	3	牛头人	monster_PTNTG.png	0	101901	30	0	2		80		1300000	6001	3331	0	9484	2539	0	14356	14356	25386	0	0	8000	0	0	0	0	0	0	0	145	2001	600	1024	monster_008_dash	21008001	21008002	21008003													100	100	300								250	250	150	350		100	1	1			0	0	0	2000	1	0
504502	3	火焰哥布林	monster_GBL.png	0	100102	30	0	2		80		800000	7564	3331	0	9484	5441	0	14356	14356	36266	0	0	8000	0	0	0	0	0	0	0	160	2001	400	1024	monster_001_red_born_1	21001003	21001014														100	200	0								250	250	600	900		100	1	1			0	0	0	2000	1	0
504503	3	牛头人堂主	monster_NTRTZ.png	0	101801	30	0	0		80		1560000	4750	3331	0	9484	2539	0	14356	14356	25386	0	0	8000	0	0	0	0	0	0	0	125	101802	600	3000	monster_boss_004_born_0	22004001	22004002	22004003								22004007	22004005	22004006			100	100	100								100	110	150	650		100	3	1			0	0	0	2000	1	0
504601	3	炸弹哥布林	monster_ZDGBL.png	0	102001	50	0	2		95		1530000	0	13261	11860	23613	0	5936	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	110	102002	1000	500	monster_010_born_0	21010001	21010008									21010007					100	100	100	100							100	110	200	450		100	3	1			0	0	0	2000	1	0
504602	3	精灵射手	monster_JLSS.png	0	101001	50	0	2		95		1400000	11341	9302	13497	19960	0	5277	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	185	101002	400	1024	monster_boss_011_born_0	22011001	22011002														300	100	0								250	250	700	900		100	1	1			0	0	0	2000	1	0
504603	3	蜘蛛女王	monster_ZZNW.png	0	101201	50	0	2		95		2000000	8882	17573	0	28791	6596	0	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	180	101203	400	950	monster_boss_012_born_0	22012001	22012002	22012003	22012006												800	400	400	5000							100	110	150	1024		100	3	1			0	0	0	2000	0.9	0
505101	3	哥布林	monster_GBL.png	0	100105	1	0	2		20		10000	263	1007	0	1058	146	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	110	2001	2000	1024	monster_001_naked_born_0	21001016															100	0	0								100	110	150	650		100	3	1			0	0	0	2000	1	0
505102	3	冰霜哥布林	monster_GBL.png	0	100104	1	0	2		20		10000	332	840	0	904	146	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	140	2002	2000	1024	monster_001_blue_born_2	21001007															100	0	0								250	250	150	200		100	1	1			0	0	0	2000	0.9	0
505103	3	小精灵	monster_XJL.png	0	100201	1	0	2		20		12000	208	1007	0	1111	97	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	135	2001	2000	1500	monster_003_born_1	21003001	21003002	21003003								21003009	21003010				200	200	100								100	110	175	450		100	1	1			0	0	0	2000	1.1	0
505201	3	冰霜狼人	monster_BSLR.png	0	100701	5	0	2		35		30000	566	1746	434	1899	188	0	1205	1205	2532	0	0	8000	0	0	0	0	0	0	0	110	100702	1500	1024	monster_004_born_0	21004001	21004002									21004006	21004007	21004008	21004009	21004005	300	100	0								0	0	150	650		100	3	1			0	0	0	2000	1	0
505202	3	龙女	monster_LN.png	0	100401	5	0	2		35		30000	0	1313	679	1515	0	235	1205	1205	2785	0	0	8000	0	0	0	0	0	0	0	110	2001	1500	1024	monster_011_born_0	21011001	21011002	21011003								21011004	21011005	21011006			200	200	100								250	250	350	500		100	1	1			0	0	0	2000	1	0
505203	3	牛头人	monster_PTNTG.png	0	101901	5	0	2		35		52000	448	1604	0	1784	165	0	1205	1205	1772	0	0	8000	0	0	0	0	0	0	0	145	2001	1500	1024	monster_008_born_0	21008001	21008002														100	100	0								250	250	150	350		100	1	1			0	0	0	2000	1.1	0
505301	3	猫女	monster_MN.png	0	100301	10	0	2		50		100000	1314	6559	0	6527	690	0	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	220	100301	1100	2048	monster_012_born_1	21012001	21012002									21012005	21012006	21012007			100	100	0								250	250	250	450		100	1	1			0	0	0	2000	1.1	0
505302	3	蝎子男	monster_XZN.png	0	100801	10	0	2		50		95000	1653	4588	0	5258	690	0	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	130	2001	1100	2000	monster_002_born_0	21002002										21002004	21002005				100	0	0								250	250	750	850		100	1	1			0	0	0	2000	1	0
505303	3	投掷哥布林	monster_TZGBL.png	0	101601	10	0	2		50		117000	0	5352	1012	5963	0	690	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	110	2004	1100	1024	monster_007_born_0	21007001	21007002									21007005	21007006				100	100	0								250	250	650	900		100	1	1			0	0	0	2000	1	0
505401	3	女僵尸	monster_NVJS.png	0	100501	20	0	2		65		600000	3257	7084	0	10033	1624	0	7825	7043	20287	0	0	8000	0	0	0	0	0	0	0	90	2001	800	2000	monster_016_born_1	21016001										21016003	21016004	21016005			100	0	0								250	250	150	200		100	1	1			0	0	0	2000	1	0
505402	3	骷髅弓箭手	monster_KLGS.png	0	101701	20	0	2		65		400000	4306	7084	0	10033	2030	0	7825	7825	20287	0	0	8000	0	0	0	0	0	0	0	110	2004	800	1024	monster_013_born_0	21013010										21013007	21013008				100	100	0								250	250	180	750		100	1	1			0	0	0	2000	1	0
505403	3	男僵尸	monster_NANJS.png	0	100601	20	0	2		65		720000	2582	7084	0	10033	1624	0	7043	7825	20287	0	0	8000	0	0	0	0	0	0	0	145	2001	800	1024	monster_005_born_2	21005001	21005002														100	100	0								250	250	150	350		100	1	1			0	0	0	2000	1.1	0
505501	3	牛头人	monster_PTNTG.png	0	101901	30	0	2		80		1300000	6001	3331	0	9484	2539	0	14356	14356	25386	0	0	8000	0	0	0	0	0	0	0	145	2001	600	1024	monster_008_dash	21008001	21008002	21008003													100	100	300								250	250	150	350		100	1	1			0	0	0	2000	1	0
505502	3	火焰哥布林	monster_GBL.png	0	100102	30	0	2		80		800000	7564	3331	0	9484	5441	0	14356	14356	36266	0	0	8000	0	0	0	0	0	0	0	160	2001	400	1024	monster_001_red_born_1	21001003	21001014														100	200	0								250	250	600	900		100	1	1			0	0	0	2000	1	0
505503	3	牛头人堂主	monster_NTRTZ.png	0	101801	30	0	0		80		1560000	4750	3331	0	9484	2539	0	14356	14356	25386	0	0	8000	0	0	0	0	0	0	0	125	101802	600	3000	monster_boss_004_born_0	22004001	22004002	22004003								22004007	22004005	22004006			100	100	100								100	110	150	650		100	3	1			0	0	0	2000	1	0
505601	3	炸弹哥布林	monster_ZDGBL.png	0	102001	50	0	2		95		1530000	0	13261	11860	23613	0	5936	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	110	102002	1000	500	monster_010_born_0	21010001	21010008									21010007					100	100	100	100							100	110	200	450		100	3	1			0	0	0	2000	1	0
505602	3	精灵射手	monster_JLSS.png	0	101001	50	0	2		95		1400000	11341	9302	13497	19960	0	5277	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	185	101002	400	1024	monster_boss_011_born_0	22011001	22011002														300	100	0								250	250	700	900		100	1	1			0	0	0	2000	1	0
505603	3	蜘蛛女王	monster_ZZNW.png	0	101201	50	0	2		95		2000000	8882	17573	0	28791	6596	0	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	180	101203	400	950	monster_boss_012_born_0	22012001	22012002	22012003	22012006												800	400	400	5000							100	110	150	1024		100	3	1			0	0	0	2000	0.9	0
506101	3	哥布林	monster_GBL.png	0	100105	1	0	2		20		10000	263	1007	0	1058	146	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	110	2001	2000	1024	monster_001_naked_born_0	21001016															100	0	0								100	110	150	650		100	3	1			0	0	0	2000	1	0
506102	3	冰霜哥布林	monster_GBL.png	0	100104	1	0	2		20		10000	332	840	0	904	146	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	140	2002	2000	1024	monster_001_blue_born_2	21001007															100	0	0								250	250	150	200		100	1	1			0	0	0	2000	0.9	0
506103	3	小精灵	monster_XJL.png	0	100201	1	0	2		20		12000	208	1007	0	1111	97	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	135	2001	2000	1500	monster_003_born_1	21003001	21003002	21003003								21003009	21003010				200	200	100								100	110	175	450		100	1	1			0	0	0	2000	1.1	0
506201	3	冰霜狼人	monster_BSLR.png	0	100701	5	0	2		35		30000	566	1746	434	1899	188	0	1205	1205	2532	0	0	8000	0	0	0	0	0	0	0	110	100702	1500	1024	monster_004_born_0	21004001	21004002									21004006	21004007	21004008	21004009	21004005	300	100	0								0	0	150	650		100	3	1			0	0	0	2000	1	0
506202	3	龙女	monster_LN.png	0	100401	5	0	2		35		30000	0	1313	679	1515	0	235	1205	1205	2785	0	0	8000	0	0	0	0	0	0	0	110	2001	1500	1024	monster_011_born_0	21011001	21011002	21011003								21011004	21011005	21011006			200	200	100								250	250	350	500		100	1	1			0	0	0	2000	1	0
506203	3	牛头人	monster_PTNTG.png	0	101901	5	0	2		35		52000	448	1604	0	1784	165	0	1205	1205	1772	0	0	8000	0	0	0	0	0	0	0	145	2001	1500	1024	monster_008_born_0	21008001	21008002														100	100	0								250	250	150	350		100	1	1			0	0	0	2000	1.1	0
506301	3	猫女	monster_MN.png	0	100301	10	0	2		50		100000	1314	6559	0	6527	690	0	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	220	100301	1100	2048	monster_012_born_1	21012001	21012002									21012005	21012006	21012007			100	100	0								250	250	250	450		100	1	1			0	0	0	2000	1.1	0
506302	3	蝎子男	monster_XZN.png	0	100801	10	0	2		50		95000	1653	4588	0	5258	690	0	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	130	2001	1100	2000	monster_002_born_0	21002002										21002004	21002005				100	0	0								250	250	750	850		100	1	1			0	0	0	2000	1	0
506303	3	投掷哥布林	monster_TZGBL.png	0	101601	10	0	2		50		117000	0	5352	1012	5963	0	690	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	110	2004	1100	1024	monster_007_born_0	21007001	21007002									21007005	21007006				100	100	0								250	250	650	900		100	1	1			0	0	0	2000	1	0
506401	3	女僵尸	monster_NVJS.png	0	100501	20	0	2		65		600000	3257	7084	0	10033	1624	0	7825	7043	20287	0	0	8000	0	0	0	0	0	0	0	90	2001	800	2000	monster_016_born_1	21016001										21016003	21016004	21016005			100	0	0								250	250	150	200		100	1	1			0	0	0	2000	1	0
506402	3	骷髅弓箭手	monster_KLGS.png	0	101701	20	0	2		65		400000	4306	7084	0	10033	2030	0	7825	7825	20287	0	0	8000	0	0	0	0	0	0	0	110	2004	800	1024	monster_013_born_0	21013010										21013007	21013008				100	100	0								250	250	180	750		100	1	1			0	0	0	2000	1	0
506403	3	男僵尸	monster_NANJS.png	0	100601	20	0	2		65		720000	2582	7084	0	10033	1624	0	7043	7825	20287	0	0	8000	0	0	0	0	0	0	0	145	2001	800	1024	monster_005_born_2	21005001	21005002														100	100	0								250	250	150	350		100	1	1			0	0	0	2000	1.1	0
506501	3	牛头人	monster_PTNTG.png	0	101901	30	0	2		80		1300000	6001	3331	0	9484	2539	0	14356	14356	25386	0	0	8000	0	0	0	0	0	0	0	145	2001	600	1024	monster_008_dash	21008001	21008002	21008003													100	100	300								250	250	150	350		100	1	1			0	0	0	2000	1	0
506502	3	火焰哥布林	monster_GBL.png	0	100102	30	0	2		80		800000	7564	3331	0	9484	5441	0	14356	14356	36266	0	0	8000	0	0	0	0	0	0	0	160	2001	400	1024	monster_001_red_born_1	21001003	21001014														100	200	0								250	250	600	900		100	1	1			0	0	0	2000	1	0
506503	3	牛头人堂主	monster_NTRTZ.png	0	101801	30	0	0		80		1560000	4750	3331	0	9484	2539	0	14356	14356	25386	0	0	8000	0	0	0	0	0	0	0	125	101802	600	3000	monster_boss_004_born_0	22004001	22004002	22004003								22004007	22004005	22004006			100	100	100								100	110	150	650		100	3	1			0	0	0	2000	1	0
506601	3	炸弹哥布林	monster_ZDGBL.png	0	102001	50	0	2		95		1530000	0	13261	11860	23613	0	5936	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	110	102002	1000	500	monster_010_born_0	21010001	21010008									21010007					100	100	100	100							100	110	200	450		100	3	1			0	0	0	2000	1	0
506602	3	精灵射手	monster_JLSS.png	0	101001	50	0	2		95		1400000	11341	9302	13497	19960	0	5277	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	185	101002	400	1024	monster_boss_011_born_0	22011001	22011002														300	100	0								250	250	700	900		100	1	1			0	0	0	2000	1	0
506603	3	蜘蛛女王	monster_ZZNW.png	0	101201	50	0	2		95		2000000	8882	17573	0	28791	6596	0	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	180	101203	400	950	monster_boss_012_born_0	22012001	22012002	22012003	22012006												800	400	400	5000							100	110	150	1024		100	3	1			0	0	0	2000	0.9	0
507101	3	哥布林	monster_GBL.png	0	100105	1	0	2		20		10000	263	1007	0	1058	146	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	110	2001	2000	1024	monster_001_naked_born_0	21001016															100	0	0								100	110	150	650		100	3	1			0	0	0	2000	1	0
507102	3	冰霜哥布林	monster_GBL.png	0	100104	1	0	2		20		10000	332	840	0	904	146	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	140	2002	2000	1024	monster_001_blue_born_2	21001007															100	0	0								250	250	150	200		100	1	1			0	0	0	2000	0.9	0
507103	3	小精灵	monster_XJL.png	0	100201	1	0	2		20		12000	208	1007	0	1111	97	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	135	2001	2000	1500	monster_003_born_1	21003001	21003002	21003003								21003009	21003010				200	200	100								100	110	175	450		100	1	1			0	0	0	2000	1.1	0
507201	3	冰霜狼人	monster_BSLR.png	0	100701	5	0	2		35		30000	566	1746	434	1899	188	0	1205	1205	2532	0	0	8000	0	0	0	0	0	0	0	110	100702	1500	1024	monster_004_born_0	21004001	21004002									21004006	21004007	21004008	21004009	21004005	300	100	0								0	0	150	650		100	3	1			0	0	0	2000	1	0
507202	3	龙女	monster_LN.png	0	100401	5	0	2		35		30000	0	1313	679	1515	0	235	1205	1205	2785	0	0	8000	0	0	0	0	0	0	0	110	2001	1500	1024	monster_011_born_0	21011001	21011002	21011003								21011004	21011005	21011006			200	200	100								250	250	350	500		100	1	1			0	0	0	2000	1	0
507203	3	牛头人	monster_PTNTG.png	0	101901	5	0	2		35		52000	448	1604	0	1784	165	0	1205	1205	1772	0	0	8000	0	0	0	0	0	0	0	145	2001	1500	1024	monster_008_born_0	21008001	21008002														100	100	0								250	250	150	350		100	1	1			0	0	0	2000	1.1	0
507301	3	猫女	monster_MN.png	0	100301	10	0	2		50		100000	1314	6559	0	6527	690	0	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	220	100301	1100	2048	monster_012_born_1	21012001	21012002									21012005	21012006	21012007			100	100	0								250	250	250	450		100	1	1			0	0	0	2000	1.1	0
507302	3	蝎子男	monster_XZN.png	0	100801	10	0	2		50		95000	1653	4588	0	5258	690	0	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	130	2001	1100	2000	monster_002_born_0	21002002										21002004	21002005				100	0	0								250	250	750	850		100	1	1			0	0	0	2000	1	0
507303	3	投掷哥布林	monster_TZGBL.png	0	101601	10	0	2		50		117000	0	5352	1012	5963	0	690	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	110	2004	1100	1024	monster_007_born_0	21007001	21007002									21007005	21007006				100	100	0								250	250	650	900		100	1	1			0	0	0	2000	1	0
507401	3	女僵尸	monster_NVJS.png	0	100501	20	0	2		65		600000	3257	7084	0	10033	1624	0	7825	7043	20287	0	0	8000	0	0	0	0	0	0	0	90	2001	800	2000	monster_016_born_1	21016001										21016003	21016004	21016005			100	0	0								250	250	150	200		100	1	1			0	0	0	2000	1	0
507402	3	骷髅弓箭手	monster_KLGS.png	0	101701	20	0	2		65		400000	4306	7084	0	10033	2030	0	7825	7825	20287	0	0	8000	0	0	0	0	0	0	0	110	2004	800	1024	monster_013_born_0	21013010										21013007	21013008				100	100	0								250	250	180	750		100	1	1			0	0	0	2000	1	0
507403	3	男僵尸	monster_NANJS.png	0	100601	20	0	2		65		720000	2582	7084	0	10033	1624	0	7043	7825	20287	0	0	8000	0	0	0	0	0	0	0	145	2001	800	1024	monster_005_born_2	21005001	21005002														100	100	0								250	250	150	350		100	1	1			0	0	0	2000	1.1	0
507501	3	牛头人	monster_PTNTG.png	0	101901	30	0	2		80		1300000	6001	3331	0	9484	2539	0	14356	14356	25386	0	0	8000	0	0	0	0	0	0	0	145	2001	600	1024	monster_008_dash	21008001	21008002	21008003													100	100	300								250	250	150	350		100	1	1			0	0	0	2000	1	0
507502	3	火焰哥布林	monster_GBL.png	0	100102	30	0	2		80		800000	7564	3331	0	9484	5441	0	14356	14356	36266	0	0	8000	0	0	0	0	0	0	0	160	2001	400	1024	monster_001_red_born_1	21001003	21001014														100	200	0								250	250	600	900		100	1	1			0	0	0	2000	1	0
507503	3	牛头人堂主	monster_NTRTZ.png	0	101801	30	0	0		80		1560000	4750	3331	0	9484	2539	0	14356	14356	25386	0	0	8000	0	0	0	0	0	0	0	125	101802	600	3000	monster_boss_004_born_0	22004001	22004002	22004003								22004007	22004005	22004006			100	100	100								100	110	150	650		100	3	1			0	0	0	2000	1	0
507601	3	炸弹哥布林	monster_ZDGBL.png	0	102001	50	0	2		95		1530000	0	13261	11860	23613	0	5936	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	110	102002	1000	500	monster_010_born_0	21010001	21010008									21010007					100	100	100	100							100	110	200	450		100	3	1			0	0	0	2000	1	0
507602	3	精灵射手	monster_JLSS.png	0	101001	50	0	2		95		1400000	11341	9302	13497	19960	0	5277	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	185	101002	400	1024	monster_boss_011_born_0	22011001	22011003														300	100	0								250	250	700	900		100	1	1			0	0	0	2000	1	0
507603	3	蜘蛛女王	monster_ZZNW.png	0	101201	50	0	2		95		2000000	8882	17573	0	28791	6596	0	26753	26753	65955	0	0	8000	0	0	0	0	0	0	0	180	101203	400	950	monster_boss_012_born_0	22012001	22012002	22012003	22012006												800	400	400	5000							100	110	150	1024		100	3	1			0	0	0	2000	0.9	0
508101	3	哥布林	monster_GBL.png	0	100105	1	0	2		20		10000	263	1007	0	1058	146	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	110	2001	2000	1024	monster_001_naked_born_0	21001016															100	0	0								100	110	150	650		100	3	1			0	0	0	2000	1	0
508102	3	冰霜哥布林	monster_GBL.png	0	100104	1	0	2		20		10000	332	840	0	904	146	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	140	2002	2000	1024	monster_001_blue_born_2	21001007															100	0	0								250	250	150	200		100	1	1			0	0	0	2000	0.9	0
508103	3	小精灵	monster_XJL.png	0	100201	1	0	2		20		12000	208	1007	0	1111	97	0	546	546	1150	0	0	8000	0	0	0	0	0	0	0	135	2001	2000	1500	monster_003_born_1	21003001	21003002	21003003								21003009	21003010				200	200	100								100	110	175	450		100	1	1			0	0	0	2000	1.1	0
508201	3	冰霜狼人	monster_BSLR.png	0	100701	5	0	2		35		30000	566	1746	434	1899	188	0	1205	1205	2532	0	0	8000	0	0	0	0	0	0	0	110	100702	1500	1024	monster_004_born_0	21004001	21004002									21004006	21004007	21004008	21004009	21004005	300	100	0								0	0	150	650		100	3	1			0	0	0	2000	1	0
508202	3	龙女	monster_LN.png	0	100401	5	0	2		35		30000	0	1313	679	1515	0	235	1205	1205	2785	0	0	8000	0	0	0	0	0	0	0	110	2001	1500	1024	monster_011_born_0	21011001	21011002	21011003								21011004	21011005	21011006			200	200	100								250	250	350	500		100	1	1			0	0	0	2000	1	0
508203	3	牛头人	monster_PTNTG.png	0	101901	5	0	2		35		52000	448	1604	0	1784	165	0	1205	1205	1772	0	0	8000	0	0	0	0	0	0	0	145	2001	1500	1024	monster_008_born_0	21008001	21008002														100	100	0								250	250	150	350		100	1	1			0	0	0	2000	1.1	0
508301	3	猫女	monster_MN.png	0	100301	10	0	2		50		100000	1314	6559	0	6527	690	0	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	220	100301	1100	2048	monster_012_born_1	21012001	21012002									21012005	21012006	21012007			100	100	0								250	250	250	450		100	1	1			0	0	0	2000	1.1	0
508302	3	蝎子男	monster_XZN.png	0	100801	10	0	2		50		95000	1653	4588	0	5258	690	0	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	130	2001	1100	2000	monster_002_born_0	21002002										21002004	21002005				100	0	0								250	250	750	850		100	1	1			0	0	0	2000	1	0
508303	3	投掷哥布林	monster_TZGBL.png	0	101601	10	0	2		50		117000	0	5352	1012	5963	0	690	3163	3163	6922	0	0	8000	0	0	0	0	0	0	0	110	2004	1100	1024	monster_007_born_0	21007001	21007002									21007005	21007006				100	100	0								250	250	650	900		100	1	1			0	0	0	2000	1	0
508401	3	女僵尸	monster_NVJS.png	0	100501	20	0	2		65		600000	3257	7084	0	10033	1624	0	7825	7043	20287	0	0	8000	0	0	0	0	0	0	0	90	2001	800	2000	monster_016_born_1	21016001										21016003	21016004	21016005			100	0	0								250	250	150	200		100	1	1			0	0	0	2000	1	0
508402	3	骷髅弓箭手	monster_KLGS.png	0	101701	20	0	2		65		400000	4306	7084	0	10033	2030	0	7825	7825	20287	0	0	8000	0	0	0	0	0	0	0	110	2004	800	1024	monster_013_born_0	21013010										21013007	21013008				100	100	0								250	250	180	750		100	1	1			0	0	0	2000	1	0
508403	3	男僵尸	monster_NANJS.png	0	100601	20	0	2		65		720000	2582	7084	0	10033	1624	0	7043	7825	20287	0	0	8000	0	0	0	0	0	0	0	145	2001	800	1024	monster_005_born_2	21005001	21005002														100	100	0								250	250	150	350		100	1	1			0	0	0	2000	1.1	0
508501	3	牛头人	monster_PTNTG.png	0	101901	30	0	2		80		1300000	6001	3331	0	9484	2539	0	14356	14356	25386	0	0	8000	0	0	0	0	0	0	0	145	2001	600	1024	monster_008_dash	21008001	21008002	21008003													100	100	300								250	250	150	350		100	1	1			0	0	0	2000	1	0
508502	3	火焰哥布林	monster_GBL.png	0	100102	30	0	2		80		800000	7564	3331	0	9484	5441	0	14356	14356	36266	0	0	8000	0	0	0	0	0	0	0	160	2001	400	1024	monster_001_red_born_1	21001003	21001014														100	200	0								250	250	600	900		100	1	1			0	0	0	2000	1	0
