技能唯一ID	技能类型	动画资源名	图标	技能名称	释放距离X	释放纵深	职业所属	等级	开启等级	前置技能	前置技能等级	所需金币	材料1	材料1数量	材料2	材料2数量	品质	冷却	物理伤害比例	魔法伤害比例	物理固定伤害	魔法固定伤害	物理暴击值	魔法暴击值	命中值	技能消耗能量	技能说明	天赋预览	伤害类型	其他属性计算
30531041	1	card_016_skill1	item_skill_1320.png	裂空矛	280	35	11	41	41	0	0	0	74000001	67	75000001	33	0	10000	10240	0	29889	0	0	0	0	20	[txt:size=18 color=white]极速挥动战矛打击前方，再聚集全身力量向前冲刺。[r]造成[txt:size=18 color=green]102.4%+29889[txt:size=18 color=white]点物理伤害；		0	0
30531042	1	card_016_skill1	item_skill_1320.png	裂空矛	280	35	11	42	42	0	0	0	74000001	69	75000001	34	0	10000	10250	0	30618	0	0	0	0	20	[txt:size=18 color=white]极速挥动战矛打击前方，再聚集全身力量向前冲刺。[r]造成[txt:size=18 color=green]102.5%+30618[txt:size=18 color=white]点物理伤害；		0	0
30531043	1	card_016_skill1	item_skill_1320.png	裂空矛	280	35	11	43	43	0	0	0	74000001	70	75000001	35	0	10000	10250	0	31347	0	0	0	0	20	[txt:size=18 color=white]极速挥动战矛打击前方，再聚集全身力量向前冲刺。[r]造成[txt:size=18 color=green]102.5%+31347[txt:size=18 color=white]点物理伤害；		0	0
30531044	1	card_016_skill1	item_skill_1320.png	裂空矛	280	35	11	44	44	0	0	0	74000001	72	75000001	35	0	10000	10260	0	32076	0	0	0	0	20	[txt:size=18 color=white]极速挥动战矛打击前方，再聚集全身力量向前冲刺。[r]造成[txt:size=18 color=green]102.6%+32076[txt:size=18 color=white]点物理伤害；		0	0
30531045	1	card_016_skill1	item_skill_1320.png	裂空矛	280	35	11	45	45	0	0	0	74000001	74	75000001	36	0	10000	10260	0	32805	0	0	0	0	20	[txt:size=18 color=white]极速挥动战矛打击前方，再聚集全身力量向前冲刺。[r]造成[txt:size=18 color=green]102.6%+32805[txt:size=18 color=white]点物理伤害；		0	0
30531046	1	card_016_skill1	item_skill_1320.png	裂空矛	280	35	11	46	46	0	0	0	74000001	75	75000001	37	0	10000	10270	0	33534	0	0	0	0	20	[txt:size=18 color=white]极速挥动战矛打击前方，再聚集全身力量向前冲刺。[r]造成[txt:size=18 color=green]102.7%+33534[txt:size=18 color=white]点物理伤害；		0	0
30531047	1	card_016_skill1	item_skill_1320.png	裂空矛	280	35	11	47	47	0	0	0	74000001	77	75000001	38	0	10000	10270	0	34263	0	0	0	0	20	[txt:size=18 color=white]极速挥动战矛打击前方，再聚集全身力量向前冲刺。[r]造成[txt:size=18 color=green]102.7%+34263[txt:size=18 color=white]点物理伤害；		0	0
30531048	1	card_016_skill1	item_skill_1320.png	裂空矛	280	35	11	48	48	0	0	0	74000001	78	75000001	39	0	10000	10280	0	34992	0	0	0	0	20	[txt:size=18 color=white]极速挥动战矛打击前方，再聚集全身力量向前冲刺。[r]造成[txt:size=18 color=green]102.8%+34992[txt:size=18 color=white]点物理伤害；		0	0
30531049	1	card_016_skill1	item_skill_1320.png	裂空矛	280	35	11	49	49	0	0	0	74000001	80	75000001	39	0	10000	10290	0	35721	0	0	0	0	20	[txt:size=18 color=white]极速挥动战矛打击前方，再聚集全身力量向前冲刺。[r]造成[txt:size=18 color=green]102.9%+35721[txt:size=18 color=white]点物理伤害；		0	0
30531050	1	card_016_skill1	item_skill_1320.png	裂空矛	280	35	11	50	50	0	0	0	74000001	82	75000001	40	0	10000	10290	0	36450	0	0	0	0	20	[txt:size=18 color=white]极速挥动战矛打击前方，再聚集全身力量向前冲刺。[r]造成[txt:size=18 color=green]102.9%+36450[txt:size=18 color=white]点物理伤害；		0	0
30532000	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！		0	0
30532001	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	1	20	0	0	0	71000001	13	72000001	8	0	20000	10030	0	911	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]100.3%+911[txt:size=18 color=white]点物理伤害；		0	0
30532002	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	2	20	0	0	0	71000001	26	72000001	16	0	20000	10060	0	1823	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]100.6%+1823[txt:size=18 color=white]点物理伤害；		0	0
30532003	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	3	21	0	0	0	71000001	38	72000001	23	0	20000	10090	0	2734	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]100.9%+2734[txt:size=18 color=white]点物理伤害；		0	0
30532004	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	4	21	0	0	0	71000001	51	72000001	31	0	20000	10120	0	3645	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]101.2%+3645[txt:size=18 color=white]点物理伤害；		0	0
30532005	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	5	22	0	0	0	71000001	63	72000001	39	0	20000	10150	0	4556	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]101.5%+4556[txt:size=18 color=white]点物理伤害；		0	0
30532006	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	6	22	0	0	0	71000001	76	72000001	46	0	20000	10180	0	5468	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]101.8%+5468[txt:size=18 color=white]点物理伤害；		0	0
30532007	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	7	23	0	0	0	71000001	88	72000001	54	0	20000	10210	0	6379	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]102.1%+6379[txt:size=18 color=white]点物理伤害；		0	0
30532008	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	8	23	0	0	0	71000001	101	72000001	62	0	20000	10240	0	7290	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]102.4%+7290[txt:size=18 color=white]点物理伤害；		0	0
30532009	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	9	24	0	0	0	71000001	114	72000001	69	0	20000	10270	0	8201	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]102.7%+8201[txt:size=18 color=white]点物理伤害；		0	0
30532010	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	10	24	0	0	0	71000001	126	72000001	77	0	20000	10300	0	9113	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]103%+9113[txt:size=18 color=white]点物理伤害；		0	0
30532011	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	11	25	0	0	0	72000001	85	73000001	43	0	20000	10330	0	10024	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]103.3%+10024[txt:size=18 color=white]点物理伤害；		0	0
30532012	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	12	25	0	0	0	72000001	92	73000001	47	0	20000	10360	0	10935	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]103.6%+10935[txt:size=18 color=white]点物理伤害；		0	0
30532013	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	13	26	0	0	0	72000001	100	73000001	51	0	20000	10390	0	11846	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]103.9%+11846[txt:size=18 color=white]点物理伤害；		0	0
30532014	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	14	26	0	0	0	72000001	107	73000001	55	0	20000	10420	0	12758	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]104.2%+12758[txt:size=18 color=white]点物理伤害；		0	0
30532015	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	15	27	0	0	0	72000001	115	73000001	59	0	20000	10450	0	13669	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]104.5%+13669[txt:size=18 color=white]点物理伤害；		0	0
30532016	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	16	27	0	0	0	72000001	123	73000001	63	0	20000	10480	0	14580	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]104.8%+14580[txt:size=18 color=white]点物理伤害；		0	0
30532017	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	17	28	0	0	0	72000001	130	73000001	66	0	20000	10510	0	15491	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]105.1%+15491[txt:size=18 color=white]点物理伤害；		0	0
30532018	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	18	28	0	0	0	72000001	138	73000001	70	0	20000	10540	0	16403	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]105.4%+16403[txt:size=18 color=white]点物理伤害；		0	0
30532019	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	19	29	0	0	0	72000001	146	73000001	74	0	20000	10570	0	17314	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]105.7%+17314[txt:size=18 color=white]点物理伤害；		0	0
30532020	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	20	29	0	0	0	72000001	153	73000001	78	0	20000	10600	0	18225	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]106%+18225[txt:size=18 color=white]点物理伤害；		0	0
30532021	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	21	30	0	0	0	73000001	82	74000001	54	0	20000	10630	0	19136	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]106.3%+19136[txt:size=18 color=white]点物理伤害；		0	0
30532022	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	22	30	0	0	0	73000001	86	74000001	56	0	20000	10660	0	20048	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]106.6%+20048[txt:size=18 color=white]点物理伤害；		0	0
30532023	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	23	31	0	0	0	73000001	90	74000001	59	0	20000	10690	0	20959	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]106.9%+20959[txt:size=18 color=white]点物理伤害；		0	0
30532024	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	24	31	0	0	0	73000001	94	74000001	61	0	20000	10720	0	21870	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]107.2%+21870[txt:size=18 color=white]点物理伤害；		0	0
30532025	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	25	32	0	0	0	73000001	98	74000001	64	0	20000	10750	0	22781	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]107.5%+22781[txt:size=18 color=white]点物理伤害；		0	0
30532026	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	26	32	0	0	0	73000001	101	74000001	66	0	20000	10780	0	23693	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]107.8%+23693[txt:size=18 color=white]点物理伤害；		0	0
30532027	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	27	33	0	0	0	73000001	105	74000001	69	0	20000	10800	0	24604	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]108%+24604[txt:size=18 color=white]点物理伤害；		0	0
30532028	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	28	33	0	0	0	73000001	109	74000001	71	0	20000	10830	0	25515	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]108.3%+25515[txt:size=18 color=white]点物理伤害；		0	0
30532029	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	29	34	0	0	0	73000001	113	74000001	74	0	20000	10860	0	26426	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]108.6%+26426[txt:size=18 color=white]点物理伤害；		0	0
30532030	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	30	34	0	0	0	73000001	117	74000001	76	0	20000	10890	0	27338	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]108.9%+27338[txt:size=18 color=white]点物理伤害；		0	0
30532031	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	31	35	0	0	0	74000001	79	75000001	39	0	20000	10920	0	28249	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]109.2%+28249[txt:size=18 color=white]点物理伤害；		0	0
30532032	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	32	35	0	0	0	74000001	81	75000001	40	0	20000	10950	0	29160	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]109.5%+29160[txt:size=18 color=white]点物理伤害；		0	0
30532033	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	33	36	0	0	0	74000001	84	75000001	41	0	20000	10980	0	30071	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]109.8%+30071[txt:size=18 color=white]点物理伤害；		0	0
30532034	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	34	36	0	0	0	74000001	86	75000001	42	0	20000	11010	0	30983	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]110.1%+30983[txt:size=18 color=white]点物理伤害；		0	0
30532035	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	35	37	0	0	0	74000001	89	75000001	44	0	20000	11040	0	31894	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]110.4%+31894[txt:size=18 color=white]点物理伤害；		0	0
30532036	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	36	37	0	0	0	74000001	91	75000001	45	0	20000	11070	0	32805	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]110.7%+32805[txt:size=18 color=white]点物理伤害；		0	0
30532037	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	37	38	0	0	0	74000001	94	75000001	46	0	20000	11100	0	33716	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]111%+33716[txt:size=18 color=white]点物理伤害；		0	0
30532038	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	38	38	0	0	0	74000001	96	75000001	47	0	20000	11130	0	34628	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]111.3%+34628[txt:size=18 color=white]点物理伤害；		0	0
30532039	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	39	39	0	0	0	74000001	99	75000001	49	0	20000	11160	0	35539	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]111.6%+35539[txt:size=18 color=white]点物理伤害；		0	0
30532040	2	card_016_skill2	item_skill_1310.png	流星闪影击	620	35	11	40	40	0	0	0	74000001	102	75000001	50	0	20000	11190	0	36450	0	0	0	0	40	[txt:size=18 color=white]快速用武器打击目标，按住左右方向可以控制技能打击方向！[r]造成[txt:size=18 color=green]111.9%+36450[txt:size=18 color=white]点物理伤害；		0	0
30571000	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	0	0	0	0	0	0	0	0	0	0	6000	0	0	0	0	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，对敌人造成伤害。		0	0
30571001	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	1	15	0	0	0	71000001	9	72000001	5	0	6000	0	10020	0	972	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]100.2%+972[txt:size=18 color=white]点魔法伤害。		0	0
30571002	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	2	15	0	0	0	71000001	17	72000001	10	0	6000	0	10040	0	1944	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]100.4%+1944[txt:size=18 color=white]点魔法伤害。		0	0
30571003	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	3	16	0	0	0	71000001	25	72000001	15	0	6000	0	10050	0	2916	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]100.5%+2916[txt:size=18 color=white]点魔法伤害。		0	0
30571004	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	4	16	0	0	0	71000001	33	72000001	20	0	6000	0	10070	0	3888	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]100.7%+3888[txt:size=18 color=white]点魔法伤害。		0	0
30571005	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	5	17	0	0	0	71000001	41	72000001	25	0	6000	0	10090	0	4860	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]100.9%+4860[txt:size=18 color=white]点魔法伤害。		0	0
30571006	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	6	17	0	0	0	71000001	49	72000001	30	0	6000	0	10110	0	5832	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]101.1%+5832[txt:size=18 color=white]点魔法伤害。		0	0
30571007	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	7	18	0	0	0	71000001	57	72000001	35	0	6000	0	10120	0	6804	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]101.2%+6804[txt:size=18 color=white]点魔法伤害。		0	0
30571008	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	8	18	0	0	0	71000001	65	72000001	40	0	6000	0	10140	0	7776	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]101.4%+7776[txt:size=18 color=white]点魔法伤害。		0	0
30571009	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	9	19	0	0	0	71000001	73	72000001	45	0	6000	0	10160	0	8748	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]101.6%+8748[txt:size=18 color=white]点魔法伤害。		0	0
30571010	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	10	19	0	0	0	71000001	81	72000001	50	0	6000	0	10180	0	9720	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]101.8%+9720[txt:size=18 color=white]点魔法伤害。		0	0
30571011	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	11	20	0	0	0	71000001	89	72000001	55	0	6000	0	10190	0	10692	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]101.9%+10692[txt:size=18 color=white]点魔法伤害。		0	0
30571012	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	12	20	0	0	0	71000001	97	72000001	59	0	6000	0	10210	0	11664	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]102.1%+11664[txt:size=18 color=white]点魔法伤害。		0	0
30571013	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	13	21	0	0	0	71000001	106	72000001	64	0	6000	0	10230	0	12636	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]102.3%+12636[txt:size=18 color=white]点魔法伤害。		0	0
30571014	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	14	21	0	0	0	71000001	114	72000001	69	0	6000	0	10250	0	13608	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]102.5%+13608[txt:size=18 color=white]点魔法伤害。		0	0
30571015	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	15	22	0	0	0	71000001	122	72000001	74	0	6000	0	10260	0	14580	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]102.6%+14580[txt:size=18 color=white]点魔法伤害。		0	0
30571016	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	16	22	0	0	0	71000001	130	72000001	79	0	6000	0	10280	0	15552	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]102.8%+15552[txt:size=18 color=white]点魔法伤害。		0	0
30571017	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	17	23	0	0	0	71000001	138	72000001	84	0	6000	0	10300	0	16524	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]103%+16524[txt:size=18 color=white]点魔法伤害。		0	0
30571018	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	18	23	0	0	0	71000001	146	72000001	89	0	6000	0	10320	0	17496	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]103.2%+17496[txt:size=18 color=white]点魔法伤害。		0	0
30571019	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	19	24	0	0	0	71000001	154	72000001	94	0	6000	0	10330	0	18468	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]103.3%+18468[txt:size=18 color=white]点魔法伤害。		0	0
30571020	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	20	24	0	0	0	71000001	162	72000001	99	0	6000	0	10350	0	19440	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]103.5%+19440[txt:size=18 color=white]点魔法伤害。		0	0
30571021	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	21	25	0	0	0	72000001	104	73000001	53	0	6000	0	10370	0	20412	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]103.7%+20412[txt:size=18 color=white]点魔法伤害。		0	0
30571022	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	22	25	0	0	0	72000001	109	73000001	55	0	6000	0	10390	0	21384	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]103.9%+21384[txt:size=18 color=white]点魔法伤害。		0	0
30571023	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	23	26	0	0	0	72000001	113	73000001	58	0	6000	0	10400	0	22356	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]104%+22356[txt:size=18 color=white]点魔法伤害。		0	0
30571024	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	24	26	0	0	0	72000001	118	73000001	60	0	6000	0	10420	0	23328	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]104.2%+23328[txt:size=18 color=white]点魔法伤害。		0	0
30571025	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	25	27	0	0	0	72000001	123	73000001	63	0	6000	0	10440	0	24300	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]104.4%+24300[txt:size=18 color=white]点魔法伤害。		0	0
30571026	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	26	27	0	0	0	72000001	128	73000001	65	0	6000	0	10460	0	25272	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]104.6%+25272[txt:size=18 color=white]点魔法伤害。		0	0
30571027	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	27	28	0	0	0	72000001	133	73000001	68	0	6000	0	10470	0	26244	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]104.7%+26244[txt:size=18 color=white]点魔法伤害。		0	0
30571028	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	28	28	0	0	0	72000001	138	73000001	70	0	6000	0	10490	0	27216	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]104.9%+27216[txt:size=18 color=white]点魔法伤害。		0	0
