技能唯一ID	技能类型0-14	动画资源名	图标	技能名称	技能释放距离	释放纵深	职业所属	等级	开启等级	前置技能	前置技能等级	所需金币	材料1	材料1数量	材料2	材料2数量	品质	冷却	物理伤害比例	魔法伤害比例	物理固定伤害	魔法固定伤害	物理暴击值	魔法暴击值	命中值	技能消耗能量	技能说明	天赋预览	伤害类型	其他属性计算
23030004	3	card_022_skill3	item_skill_2130.png	多重乱射	450	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]使用双枪对周围敌人进连续的混乱射击。[r]造成[txt:size=18 color=green]100.3%+960[txt:size=18 color=white]点物理伤害；		0	0
23031001	0	card_013_atk1_ai	UI_battle_attack3.png	气冲云水AI普攻	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	气冲云水普攻		0	0
23031002	1	card_013_skill01	item_skill_2110.png	念气炮	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向前方敌人轰出三记念气炮。[r]造成[txt:size=18 color=green]100.2%+410[txt:size=18 color=white]点物理伤害；100.2%+410[txt:size=18 color=white]点魔法伤害。		0	0
23031003	2	card_013_skill02_01	item_skill_2130.png	推云掌	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]双掌前推将念气送出，产生爆破效果对敌人造成伤害。[r]造成[txt:size=18 color=green]100.4%+641[txt:size=18 color=white]点物理伤害；100.4%+641[txt:size=18 color=white]点魔法伤害。		0	0
23031004	3	card_013_skill03_01	item_skill_2130.png	排山倒海	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]连续出掌，向敌人释放排山倒海般的攻击波。[r]造成[txt:size=18 color=green]100.7%+684[txt:size=18 color=white]点物理伤害；100.7%+684[txt:size=18 color=white]点魔法伤害。		0	0
23032001	0	card_018_atk1_Ai	UI_battle_attack2.png	生灵灭AI普攻	500	45	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	生灵灭AI普攻		0	0
23032002	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]100.2%+972[txt:size=18 color=white]点魔法伤害。		0	0
23032003	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]100.5%+648[txt:size=18 color=white]点魔法伤害。		0	0
23032004	3	card_018_skill3	item_skill_1910.png	钢铁之拳	650	100	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]打开次元之门召唤巨型机器人之拳对敌人猛烈打击。距离次元之门越近，伤害越高。[r]造成[txt:size=18 color=green]100.7%+864[txt:size=18 color=white]点魔法伤害。		0	0
23033001	0	card_003_atk1_Ai	UI_battle_attack4.png	叶秋AI普攻	350	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	战斗法师小伙伴普攻		0	0
23033002	1	card_003_skill1	item_skill_0330.png	伏龙翔天	700	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]使用战矛击打地面后，一条火龙从地下窜出攻击敌人。[r]造成[txt:size=18 color=green]100.1%+810[txt:size=18 color=white]点物理伤害；		0	0
23033003	2	card_003_skill2_1	item_skill_0310.png	怒龙穿心破	700	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向前瞬移，利用身体产生的旋风击穿敌人。[r]造成[txt:size=18 color=green]100.4%+540[txt:size=18 color=white]点物理伤害；		0	0
23033004	3	card_003_skill3	item_skill_0320.png	蛟龙出海	500	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]挥动战矛射出风火轮滚动攻击敌人。[r]造成[txt:size=18 color=green]100.6%+720[txt:size=18 color=white]点物理伤害；		0	0
23034001	0	role_js_atk1_AiSkill	UI_battle_attack1.png	男剑客普攻1	200	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0			0	0
23034002	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]100.1%[txt:size=18 color=white]物理伤害；		0	0
23034003	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]100.1%[txt:size=18 color=white]物理伤害；		0	0
23034004	3	role_js_skill3	item_skill_1730.png	迎风一刀斩	550	55	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]在半空中旋转剑身形成一个攻击圈，范围所有敌人都会受到强大的剑气冲击。[r]造成[txt:size=18 color=green]100%[txt:size=18 color=white]物理伤害，并增加[txt:size=18 color=green]210[txt:size=18 color=white]点技能暴击率。		0	0
23035001	0	role_qfj_atk_1_Ai	UI_battle_attack3.png	男拳师普攻1	150	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	男拳师普攻1		0	0
23035002	1	role_qfj_skill1	item_skill_longbaoji.png	龙虎乱舞	150	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向前方发出强威力的拳脚攻击并使自身和敌人跃上空中，[r]造成[txt:size=18 color=green]100.17%[txt:size=18 color=white]点物理伤害；		0	0
23035003	2	role_qfj_skill2	item_skill_shuaida.png	断背摔	150	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]将目标敌人抛至空中，抓取后在地面上反复摔打。[r]造成[txt:size=18 color=green]100.125%[txt:size=18 color=white]点物理伤害；		0	0
23035004	3	role_qfj_skill3	item_skill_shandiantu.png	旋风腿	150	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]快速旋转身体，用腿对敌人发动迅猛快如闪电的连续攻击。[r]造成[txt:size=18 color=green]100.2%[txt:size=18 color=white]点物理伤害；		0	0
23036001	0	role_qps_atk1_AiSkill	UI_battle_attack2.png	女枪手普攻1	650	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	女枪手普攻1		0	0
23036002	1	role_qps_skill1	item_skill_1010.png	加农炮	500	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]蓄力后向敌人发射能量球，撞向敌人后爆炸。[r]造成[txt:size=18 color=green]100.1%[txt:size=18 color=white]魔法伤害；		0	0
23036003	2	role_qps_skill2	item_skill_2210.png	火力压制	550	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向前方敌人发射密集子弹，用强大的火力将其压制。[r]造成[txt:size=18 color=green]100.1%[txt:size=18 color=white]魔法伤害，并增加[txt:size=18 color=green]100[txt:size=18 color=white]点技能命中率。		0	0
23036004	3	role_qps_skill3	item_skill_1620.png	枪炮武术	550	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向前滑铲使敌人浮空，接着双枪同时发射大量子弹攻击空中的敌人。[r]造成[txt:size=18 color=green]100%[txt:size=18 color=white]魔法伤害，并增加[txt:size=18 color=green]200[txt:size=18 color=white]点技能命中率。		0	0
56003003	10	shandian_30		一大波雷电垂直落下	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	0	1500	0	0	0	0	10000	0	一大波雷电垂直落下		1	7
23037001	0	role_mdxz_atk1_Ai	UI_battle_attack4.png	AI普攻	400	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	魔道学者普攻		0	0
23037002	1	role_mdxz_skill1	item_skill_30614.png	自然科技	250	60	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]普通状态：在自身周遭释放冰阵，造成伤害击退目标。[r]造成[txt:size=18 color=green]100.08%[txt:size=18 color=white]点物理伤害；100.08%[txt:size=18 color=white]点魔法伤害。		0	0
23037003	2	role_mdxz_skill2	item_skill_30616.png	暴力科技	400	55	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]普通状态：向前扔束缚带捆住目标，随后一拳打出伤害。[r]造成[txt:size=18 color=green]100.1%[txt:size=18 color=white]点物理伤害；100.1%[txt:size=18 color=white]点魔法伤害。		0	0
23037004	3	role_mdxz_skill3	item_skill_30615.png	工业科技	250	60	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]普通状态：召唤电塔，攻击电圈内目标。[r]造成[txt:size=18 color=green]100.15%[txt:size=18 color=white]点物理伤害；100.15%[txt:size=18 color=white]点魔法伤害。		0	0
21103401	0	world_boss_012_atk1		世界boss普攻	650	60	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	魔道学者普攻		0	0
21103402	1	world_boss_012_skill1		技能一	1200	60	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]普通状态：在自身周遭释放冰阵，造成伤害击退目标。[r]造成[txt:size=18 color=green]100.08%[txt:size=18 color=white]点物理伤害；100.08%[txt:size=18 color=white]点魔法伤害。		0	0
21103403	2	world_boss_012_skill2		技能二	450	150	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]普通状态：向前扔束缚带捆住目标，随后一拳打出伤害。[r]造成[txt:size=18 color=green]100.1%[txt:size=18 color=white]点物理伤害；100.1%[txt:size=18 color=white]点魔法伤害。		0	0
21103404	3	world_boss_012_skill3		技能三	250	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]普通状态：召唤电塔，攻击电圈内目标。[r]造成[txt:size=18 color=green]100.15%[txt:size=18 color=white]点物理伤害；100.15%[txt:size=18 color=white]点魔法伤害。		0	0
21103405	4	world_boss_012_skill4		技能四	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]普通状态：在自身周遭释放冰阵，造成伤害击退目标。[r]造成[txt:size=18 color=green]100.08%[txt:size=18 color=white]点物理伤害；100.08%[txt:size=18 color=white]点魔法伤害。		0	0
21103406	5	world_boss_012_skill5		技能五	500	70	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]普通状态：向前扔束缚带捆住目标，随后一拳打出伤害。[r]造成[txt:size=18 color=green]100.1%[txt:size=18 color=white]点物理伤害；100.1%[txt:size=18 color=white]点魔法伤害。		0	0
21103407	6	world_boss_012_skill6		技能六	1000	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]普通状态：召唤电塔，攻击电圈内目标。[r]造成[txt:size=18 color=green]100.15%[txt:size=18 color=white]点物理伤害；100.15%[txt:size=18 color=white]点魔法伤害。		0	0
