俱乐部id	俱乐部名称	俱乐部按钮图标	俱乐部动画标志	俱乐部等级	玩家等级段	单人赛出场卡牌	多人赛队长1号位	多人赛2号位	多人赛3号位	4积分宝箱	组数1	8积分宝箱	组数2	12积分宝箱	组数3	宝石孔位	洗练属性	俱乐部权重	俱乐部出现位置	俱乐部星级	包含关卡id	个人赛1星时间	个人赛2星时间	个人赛3星时间	团队赛1星时间	团队赛2星时间	团队赛3星时间	产出卡牌
208002	虚无	team_02.png	iconClubXX.png	80	80:84;	21202016:1400;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;42203016:200;	41203116:10000;	21202016:1400;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;42203016:200;	21202016:1400;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;42203016:200;	20011050;20011050;20012000;20015010;20015010;20017025;20216010;	1:7870;2:1500;3:400;4:230;	20021050;20021050;20022000;20025010;20025010;20023060;20027025;20226010;	1:4680;2:3500;3:1500;4:320;	20031050;20031050;20032000;20035010;20035010;20033060;20037025;20236010;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2006	6000000	60000	30000	6000000	60000	30000	41203;21099;11099;
208003	马刺	team_07.png	iconClubXX.png	80	80:84;	21202016:1400;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;54102016:200;	21202016:1400;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;52302116:200;	21202016:1400;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;54102016:200;	21202016:1400;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;54102016:200;	20011050;20011050;20012000;20015010;20015010;20017025;	1:7870;2:1500;3:400;4:230;	20021050;20021050;20022000;20025010;20025010;20023060;20027025;	1:4680;2:3500;3:1500;4:320;	20031050;20031050;20032000;20035010;20035010;20033060;20037025;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2008	6000000	60000	30000	6000000	60000	30000	21099;11099;
108001	传奇	team_11.png	iconClubXX.png	80	80:84;	21202016:1400;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;41306116:200;	41306116:10000;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	10011050;10011050;10012000;10015010;10015010;20017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;20027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;20037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2017	6000000	60000	30000	6000000	60000	30000	11099;
108002	无极	team_14.png	iconClubXX.png	80	80:84;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	32005116:10000;	31304016:10000;	21202016:1400;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1600;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2022	6000000	60000	30000	6000000	60000	30000	11099;
108003	穿天	team_10.png	iconClubXX.png	80	80:84;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2015	6000000	60000	30000	6000000	60000	30000	11099;
108004	雄华	team_16.png	iconClubXX.png	80	80:84;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2011	6000000	60000	30000	6000000	60000	30000	11099;
108005	倾贺	team_09.png	iconClubXX.png	80	80:84;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2012	6000000	60000	30000	6000000	60000	30000	11099;
108006	重律	team_21.png	iconClubXX.png	80	80:84;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2014	6000000	60000	30000	6000000	60000	30000	11099;
108007	诛仙	team_17.png	iconClubXX.png	80	80:84;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2020	6000000	60000	30000	6000000	60000	30000	11099;
108008	夕火	team_12.png	iconClubXX.png	80	80:84;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2021	6000000	60000	30000	6000000	60000	30000	11099;
108009	时光	team_20.png	iconClubXX.png	80	80:84;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2023	6000000	60000	30000	6000000	60000	30000	11099;
108010	玄奇	team_18.png	iconClubXX.png	80	80:84;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	21202016:1600;21303016:1400;12002016:1400;21302016:1400;21102016:1400;22103016:1400;12102016:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2024	6000000	60000	30000	6000000	60000	30000	11099;
308501	天河	iconClubLY.png	iconClubXX.png	85	85:89;	31002017:6000;21202017:300;21303017:300;12002017:300;21302017:300;21102017:300;22103017:300;12102017:300;51005017:950;31008017:950;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1600;	51005117:10000;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1600;	30011050;30011050;30012000;30015010;30015010;30013060;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023060;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033060;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2004	6000000	60000	30000	6000000	60000	30000	31099;21099;
308502	天药	iconClubWC.png	iconClubXX.png	85	85:89;	21202017:200;21303017:200;12002017:200;21302017:200;21102017:200;22103017:200;12102017:200;51006017:5000;32104017:3600;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1600;	51006117:10000;	32104017:10000;	30011050;30011050;30012000;30015010;30015010;30013060;30017025;30216010;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023060;30027025;30226010;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033060;30037025;30236010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2003	6000000	60000	30000	6000000	60000	30000	51006;31099;21099;
308503	荣星	iconClubXX.png	iconClubXX.png	85	85:89;	43102017:1400;44003017:1400;24004017:1400;11007017:1400;12003017:1400;22004017:1000;42006017:1000;41103017:500;32005017:500;	22004017:10000;	44003017:10000;	43102017:10000;	30011050;30011050;30012000;30015010;30015010;30013060;30017025;30316010;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023060;30027025;30326010;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033060;30037025;30336010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2019	6000000	60000	30000	6000000	60000	30000	44003;43102;42006;31099;21099;
308504	醉花	team_06.png	iconClubXX.png	85	85:89;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	30011050;30011050;30012000;30015010;30015010;30013060;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023060;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033060;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2005	6000000	60000	30000	6000000	60000	30000	31099;21099;
308505	兵王	iconClubBT.png	iconClubXX.png	85	85:89;	53002017:6000;52205017:1000;32202017:3000;	53002117:10000;	52205017:400;32202017:500;21202017:1300;21303017:1300;12002017:1300;21302017:1300;21102017:1300;22103017:1300;12102017:1300;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1600;	30011050;30011050;30012000;30015010;30015010;30013060;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023060;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033060;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2001	6000000	60000	30000	6000000	60000	30000	31099;21099;
308506	凛冽	team_04.png	iconClubXX.png	85	85:89;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	43202017:10000;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	30011050;30011050;30012000;30015010;30015010;30013060;30017025;30616010;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023060;30027025;30626010;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033060;30037025;30636010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2009	6000000	60000	30000	6000000	60000	30000	43202;31099;21099;
308507	往生	iconClubLH.png	iconClubXX.png	85	85:89;	21202017:500;21303017:500;12002017:500;21302017:500;21102017:500;22103017:500;12102017:500;54002017:6500;	54002117:10000;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	30011050;30011050;30012000;30015010;30015010;30013060;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023060;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033060;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2002	6000000	60000	30000	6000000	60000	30000	31099;21099;
208501	斩魄	team_08.png	iconClubXX.png	85	85:89;	21202017:1300;21303017:1300;12002017:1300;21302017:1300;21102017:1300;22103017:1300;12102017:1300;41103017:900;	41103117:10000;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1600;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1600;	20011050;20011050;20012000;20015010;20015010;30017025;20116010;	1:7870;2:1500;3:400;4:230;	20021050;20021050;20022000;20025010;20025010;20023060;30027025;20126010;	1:4680;2:3500;3:1500;4:320;	20031050;20031050;20032000;20035010;20035010;20033060;30037025;20136010;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2010	6000000	60000	30000	6000000	60000	30000	41103;21099;11099;
208502	虚无	team_02.png	iconClubXX.png	85	85:89;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;42203017:200;	41203117:10000;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;42203017:200;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;42203017:200;	20011050;20011050;20012000;20015010;20015010;20017025;20216010;	1:7870;2:1500;3:400;4:230;	20021050;20021050;20022000;20025010;20025010;20023060;20027025;20226010;	1:4680;2:3500;3:1500;4:320;	20031050;20031050;20032000;20035010;20035010;20033060;20037025;20236010;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2006	6000000	60000	30000	6000000	60000	30000	41203;21099;11099;
208503	马刺	team_07.png	iconClubXX.png	85	85:89;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;54102017:200;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;52302117:200;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;54102017:200;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;54102017:200;	20011050;20011050;20012000;20015010;20015010;20017025;	1:7870;2:1500;3:400;4:230;	20021050;20021050;20022000;20025010;20025010;20023060;20027025;	1:4680;2:3500;3:1500;4:320;	20031050;20031050;20032000;20035010;20035010;20033060;20037025;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2008	6000000	60000	30000	6000000	60000	30000	21099;11099;
108501	传奇	team_11.png	iconClubXX.png	85	85:89;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;41306117:200;	41306117:10000;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	10011050;10011050;10012000;10015010;10015010;20017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;20027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;20037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2017	6000000	60000	30000	6000000	60000	30000	11099;
108502	无极	team_14.png	iconClubXX.png	85	85:89;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	32005117:10000;	31304017:10000;	21202017:1400;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1600;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2022	6000000	60000	30000	6000000	60000	30000	11099;
108503	穿天	team_10.png	iconClubXX.png	85	85:89;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2015	6000000	60000	30000	6000000	60000	30000	11099;
108504	雄华	team_16.png	iconClubXX.png	85	85:89;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2011	6000000	60000	30000	6000000	60000	30000	11099;
108505	倾贺	team_09.png	iconClubXX.png	85	85:89;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2012	6000000	60000	30000	6000000	60000	30000	11099;
108506	重律	team_21.png	iconClubXX.png	85	85:89;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2014	6000000	60000	30000	6000000	60000	30000	11099;
108507	诛仙	team_17.png	iconClubXX.png	85	85:89;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2020	6000000	60000	30000	6000000	60000	30000	11099;
108508	夕火	team_12.png	iconClubXX.png	85	85:89;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2021	6000000	60000	30000	6000000	60000	30000	11099;
108509	时光	team_20.png	iconClubXX.png	85	85:89;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2023	6000000	60000	30000	6000000	60000	30000	11099;
108510	玄奇	team_18.png	iconClubXX.png	85	85:89;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	21202017:1600;21303017:1400;12002017:1400;21302017:1400;21102017:1400;22103017:1400;12102017:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033060;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2024	6000000	60000	30000	6000000	60000	30000	11099;
309001	天河	iconClubLY.png	iconClubXX.png	90	90:94;	31002018:6000;21202018:300;21303018:300;12002018:300;21302018:300;21102018:300;22103018:300;12102018:300;51005018:950;31008018:950;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1600;	51005118:10000;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1600;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2004	6000000	60000	30000	6000000	60000	30000	31099;21099;
309002	天药	iconClubWC.png	iconClubXX.png	90	90:94;	21202018:200;21303018:200;12002018:200;21302018:200;21102018:200;22103018:200;12102018:200;51006018:5000;32104018:3600;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1600;	51006118:10000;	32104018:10000;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;30216010;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;30226010;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;30236010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2003	6000000	60000	30000	6000000	60000	30000	51006;31099;21099;
