道具组id	道具类型	道具id	道具名称	道具数量	道具权重
404076	1	44403015	圣灵元素头盔	1	63
404076	1	44104015	愤怒精灵皮靴	1	63
404076	1	44204015	穿云皮靴	1	63
404076	1	44304015	毒龙蚀心长靴	1	63
404076	1	44404015	爱之花长靴	1	63
404076	1	44105015	雨落断尘长裤	1	63
404076	1	44205015	悲哀猎人长裤	1	63
404076	1	44305015	深渊者长裤	1	63
404076	1	44405015	赤色月蚀长裤	1	63
404077	1	44102015	地狱灼魂胸甲	1	63
404077	1	44202015	绝境先锋马甲	1	63
404077	1	44302015	圣灵斗者金甲	1	63
404077	1	44402015	天域长袍	1	63
404077	1	44103015	飞燕追影头盔	1	63
404077	1	44203015	巴特雷帽子	1	63
404077	1	44303015	霸王钢牙头盔	1	63
404077	1	44403015	圣灵元素头盔	1	63
404077	1	44104015	愤怒精灵皮靴	1	63
404077	1	44204015	穿云皮靴	1	63
404077	1	44304015	毒龙蚀心长靴	1	63
404077	1	44404015	爱之花长靴	1	63
404077	1	44105015	雨落断尘长裤	1	63
404077	1	44205015	悲哀猎人长裤	1	63
404077	1	44305015	深渊者长裤	1	63
404077	1	44405015	赤色月蚀长裤	1	63
404078	1	44102015	地狱灼魂胸甲	1	44
404078	1	44202015	绝境先锋马甲	1	44
404078	1	44302015	圣灵斗者金甲	1	44
404078	1	44402015	天域长袍	1	44
404078	1	44103015	飞燕追影头盔	1	44
404078	1	44203015	巴特雷帽子	1	44
404078	1	44303015	霸王钢牙头盔	1	44
404078	1	44403015	圣灵元素头盔	1	44
404078	1	44104015	愤怒精灵皮靴	1	44
404078	1	44204015	穿云皮靴	1	44
404078	1	44304015	毒龙蚀心长靴	1	44
404078	1	44404015	爱之花长靴	1	44
404078	1	44105015	雨落断尘长裤	1	44
404078	1	44205015	悲哀猎人长裤	1	44
404078	1	44305015	深渊者长裤	1	44
404078	1	44405015	赤色月蚀长裤	1	44
404079	1	44102015	地狱灼魂胸甲	1	44
404079	1	44202015	绝境先锋马甲	1	44
404079	1	44302015	圣灵斗者金甲	1	44
404079	1	44402015	天域长袍	1	44
404079	1	44103015	飞燕追影头盔	1	44
404079	1	44203015	巴特雷帽子	1	44
404079	1	44303015	霸王钢牙头盔	1	44
404079	1	44403015	圣灵元素头盔	1	44
404079	1	44104015	愤怒精灵皮靴	1	44
404079	1	44204015	穿云皮靴	1	44
404079	1	44304015	毒龙蚀心长靴	1	44
404079	1	44404015	爱之花长靴	1	44
404079	1	44105015	雨落断尘长裤	1	44
404079	1	44205015	悲哀猎人长裤	1	44
404079	1	44305015	深渊者长裤	1	44
404079	1	44405015	赤色月蚀长裤	1	44
404080	1	44102015	地狱灼魂胸甲	1	44
404080	1	44202015	绝境先锋马甲	1	44
404080	1	44302015	圣灵斗者金甲	1	44
404080	1	44402015	天域长袍	1	44
404080	1	44103015	飞燕追影头盔	1	44
404080	1	44203015	巴特雷帽子	1	44
404080	1	44303015	霸王钢牙头盔	1	44
404080	1	44403015	圣灵元素头盔	1	44
404080	1	44104015	愤怒精灵皮靴	1	44
404080	1	44204015	穿云皮靴	1	44
404080	1	44304015	毒龙蚀心长靴	1	44
404080	1	44404015	爱之花长靴	1	44
404080	1	44105015	雨落断尘长裤	1	44
404080	1	44205015	悲哀猎人长裤	1	44
404080	1	44305015	深渊者长裤	1	44
404080	1	44405015	赤色月蚀长裤	1	44
404081	1	44102016	上古契约长衫	1	63
404081	1	44202016	游离之心风衣	1	63
404081	1	44302016	游龙斗魂皮甲	1	63
404081	1	44402016	至尊闪耀法袍	1	63
404081	1	44103016	疾风月光头盔	1	63
404081	1	44203016	机械达人轻盔	1	63
404081	1	44303016	拳皇遗产头盔	1	63
404081	1	44403016	圣灵救赎头盔	1	63
404081	1	44104016	厄运长靴	1	63
404081	1	44204016	玄铁玫瑰靴子	1	63
404081	1	44304016	黑暗蟒皮长靴	1	63
404081	1	44404016	冰火之歌长靴	1	63
404081	1	44105016	驭剑者长裤	1	63
404081	1	44205016	涉猎传说长裤	1	63
404081	1	44305016	血祭龙鳞长裤	1	63
404081	1	44405016	魔法起源长裤	1	63
404082	1	44102016	上古契约长衫	1	63
404082	1	44202016	游离之心风衣	1	63
404082	1	44302016	游龙斗魂皮甲	1	63
404082	1	44402016	至尊闪耀法袍	1	63
404082	1	44103016	疾风月光头盔	1	63
404082	1	44203016	机械达人轻盔	1	63
404082	1	44303016	拳皇遗产头盔	1	63
404082	1	44403016	圣灵救赎头盔	1	63
404082	1	44104016	厄运长靴	1	63
404082	1	44204016	玄铁玫瑰靴子	1	63
404082	1	44304016	黑暗蟒皮长靴	1	63
404082	1	44404016	冰火之歌长靴	1	63
404082	1	44105016	驭剑者长裤	1	63
404082	1	44205016	涉猎传说长裤	1	63
404082	1	44305016	血祭龙鳞长裤	1	63
404082	1	44405016	魔法起源长裤	1	63
404083	1	44102016	上古契约长衫	1	44
404083	1	44202016	游离之心风衣	1	44
404083	1	44302016	游龙斗魂皮甲	1	44
404083	1	44402016	至尊闪耀法袍	1	44
404083	1	44103016	疾风月光头盔	1	44
404083	1	44203016	机械达人轻盔	1	44
404083	1	44303016	拳皇遗产头盔	1	44
404083	1	44403016	圣灵救赎头盔	1	44
404083	1	44104016	厄运长靴	1	44
404083	1	44204016	玄铁玫瑰靴子	1	44
404083	1	44304016	黑暗蟒皮长靴	1	44
404083	1	44404016	冰火之歌长靴	1	44
404083	1	44105016	驭剑者长裤	1	44
404083	1	44205016	涉猎传说长裤	1	44
404083	1	44305016	血祭龙鳞长裤	1	44
404083	1	44405016	魔法起源长裤	1	44
404084	1	44102016	上古契约长衫	1	44
404084	1	44202016	游离之心风衣	1	44
404084	1	44302016	游龙斗魂皮甲	1	44
404084	1	44402016	至尊闪耀法袍	1	44
404084	1	44103016	疾风月光头盔	1	44
404084	1	44203016	机械达人轻盔	1	44
404084	1	44303016	拳皇遗产头盔	1	44
404084	1	44403016	圣灵救赎头盔	1	44
404084	1	44104016	厄运长靴	1	44
404084	1	44204016	玄铁玫瑰靴子	1	44
404084	1	44304016	黑暗蟒皮长靴	1	44
404084	1	44404016	冰火之歌长靴	1	44
404084	1	44105016	驭剑者长裤	1	44
404084	1	44205016	涉猎传说长裤	1	44
404084	1	44305016	血祭龙鳞长裤	1	44
404084	1	44405016	魔法起源长裤	1	44
404085	1	44102016	上古契约长衫	1	44
404085	1	44202016	游离之心风衣	1	44
404085	1	44302016	游龙斗魂皮甲	1	44
404085	1	44402016	至尊闪耀法袍	1	44
404085	1	44103016	疾风月光头盔	1	44
404085	1	44203016	机械达人轻盔	1	44
404085	1	44303016	拳皇遗产头盔	1	44
404085	1	44403016	圣灵救赎头盔	1	44
404085	1	44104016	厄运长靴	1	44
404085	1	44204016	玄铁玫瑰靴子	1	44
404085	1	44304016	黑暗蟒皮长靴	1	44
404085	1	44404016	冰火之歌长靴	1	44
404085	1	44105016	驭剑者长裤	1	44
404085	1	44205016	涉猎传说长裤	1	44
404085	1	44305016	血祭龙鳞长裤	1	44
404085	1	44405016	魔法起源长裤	1	44
404086	1	44102017	黑暗之刃长衫	1	63
404086	1	44202017	机密突击队服	1	63
404086	1	44302017	千年玄铁护胸	1	63
404086	1	44402017	极空幻境长袍	1	63
404086	1	44103017	剑灵反噬头盔	1	63
404086	1	44203017	裂空之啸轻盔	1	63
404086	1	44303017	真圣武者头盔	1	63
404086	1	44403017	玄月精灵头盔	1	63
404086	1	44104017	潜龙在野长靴	1	63
404086	1	44204017	战斗女神长靴	1	63
404086	1	44304017	暗黑巨蜥皮靴	1	63
404086	1	44404017	水泽女神长靴	1	63
404086	1	44105017	血战英灵长裤	1	63
404086	1	44205017	暮星龙王长裤	1	63
404086	1	44305017	梦境之殇长裤	1	63
404086	1	44405017	古代遗迹护腿	1	63
404087	1	44102017	黑暗之刃长衫	1	63
404087	1	44202017	机密突击队服	1	63
404087	1	44302017	千年玄铁护胸	1	63
404087	1	44402017	极空幻境长袍	1	63
404087	1	44103017	剑灵反噬头盔	1	63
404087	1	44203017	裂空之啸轻盔	1	63
404087	1	44303017	真圣武者头盔	1	63
404087	1	44403017	玄月精灵头盔	1	63
404087	1	44104017	潜龙在野长靴	1	63
404087	1	44204017	战斗女神长靴	1	63
404087	1	44304017	暗黑巨蜥皮靴	1	63
404087	1	44404017	水泽女神长靴	1	63
404087	1	44105017	血战英灵长裤	1	63
404087	1	44205017	暮星龙王长裤	1	63
404087	1	44305017	梦境之殇长裤	1	63
404087	1	44405017	古代遗迹护腿	1	63
404088	1	44102017	黑暗之刃长衫	1	44
404088	1	44202017	机密突击队服	1	44
404088	1	44302017	千年玄铁护胸	1	44
404088	1	44402017	极空幻境长袍	1	44
404088	1	44103017	剑灵反噬头盔	1	44
404088	1	44203017	裂空之啸轻盔	1	44
404088	1	44303017	真圣武者头盔	1	44
404088	1	44403017	玄月精灵头盔	1	44
404088	1	44104017	潜龙在野长靴	1	44
404088	1	44204017	战斗女神长靴	1	44
404088	1	44304017	暗黑巨蜥皮靴	1	44
404088	1	44404017	水泽女神长靴	1	44
404088	1	44105017	血战英灵长裤	1	44
404088	1	44205017	暮星龙王长裤	1	44
404088	1	44305017	梦境之殇长裤	1	44
404088	1	44405017	古代遗迹护腿	1	44
404089	1	44102017	黑暗之刃长衫	1	44
404089	1	44202017	机密突击队服	1	44
404089	1	44302017	千年玄铁护胸	1	44
404089	1	44402017	极空幻境长袍	1	44
404089	1	44103017	剑灵反噬头盔	1	44
404089	1	44203017	裂空之啸轻盔	1	44
404089	1	44303017	真圣武者头盔	1	44
404089	1	44403017	玄月精灵头盔	1	44
404089	1	44104017	潜龙在野长靴	1	44
404089	1	44204017	战斗女神长靴	1	44
404089	1	44304017	暗黑巨蜥皮靴	1	44
404089	1	44404017	水泽女神长靴	1	44
404089	1	44105017	血战英灵长裤	1	44
404089	1	44205017	暮星龙王长裤	1	44
404089	1	44305017	梦境之殇长裤	1	44
404089	1	44405017	古代遗迹护腿	1	44
404090	1	44102017	黑暗之刃长衫	1	44
404090	1	44202017	机密突击队服	1	44
404090	1	44302017	千年玄铁护胸	1	44
404090	1	44402017	极空幻境长袍	1	44
404090	1	44103017	剑灵反噬头盔	1	44
404090	1	44203017	裂空之啸轻盔	1	44
404090	1	44303017	真圣武者头盔	1	44
404090	1	44403017	玄月精灵头盔	1	44
404090	1	44104017	潜龙在野长靴	1	44
404090	1	44204017	战斗女神长靴	1	44
404090	1	44304017	暗黑巨蜥皮靴	1	44
404090	1	44404017	水泽女神长靴	1	44
404090	1	44105017	血战英灵长裤	1	44
404090	1	44205017	暮星龙王长裤	1	44
404090	1	44305017	梦境之殇长裤	1	44
404090	1	44405017	古代遗迹护腿	1	44
404091	1	44102018	炎冥之灵上衣	1	63
404091	1	44202018	爆裂子弹马甲	1	63
404091	1	44302018	瞬息击杀胸甲	1	63
404091	1	44402018	爱之海长袍	1	63
404091	1	44103018	无双剑神头盔	1	63
404091	1	44203018	落日幻影帽子	1	63
404091	1	44303018	天地雄魂头盔	1	63
404091	1	44403018	生命之树藤盔	1	63
404091	1	44104018	冽风长剑皮靴	1	63
404091	1	44204018	机械元首长靴	1	63
404091	1	44304018	弑魂之灵长靴	1	63
404091	1	44404018	梦幻山谷长靴	1	63
404091	1	44105018	鬼影狂刀长裤	1	63
404091	1	44205018	上古守护长裤	1	63
404091	1	44305018	武圣怜悯长裤	1	63
404091	1	44405018	魔能无双护腿	1	63
404092	1	44102018	炎冥之灵上衣	1	63
404092	1	44202018	爆裂子弹马甲	1	63
404092	1	44302018	瞬息击杀胸甲	1	63
404092	1	44402018	爱之海长袍	1	63
404092	1	44103018	无双剑神头盔	1	63
404092	1	44203018	落日幻影帽子	1	63
404092	1	44303018	天地雄魂头盔	1	63
404092	1	44403018	生命之树藤盔	1	63
404092	1	44104018	冽风长剑皮靴	1	63
404092	1	44204018	机械元首长靴	1	63
404092	1	44304018	弑魂之灵长靴	1	63
404092	1	44404018	梦幻山谷长靴	1	63
404092	1	44105018	鬼影狂刀长裤	1	63
404092	1	44205018	上古守护长裤	1	63
404092	1	44305018	武圣怜悯长裤	1	63
404092	1	44405018	魔能无双护腿	1	63
404093	1	44102018	炎冥之灵上衣	1	44
404093	1	44202018	爆裂子弹马甲	1	44
404093	1	44302018	瞬息击杀胸甲	1	44
404093	1	44402018	爱之海长袍	1	44
404093	1	44103018	无双剑神头盔	1	44
404093	1	44203018	落日幻影帽子	1	44
404093	1	44303018	天地雄魂头盔	1	44
404093	1	44403018	生命之树藤盔	1	44
404093	1	44104018	冽风长剑皮靴	1	44
404093	1	44204018	机械元首长靴	1	44
404093	1	44304018	弑魂之灵长靴	1	44
404093	1	44404018	梦幻山谷长靴	1	44
404093	1	44105018	鬼影狂刀长裤	1	44
404093	1	44205018	上古守护长裤	1	44
404093	1	44305018	武圣怜悯长裤	1	44
404093	1	44405018	魔能无双护腿	1	44
404094	1	44102018	炎冥之灵上衣	1	44
404094	1	44202018	爆裂子弹马甲	1	44
404094	1	44302018	瞬息击杀胸甲	1	44
404094	1	44402018	爱之海长袍	1	44
404094	1	44103018	无双剑神头盔	1	44
404094	1	44203018	落日幻影帽子	1	44
404094	1	44303018	天地雄魂头盔	1	44
404094	1	44403018	生命之树藤盔	1	44
404094	1	44104018	冽风长剑皮靴	1	44
404094	1	44204018	机械元首长靴	1	44
404094	1	44304018	弑魂之灵长靴	1	44
404094	1	44404018	梦幻山谷长靴	1	44
404094	1	44105018	鬼影狂刀长裤	1	44
404094	1	44205018	上古守护长裤	1	44
404094	1	44305018	武圣怜悯长裤	1	44
404094	1	44405018	魔能无双护腿	1	44
404095	1	44102018	炎冥之灵上衣	1	44
404095	1	44202018	爆裂子弹马甲	1	44
404095	1	44302018	瞬息击杀胸甲	1	44
404095	1	44402018	爱之海长袍	1	44
404095	1	44103018	无双剑神头盔	1	44
404095	1	44203018	落日幻影帽子	1	44
404095	1	44303018	天地雄魂头盔	1	44
404095	1	44403018	生命之树藤盔	1	44
404095	1	44104018	冽风长剑皮靴	1	44
404095	1	44204018	机械元首长靴	1	44
404095	1	44304018	弑魂之灵长靴	1	44
404095	1	44404018	梦幻山谷长靴	1	44
404095	1	44105018	鬼影狂刀长裤	1	44
404095	1	44205018	上古守护长裤	1	44
404095	1	44305018	武圣怜悯长裤	1	44
404095	1	44405018	魔能无双护腿	1	44
404096	1	44102019	火之咆哮胸甲	1	63
404096	1	44202019	潜行狙击皮衣	1	63
404096	1	44302019	伏魔皮甲	1	63
404096	1	44402019	无上荣光长袍	1	63
404096	1	44103019	炙炎逆天头盔	1	63
404096	1	44203019	飞鸟之翎帽子	1	63
404096	1	44303019	人间极皇头盔	1	63
404096	1	44403019	无尽之火头盔	1	63
404096	1	44104019	血迹泛滥长靴	1	63
404096	1	44204019	雷狼暴怒长靴	1	63
404096	1	44304019	人皇告诫长靴	1	63
404096	1	44404019	远古精灵长靴	1	63
404096	1	44105019	神隐剑宗长裤	1	63
404096	1	44205019	远古王者长裤	1	63
404096	1	44305019	强者寄魂长裤	1	63
404096	1	44405019	寒月敛光长裤	1	63
404097	1	44102019	火之咆哮胸甲	1	63
404097	1	44202019	潜行狙击皮衣	1	63
404097	1	44302019	伏魔皮甲	1	63
404097	1	44402019	无上荣光长袍	1	63
404097	1	44103019	炙炎逆天头盔	1	63
404097	1	44203019	飞鸟之翎帽子	1	63
404097	1	44303019	人间极皇头盔	1	63
404097	1	44403019	无尽之火头盔	1	63
404097	1	44104019	血迹泛滥长靴	1	63
404097	1	44204019	雷狼暴怒长靴	1	63
404097	1	44304019	人皇告诫长靴	1	63
404097	1	44404019	远古精灵长靴	1	63
404097	1	44105019	神隐剑宗长裤	1	63
404097	1	44205019	远古王者长裤	1	63
404097	1	44305019	强者寄魂长裤	1	63
404097	1	44405019	寒月敛光长裤	1	63
404098	1	44102019	火之咆哮胸甲	1	44
404098	1	44202019	潜行狙击皮衣	1	44
404098	1	44302019	伏魔皮甲	1	44
404098	1	44402019	无上荣光长袍	1	44
404098	1	44103019	炙炎逆天头盔	1	44
404098	1	44203019	飞鸟之翎帽子	1	44
404098	1	44303019	人间极皇头盔	1	44
404098	1	44403019	无尽之火头盔	1	44
404098	1	44104019	血迹泛滥长靴	1	44
404098	1	44204019	雷狼暴怒长靴	1	44
404098	1	44304019	人皇告诫长靴	1	44
404098	1	44404019	远古精灵长靴	1	44
404098	1	44105019	神隐剑宗长裤	1	44
404098	1	44205019	远古王者长裤	1	44
404098	1	44305019	强者寄魂长裤	1	44
404098	1	44405019	寒月敛光长裤	1	44
404099	1	44102019	火之咆哮胸甲	1	44
404099	1	44202019	潜行狙击皮衣	1	44
404099	1	44302019	伏魔皮甲	1	44
404099	1	44402019	无上荣光长袍	1	44
404099	1	44103019	炙炎逆天头盔	1	44
404099	1	44203019	飞鸟之翎帽子	1	44
404099	1	44303019	人间极皇头盔	1	44
404099	1	44403019	无尽之火头盔	1	44
404099	1	44104019	血迹泛滥长靴	1	44
404099	1	44204019	雷狼暴怒长靴	1	44
404099	1	44304019	人皇告诫长靴	1	44
404099	1	44404019	远古精灵长靴	1	44
404099	1	44105019	神隐剑宗长裤	1	44
404099	1	44205019	远古王者长裤	1	44
404099	1	44305019	强者寄魂长裤	1	44
404099	1	44405019	寒月敛光长裤	1	44
404100	1	44102019	火之咆哮胸甲	1	44
404100	1	44202019	潜行狙击皮衣	1	44
404100	1	44302019	伏魔皮甲	1	44
404100	1	44402019	无上荣光长袍	1	44
404100	1	44103019	炙炎逆天头盔	1	44
404100	1	44203019	飞鸟之翎帽子	1	44
404100	1	44303019	人间极皇头盔	1	44
404100	1	44403019	无尽之火头盔	1	44
404100	1	44104019	血迹泛滥长靴	1	44
404100	1	44204019	雷狼暴怒长靴	1	44
404100	1	44304019	人皇告诫长靴	1	44
404100	1	44404019	远古精灵长靴	1	44
404100	1	44105019	神隐剑宗长裤	1	44
404100	1	44205019	远古王者长裤	1	44
404100	1	44305019	强者寄魂长裤	1	44
404100	1	44405019	寒月敛光长裤	1	44
404008	1	45002001	蛛丝衬衫	1	75
404008	1	45003001	哥布林骨盔	1	75
404008	1	45004001	蛛丝薄靴	1	75
404008	1	45005001	蛛丝长裤	1	75
404009	1	45002001	蛛丝衬衫	1	75
404009	1	45003001	哥布林骨盔	1	75
404009	1	45004001	蛛丝薄靴	1	75
404009	1	45005001	蛛丝长裤	1	75
404010	1	45002001	蛛丝衬衫	1	75
404010	1	45003001	哥布林骨盔	1	75
404010	1	45004001	蛛丝薄靴	1	75
404010	1	45005001	蛛丝长裤	1	75
404013	1	45002002	红炎长袍	1	75
404013	1	45003002	精灵头盔	1	113
404013	1	45004002	狼人皮靴	1	113
404013	1	45005002	猫妖皮毛短裤	1	113
404014	1	45002002	红炎长袍	1	113
404014	1	45003002	精灵头盔	1	113
404014	1	45004002	狼人皮靴	1	113
404014	1	45005002	猫妖皮毛短裤	1	113
404015	1	45002002	红炎长袍	1	113
404015	1	45003002	精灵头盔	1	113
404015	1	45004002	狼人皮靴	1	113
404015	1	45005002	猫妖皮毛短裤	1	113
404018	1	45002003	牛头怪鬃毛衫	1	113
404018	1	45003003	吼叫头盔	1	75
404018	1	45004003	精灵短靴	1	75
404018	1	45005003	战士绑腿	1	75
404019	1	45002003	牛头怪鬃毛衫	1	75
404019	1	45003003	吼叫头盔	1	75
404019	1	45004003	精灵短靴	1	75
404019	1	45005003	战士绑腿	1	75
404020	1	45002003	牛头怪鬃毛衫	1	75
404020	1	45003003	吼叫头盔	1	75
404020	1	45004003	精灵短靴	1	75
404020	1	45005003	战士绑腿	1	75
404023	1	45002004	狼人皮毛外套	1	75
404023	1	45003004	幽灵愤怒头盔	1	75
404023	1	45004004	祝福之靴	1	75
404023	1	45005004	幽灵护腿	1	75
404024	1	45002004	狼人皮毛外套	1	75
404024	1	45003004	幽灵愤怒头盔	1	75
404024	1	45004004	祝福之靴	1	75
404024	1	45005004	幽灵护腿	1	75
404025	1	45002004	狼人皮毛外套	1	75
404025	1	45003004	幽灵愤怒头盔	1	75
404025	1	45004004	祝福之靴	1	75
404025	1	45005004	幽灵护腿	1	75
404028	1	45102005	普通剑客上衣	1	19
404028	1	45202005	神枪手上衣	1	19
404028	1	45302005	格斗常服	1	19
404028	1	45402005	魔法学者长袍	1	19
404028	1	45103005	纯白剑客头盔	1	19
404028	1	45203005	山鹰轻盔	1	19
404028	1	45303005	斗者头盔	1	19
404028	1	45403005	魔星帽子	1	19
404028	1	45104005	剑客靴子	1	19
404028	1	45204005	飞鹰靴子	1	19
404028	1	45304005	斗者短靴	1	19
404028	1	45404005	魔星长靴	1	19
404028	1	45105005	剑客长裤	1	19
404028	1	45205005	飞鹰长裤	1	19
404028	1	45305005	斗者长裤	1	19
404028	1	45405005	魔星长裤	1	19
404029	1	45102005	普通剑客上衣	1	19
404029	1	45202005	神枪手上衣	1	19
404029	1	45302005	格斗常服	1	19
404029	1	45402005	魔法学者长袍	1	19
404029	1	45103005	纯白剑客头盔	1	19
404029	1	45203005	山鹰轻盔	1	19
404029	1	45303005	斗者头盔	1	19
404029	1	45403005	魔星帽子	1	19
404029	1	45104005	剑客靴子	1	19
404029	1	45204005	飞鹰靴子	1	19
404029	1	45304005	斗者短靴	1	19
404029	1	45404005	魔星长靴	1	19
404029	1	45105005	剑客长裤	1	19
404029	1	45205005	飞鹰长裤	1	19
404029	1	45305005	斗者长裤	1	19
404029	1	45405005	魔星长裤	1	19
404030	1	45102005	普通剑客上衣	1	19
404030	1	45202005	神枪手上衣	1	19
404030	1	45302005	格斗常服	1	19
404030	1	45402005	魔法学者长袍	1	19
404030	1	45103005	纯白剑客头盔	1	19
404030	1	45203005	山鹰轻盔	1	19
404030	1	45303005	斗者头盔	1	19
404030	1	45403005	魔星帽子	1	19
404030	1	45104005	剑客靴子	1	19
404030	1	45204005	飞鹰靴子	1	19
404030	1	45304005	斗者短靴	1	19
404030	1	45404005	魔星长靴	1	19
404030	1	45105005	剑客长裤	1	19
404030	1	45205005	飞鹰长裤	1	19
404030	1	45305005	斗者长裤	1	19
404030	1	45405005	魔星长裤	1	19
404033	1	45102006	疯狂剑客上衣	1	19
404033	1	45202006	射手之星马甲	1	19
404033	1	45302006	格斗武服	1	19
404033	1	45402006	魔法能者长袍	1	19
404033	1	45103006	疯狂剑客头盔	1	19
404033	1	45203006	苍蝇轻盔	1	19
404033	1	45303006	斗灵头盔	1	19
404033	1	45403006	魔魂帽子	1	19
404033	1	45104006	剑神靴子	1	19
404033	1	45204006	山鹰靴子	1	19
404033	1	45304006	斗灵短靴	1	19
404033	1	45404006	魔魂长靴	1	19
404033	1	45105006	剑神长裤	1	19
404033	1	45205006	山鹰长裤	1	19
404033	1	45305006	斗灵长裤	1	19
404033	1	45405006	魔魂长裤	1	19
404034	1	45102006	疯狂剑客上衣	1	19
404034	1	45202006	射手之星马甲	1	19
404034	1	45302006	格斗武服	1	19
404034	1	45402006	魔法能者长袍	1	19
404034	1	45103006	疯狂剑客头盔	1	19
404034	1	45203006	苍蝇轻盔	1	19
404034	1	45303006	斗灵头盔	1	19
404034	1	45403006	魔魂帽子	1	19
404034	1	45104006	剑神靴子	1	19
404034	1	45204006	山鹰靴子	1	19
404034	1	45304006	斗灵短靴	1	19
404034	1	45404006	魔魂长靴	1	19
404034	1	45105006	剑神长裤	1	19
404034	1	45205006	山鹰长裤	1	19
404034	1	45305006	斗灵长裤	1	19
404034	1	45405006	魔魂长裤	1	19
404035	1	45102006	疯狂剑客上衣	1	19
404035	1	45202006	射手之星马甲	1	19
404035	1	45302006	格斗武服	1	19
404035	1	45402006	魔法能者长袍	1	19
404035	1	45103006	疯狂剑客头盔	1	19
404035	1	45203006	苍蝇轻盔	1	19
404035	1	45303006	斗灵头盔	1	19
404035	1	45403006	魔魂帽子	1	19
404035	1	45104006	剑神靴子	1	19
404035	1	45204006	山鹰靴子	1	19
404035	1	45304006	斗灵短靴	1	19
404035	1	45404006	魔魂长靴	1	19
404035	1	45105006	剑神长裤	1	19
404035	1	45205006	山鹰长裤	1	19
404035	1	45305006	斗灵长裤	1	19
404035	1	45405006	魔魂长裤	1	19
404038	1	45102007	归隐剑客上衣	1	19
404038	1	45202007	血枪手夹克	1	19
404038	1	45302007	格斗金衫	1	19
404038	1	45402007	魔法智者长袍	1	19
404038	1	45103007	归隐剑客头盔	1	19
404038	1	45203007	神鹰轻盔	1	19
404038	1	45303007	斗神头盔	1	19
404038	1	45403007	魔灵帽子	1	19
404038	1	45104007	剑宗靴子	1	19
404038	1	45204007	神鹰靴子	1	19
404038	1	45304007	斗神短靴	1	19
404038	1	45404007	魔灵长靴	1	19
404038	1	45105007	剑宗长裤	1	19
404038	1	45205007	神鹰长裤	1	19
404038	1	45305007	斗神长裤	1	19
404038	1	45405007	魔灵长裤	1	19
404039	1	45102007	归隐剑客上衣	1	19
404039	1	45202007	血枪手夹克	1	19
404039	1	45302007	格斗金衫	1	19
404039	1	45402007	魔法智者长袍	1	19
404039	1	45103007	归隐剑客头盔	1	19
404039	1	45203007	神鹰轻盔	1	19
404039	1	45303007	斗神头盔	1	19
404039	1	45403007	魔灵帽子	1	19
404039	1	45104007	剑宗靴子	1	19
404039	1	45204007	神鹰靴子	1	19
404039	1	45304007	斗神短靴	1	19
404039	1	45404007	魔灵长靴	1	19
404039	1	45105007	剑宗长裤	1	19
404039	1	45205007	神鹰长裤	1	19
404039	1	45305007	斗神长裤	1	19
404039	1	45405007	魔灵长裤	1	19
404040	1	45102007	归隐剑客上衣	1	19
404040	1	45202007	血枪手夹克	1	19
404040	1	45302007	格斗金衫	1	19
404040	1	45402007	魔法智者长袍	1	19
404040	1	45103007	归隐剑客头盔	1	19
404040	1	45203007	神鹰轻盔	1	19
404040	1	45303007	斗神头盔	1	19
404040	1	45403007	魔灵帽子	1	19
404040	1	45104007	剑宗靴子	1	19
404040	1	45204007	神鹰靴子	1	19
404040	1	45304007	斗神短靴	1	19
404040	1	45404007	魔灵长靴	1	19
404040	1	45105007	剑宗长裤	1	19
404040	1	45205007	神鹰长裤	1	19
404040	1	45305007	斗神长裤	1	19
404040	1	45405007	魔灵长裤	1	19
404043	1	45102008	紫衫螺纹上衣	1	19
404043	1	45202008	烟雾弹皮衣	1	19
404043	1	45302008	贤者短衫	1	19
404043	1	45402008	神圣魔能长袍	1	19
404043	1	45103008	极影头盔	1	19
404043	1	45203008	蛛丝防震帽子	1	19
404043	1	45303008	武圣头盔	1	19
404043	1	45403008	魔法学者帽子	1	19
404043	1	45104008	龙跃战靴	1	19
404043	1	45204008	力敏靴子	1	19
404043	1	45304008	武圣短靴	1	19
404043	1	45404008	魔法学者短靴	1	19
404043	1	45105008	龙跃长裤	1	19
404043	1	45205008	力敏长裤	1	19
404043	1	45305008	武圣长裤	1	19
404043	1	45405008	魔法学者短裤	1	19
404044	1	45102008	紫衫螺纹上衣	1	19
404044	1	45202008	烟雾弹皮衣	1	19
404044	1	45302008	贤者短衫	1	19
404044	1	45402008	神圣魔能长袍	1	19
404044	1	45103008	极影头盔	1	19
404044	1	45203008	蛛丝防震帽子	1	19
404044	1	45303008	武圣头盔	1	19
404044	1	45403008	魔法学者帽子	1	19
404044	1	45104008	龙跃战靴	1	19
404044	1	45204008	力敏靴子	1	19
404044	1	45304008	武圣短靴	1	19
404044	1	45404008	魔法学者短靴	1	19
404044	1	45105008	龙跃长裤	1	19
404044	1	45205008	力敏长裤	1	19
404044	1	45305008	武圣长裤	1	19
404044	1	45405008	魔法学者短裤	1	19
404045	1	45102008	紫衫螺纹上衣	1	19
404045	1	45202008	烟雾弹皮衣	1	19
404045	1	45302008	贤者短衫	1	19
404045	1	45402008	神圣魔能长袍	1	19
404045	1	45103008	极影头盔	1	19
404045	1	45203008	蛛丝防震帽子	1	19
